date,main_net,small_net,mid_net,large_net,super_net
2026-04-28,247318784.0,-16785852.0,-230532928.0,58816.0,247259968.0
2026-04-29,-20570928.0,-9294688.0,29865616.0,-5475232.0,-15095696.0
2026-04-30,77546704.0,-10010106.0,-67536592.0,76603680.0,943024.0
2026-05-06,-55823664.0,-9597293.0,65420976.0,11593312.0,-67416976.0
2026-05-07,-82044496.0,-15946782.0,97991280.0,-71512432.0,-10532064.0
2026-05-08,-197203296.0,-6784131.0,203987440.0,9834400.0,-207037696.0
2026-05-11,255442448.0,-13416287.0,-242026144.0,-153296080.0,408738528.0
2026-05-12,-249489344.0,-16420039.0,265909392.0,-152341360.0,-97147984.0
2026-05-13,-5654864.0,-11477495.0,17132368.0,50444832.0,-56099696.0
2026-05-14,-116442352.0,-7982360.0,124424720.0,-18281568.0,-98160784.0
2026-05-15,-312149856.0,-8304907.0,320454784.0,-240266608.0,-71883248.0
2026-05-18,107699872.0,-10080952.0,-97618928.0,108898784.0,-1198912.0
2026-05-19,-366601680.0,-7832978.0,374434640.0,-193282944.0,-173318736.0
2026-05-20,121068992.0,-9734624.0,-111334368.0,58445184.0,62623808.0
2026-05-21,-188813056.0,-6078817.0,194891872.0,-63414352.0,-125398704.0
2026-05-22,69888944.0,-5574543.0,-64314384.0,87236528.0,-17347584.0
2026-05-25,-136778336.0,-5900291.0,142678624.0,-89265936.0,-47512400.0
2026-05-26,-499707456.0,-5226070.0,504933520.0,-142142752.0,-357564704.0
2026-05-27,-143407536.0,-5709579.0,149117120.0,-41821888.0,-101585648.0
2026-05-28,152096384.0,-7510735.0,-144585648.0,26484800.0,125611584.0
2026-05-29,-9096208.0,-6107129.0,15203328.0,-10527600.0,1431392.0
2026-06-01,-202477840.0,-4831239.0,207309088.0,-68325680.0,-134152160.0
2026-06-02,-156626496.0,-6441302.0,163067792.0,-78223056.0,-78403440.0
2026-06-03,113489424.0,-10463231.0,-103026192.0,28910368.0,84579056.0
2026-06-04,-246103360.0,-3969157.0,250072512.0,-117791104.0,-128312256.0
2026-06-05,-97972816.0,-7147843.0,105120672.0,-9493424.0,-88479392.0
2026-06-08,-297284896.0,-4341354.0,301626224.0,-174261424.0,-123023472.0
2026-06-09,122888800.0,-9924821.0,-112963984.0,75214624.0,47674176.0
2026-06-10,-91309599.0,-5112729.0,96422320.0,-40237360.0,-51072239.0
2026-06-11,260063392.0,-11635258.0,-248428128.0,101749952.0,158313440.0
2026-06-12,108881056.0,-10240886.0,-98640160.0,143192816.0,-34311760.0
2026-06-15,28390400.0,-9333766.0,-19056640.0,-70339616.0,98730016.0
2026-06-16,-21556960.0,-10767501.0,32324464.0,-107715360.0,86158400.0
2026-06-17,-175651152.0,-10080516.0,185731664.0,-232580704.0,56929552.0
2026-06-18,280589616.0,-14244562.0,-266345040.0,-87515440.0,368105056.0
2026-06-22,-142836240.0,-10311010.0,153147264.0,-12375504.0,-130460736.0
2026-06-23,-398879472.0,-7305815.0,406185280.0,-177247328.0,-221632144.0
2026-06-24,-159675392.0,-5718998.0,165394384.0,-72853584.0,-86821808.0
2026-06-25,-430123872.0,-5174728.0,435298592.0,-221586624.0,-208537248.0
2026-06-26,-178374392.0,-5650184.0,184024576.0,-101304544.0,-77069848.0
