date,open,high,low,close,atr,atr_pct,buy_price_target,sell_price_target,trend,t_shares,t_buy_shares,t_sell_shares,day_pnl,gross_pnl,do_long,do_short
2024-08-02,22.908,23.098,22.368,22.448,0.5192857142857142,0.023132827614295894,22.648357142857144,23.297464285714288,sideways,16600,16600,16600,5574.274409111706,5574.274409111706,True,True
2024-08-05,22.238,22.518,21.688,21.748,0.5464285714285716,0.02512546309677081,21.964785714285714,22.64782142857143,sideways,16600,16600,16600,5950.259546464309,5950.259546464309,True,True
2024-08-06,21.978,22.148,21.518,21.848,0.5607142857142858,0.025664330177329085,21.69764285714286,22.398535714285718,sideways,16600,16600,16600,6023.275664049084,6023.275664049084,True,True
2024-08-09,23.238,25.178,22.768,24.218,0.970714285714286,0.04008234725056924,22.752642857142856,23.966035714285713,bull,8300,8300,8300,5494.055768999999,5494.055768999999,True,False
2024-08-13,23.458,23.738,22.938,23.178,1.0385714285714287,0.04480850067181934,22.938714285714283,24.23692857142857,bull,16600,16600,16600,11828.284129171167,11828.284129171167,True,False
2024-08-30,22.392,23.032,22.292,22.732,0.6642857142857148,0.029222493149996254,22.05985714285714,22.890214285714286,sideways,16600,16600,16600,4624.281971967488,4624.281971967488,True,True
2024-09-24,22.362,22.832,22.162,22.832,0.502142857142857,0.0219929422364601,22.11092857142857,22.73860714285714,sideways,16600,16600,16600,3219.5980454428354,3219.5980454428354,True,True
2024-09-30,25.692,26.902,25.162,26.732,0.6992857142857145,0.02615912443085869,25.342357142857143,26.216464285714284,bull,8300,8300,8300,6074.243945999973,6074.243945999973,False,False
2024-10-15,25.992,26.412,25.422,25.432,1.2221428571428576,0.04805531838403813,25.380928571428573,26.908607142857143,bull,8300,8300,8300,6145.171595999971,6145.171595999971,True,False
2024-11-04,27.192,27.682,26.652,27.642,0.9471428571428573,0.03426462836056932,26.71842857142857,27.90235714285714,bull,24900,24900,24900,16703.192717113416,16703.192717113416,True,False
2024-11-12,29.942,30.242,29.002,29.312,1.0657142857142858,0.03635761072988147,29.409142857142857,30.741285714285716,bull,16600,16600,16600,12074.372293339868,12074.372293339868,True,False
2024-11-21,28.552,28.922,27.992,28.252,1.0571428571428572,0.03741833700774661,28.02342857142857,29.344857142857144,bull,16600,16600,16600,11875.061762914818,11875.061762914818,True,False
2024-11-25,27.742,29.642,27.482,28.432,1.1585714285714288,0.04074885440951846,27.162714285714287,28.610928571428573,sideways,16600,16600,16600,8544.36999956076,8544.36999956076,True,True
2024-11-26,28.192,28.902,27.762,27.792,1.1785714285714288,0.04240685911670368,27.602714285714285,29.075928571428573,bear,8300,8300,8300,6665.307695999945,6665.307695999945,False,True
2024-12-18,27.582,28.262,27.452,27.962,0.6321428571428575,0.0226072118282976,27.26592857142857,28.056107142857144,bear,16600,16600,16600,4116.3395384323085,4116.3395384323085,False,True
2024-12-20,30.332,30.722,29.532,29.802,0.8250000000000003,0.027682705858667212,29.9195,30.95075,bull,16600,16600,16600,9056.566897757992,9056.566897757992,True,False
2024-12-23,29.802,30.422,29.282,29.442,0.8735714285714289,0.029670926858617924,29.365214285714284,30.45717857142857,bull,24900,24900,24900,16660.716715448303,16660.716715448303,True,False
2024-12-25,30.042,30.822,29.512,30.522,1.020714285714286,0.03344192011382891,29.53164285714286,30.807535714285716,bull,24900,24900,24900,18156.693572388147,18156.693572388147,True,False
2024-12-30,31.662,32.052,31.012,31.512,1.2092857142857145,0.03837540347441338,31.057357142857143,32.56896428571429,bull,16600,16600,16600,13530.303784137126,13530.303784137126,True,False
2025-01-06,27.682,28.332,27.042,27.382,1.5207142857142855,0.05553700554065756,26.921642857142857,28.822535714285713,bear,8300,8300,8300,6544.730690999946,6544.730690999946,False,False
2025-01-07,27.282,28.982,27.202,28.522,1.5949999999999995,0.05592174461818945,26.4845,28.47825,bear,16600,16600,16600,12141.856864488334,12141.856864488334,False,True
2025-01-08,28.572,29.682,28.102,29.172,1.6499999999999997,0.056561085972850665,27.747,29.8095,sideways,8300,8300,8300,6755.149385999946,6755.149385999946,True,True
2025-01-15,27.932,30.542,27.862,29.492,1.5735714285714286,0.05335587374784445,27.145214285714285,29.11217857142857,sideways,16600,16600,16600,11783.34844030108,11783.34844030108,True,True
2025-02-06,34.732,39.872,33.592,39.132,2.3414285714285716,0.05983411457192507,33.56128571428572,36.48807142857143,bull,16600,16600,16600,25067.00479799998,25067.00479799998,True,False
2025-02-10,39.232,40.082,38.542,39.252,2.4721428571428574,0.06298132215282934,37.99592857142857,41.086107142857145,bull,8300,8300,8300,9275.445215999964,9275.445215999964,True,False
2025-02-12,39.072,39.922,38.312,39.302,2.4207142857142854,0.06159264886556118,37.86164285714286,40.88753571428572,bull,8300,8300,8300,9237.617136000015,9237.617136000015,True,False
2025-02-28,39.512,40.112,36.232,36.232,2.3649999999999998,0.0652737911238684,38.3295,41.28575,sideways,8300,8300,8300,9341.644356000004,9341.644356000004,True,True
2025-03-04,34.982,37.732,34.862,36.632,2.415714285714286,0.0659454653230587,33.774142857142856,36.79378571428571,bear,16600,16600,16600,18801.788776048692,18801.788776048692,False,True
2025-03-13,36.912,37.572,36.242,36.402,2.5407142857142864,0.06979600806863047,35.641642857142855,38.81753571428571,bear,8300,8300,8300,8726.938055999868,8726.938055999868,False,True
2025-03-14,36.152,38.432,36.012,37.122,2.402142857142858,0.0647094137477199,34.95092857142857,37.953607142857145,bear,16600,16600,16600,18994.483461223426,18994.483461223426,False,True
2025-03-17,37.282,39.202,37.282,37.882,2.0800000000000005,0.05490734385724092,36.242,38.842,sideways,16600,16600,16600,16224.704412188963,16224.704412188963,True,True
2025-04-07,31.732,32.622,30.332,30.332,1.1935714285714287,0.03935023831502798,31.135214285714284,32.62717857142857,bear,8300,8300,8300,7502.253965999989,7502.253965999989,False,False
2025-04-09,29.222,30.382,27.802,30.022,1.337142857142857,0.04453876680910189,28.553428571428572,30.224857142857143,bear,16600,16600,16600,21090.291782999935,21090.291782999935,False,False
2025-04-21,30.532,31.012,30.072,30.802,1.3557142857142854,0.04401383954659715,29.854142857142858,31.548785714285714,bear,8300,8300,8300,7218.543365999969,7218.543365999969,False,True
2025-04-25,31.472,32.932,31.452,31.482,1.2007142857142858,0.03813970795102871,30.87164285714286,32.37253571428572,sideways,16600,16600,16600,8957.698023337056,8957.698023337056,True,True
2025-04-28,31.282,32.332,31.142,31.892,1.1414285714285717,0.03579043557721597,30.711285714285715,32.13807142857143,sideways,16600,16600,16600,8260.577676514862,8260.577676514862,True,True
2025-04-29,33.282,33.612,32.012,33.132,1.0800000000000003,0.032596885186526633,32.742,34.092,bull,16600,16600,16600,11911.63117847708,11911.63117847708,True,False
2025-06-03,31.672,33.822,31.432,33.012,0.9442857142857152,0.02860431704488414,31.199857142857145,32.38021428571429,bear,16600,16600,16600,6374.684087308589,6374.684087308589,False,True
2025-06-04,33.032,34.132,32.992,33.902,0.9350000000000007,0.027579493835171987,32.564499999999995,33.73325,sideways,16600,16600,16600,6351.4218746363185,6351.4218746363185,True,True
2025-06-05,33.912,34.712,33.342,34.572,0.9335714285714296,0.027003685889489457,33.445214285714286,34.61217857142857,sideways,24900,24900,24900,17859.06901981798,17859.06901981798,True,True
2025-06-09,34.752,35.032,34.172,34.372,0.9578571428571436,0.02786736712606609,34.27307142857143,35.47039285714286,bull,16600,16600,16600,10453.079743926297,10453.079743926297,True,False
2025-06-20,36.882,39.232,36.072,38.312,1.4264285714285716,0.03723190048623334,36.16878571428571,37.95182142857143,bull,8300,8300,8300,8719.845290999976,8719.845290999976,False,False
2025-06-24,38.262,39.182,37.612,38.012,1.3971428571428568,0.03675531035312156,37.563428571428574,39.30985714285714,bull,8300,8300,8300,9046.11248099996,9046.11248099996,True,False
2025-06-27,38.632,40.212,37.602,39.512,1.5307142857142857,0.03874049113470049,37.86664285714286,39.78003571428571,bull,24900,24900,24900,25802.2969490299,25802.2969490299,True,False
2025-07-18,43.132,44.502,42.112,42.202,1.696428571428571,0.0401978240706263,42.28378571428571,44.40432142857143,bull,24900,24900,24900,29576.844510466093,29576.844510466093,True,False
2025-07-23,40.782,41.952,40.152,41.062,1.847857142857143,0.0450016351579841,39.85807142857143,42.16789285714285,bull,8300,8300,8300,9641.904740999918,9641.904740999918,True,False
2025-08-01,50.072,52.352,48.742,50.462,2.6657142857142873,0.05282617188605856,48.73914285714286,52.07128571428572,bull,8300,8300,8300,11838.297635999974,11838.297635999974,False,False
2025-08-05,53.032,56.732,50.912,56.732,3.120714285714287,0.055008007574460394,51.471642857142854,55.37253571428571,bull,16600,16600,16600,38274.59974800004,38274.59974800004,False,False
2025-08-06,54.222,56.062,52.552,52.812,3.0750000000000015,0.05822540331742789,52.6845,56.52825,bull,33200,33200,33200,75089.50257408898,75089.50257408898,True,False
2025-08-07,52.122,55.702,50.192,53.532,3.297857142857144,0.06160534153136711,50.47307142857143,54.595392857142855,bull,33200,33200,33200,74185.88553389767,74185.88553389767,True,False
2025-08-11,54.732,57.482,53.872,54.632,3.581428571428572,0.06555550906846852,52.94128571428571,57.41807142857143,bull,8300,8300,8300,12940.040465999919,12940.040465999919,True,False
2025-08-13,55.822,58.182,54.732,56.962,3.8335714285714295,0.06730050610181225,53.90521428571429,58.69717857142857,bull,8300,8300,8300,13197.744260999898,13197.744260999898,False,False
2025-08-20,57.682,61.732,55.932,61.312,4.236428571428571,0.0690962384431852,55.563785714285714,60.859321428571434,bull,16600,16600,16600,41630.62797299994,41630.62797299994,True,False
2025-08-21,59.752,60.662,55.502,56.122,4.393571428571429,0.07828608083410123,57.555214285714285,63.047178571428574,bull,8300,8300,8300,14126.896475999907,14126.896475999907,True,False
2025-08-27,72.0,78.18,69.95,75.41,4.890571428571428,0.06485308882868887,69.55471428571428,75.66792857142858,bull,8300,8300,8300,17022.63599999994,17022.63599999994,True,False
2025-09-01,92.5,95.8,88.13,91.98,5.771285714285713,0.06274500667847045,89.61435714285714,96.82846428571429,bull,16600,16600,16600,66759.70124999993,66759.70124999993,False,False
2025-09-02,90.15,95.0,82.78,82.78,6.397714285714285,0.07728574880060746,86.95114285714287,94.94828571428572,bull,33200,33200,33200,145013.75234440435,145013.75234440435,True,False
2025-09-03,83.2,91.06,81.12,91.06,6.754142857142855,0.07417244516958989,79.82292857142858,88.26560714285715,bull,8300,8300,8300,19670.601599999936,19670.601599999936,True,False
2025-09-08,83.66,86.0,80.87,83.97,8.181999999999997,0.09743956174824338,79.569,89.7965,bull,8300,8300,8300,19779.357330000028,19779.357330000028,True,False
2025-09-09,84.0,90.58,80.0,88.71,8.52342857142857,0.09608193632542633,79.73828571428571,90.39257142857143,bull,16600,16600,16600,60625.025999999605,60625.025999999605,True,False
2025-09-11,88.5,95.36,85.39,93.25,9.117714285714284,0.0977770968977403,83.94114285714286,95.33828571428572,bull,16600,16600,16600,63872.795249999734,63872.795249999734,True,False
2025-09-12,89.96,92.88,88.01,89.3,9.070571428571427,0.10157414813629817,85.42471428571429,96.76292857142856,bull,8300,8300,8300,21268.837979999837,21268.837979999837,True,False
2025-09-15,88.0,91.68,86.11,86.95,9.007142857142856,0.10358991210055038,83.49642857142857,94.75535714285714,bull,8300,8300,8300,20805.444000000134,20805.444000000134,True,False
2025-09-16,88.0,95.65,85.85,95.65,9.119285714285713,0.09534015383466506,83.44035714285714,94.83946428571429,bull,8300,8300,8300,20805.444000000134,20805.444000000134,True,False
2025-09-17,96.98,104.74,93.4,99.68,9.389999999999999,0.09420144462279292,92.28500000000001,104.02250000000001,bull,16600,16600,16600,69993.03596999962,69993.03596999962,True,False
2025-09-18,99.68,109.65,96.0,109.65,9.772142857142857,0.08912122988730375,94.79392857142858,107.00910714285715,bull,16600,16600,16600,71941.69751999993,71941.69751999993,True,False
2025-09-19,115.1,120.62,111.91,120.62,10.007857142857139,0.08297013051614276,110.09607142857142,122.60589285714285,bull,8300,8300,8300,27212.57504999987,27212.57504999987,True,False
2025-09-23,115.3,120.0,110.01,117.27,10.0,0.08527330092947898,110.3,122.8,bull,33200,33200,33200,195589.11810995918,195589.11810995918,True,False
2025-09-25,107.35,112.95,105.04,108.08,9.802142857142854,0.09069340171301679,102.44892857142857,114.70160714285714,bull,8300,8300,8300,25380.27742499998,25380.27742499998,True,False
2025-09-26,106.45,110.8,103.0,103.0,9.717857142857143,0.09434812760055479,101.59107142857142,113.73839285714286,bull,16600,16600,16600,76827.78592499997,76827.78592499997,False,False
2025-10-09,100.92,102.65,97.7,97.98,8.816428571428572,0.0899819205085586,96.51178571428572,107.53232142857144,sideways,8300,8300,8300,23860.06145999988,23860.06145999988,False,False
2025-10-14,89.51,91.99,84.95,85.18,8.774999999999999,0.10301714017374969,85.1225,96.09125,bear,8300,8300,8300,21162.446505,21162.446505,False,False
2025-10-20,84.25,85.94,81.24,82.33,6.697142857142857,0.0813451094029255,80.90142857142857,89.27285714285715,bear,8300,8300,8300,19918.848374999943,19918.848374999943,False,False
2025-10-22,86.74,93.25,85.48,91.59,6.349285714285713,0.06932291422956341,83.56535714285714,91.50196428571428,bear,16600,16600,16600,49376.2490281614,49376.2490281614,False,True
2025-10-24,86.7,92.19,84.75,89.89,6.345,0.0705862721103571,83.5275,91.45875000000001,bear,8300,8300,8300,20498.090849999804,20498.090849999804,False,True
