time,open,high,low,close,volume,amount
20240902,32.28,32.5,30.729999999999997,30.779999999999998,383642,1213579986.0
20240903,30.699999999999996,31.049999999999997,30.459999999999997,30.759999999999998,243784,755671631.0
20240904,30.069999999999997,30.479999999999997,29.749999999999996,30.229999999999997,208919,634389718.0
20240905,30.34,30.54,29.919999999999998,30.2,185621,564889127.0
20240906,30.209999999999997,30.31,29.509999999999998,29.52,191819,575319998.0
20240909,29.309999999999995,29.769999999999996,28.969999999999995,29.169999999999995,212618,627254673.9999999
20240910,29.219999999999995,29.449999999999996,28.609999999999996,29.339999999999996,232613,681329034.0
20240911,29.259999999999998,29.479999999999997,28.9,29.07,142590,419363888.0
20240912,29.409999999999997,29.479999999999997,28.789999999999996,28.809999999999995,140676,412745451.0
20240913,28.759999999999998,29.619999999999997,28.639999999999997,28.709999999999997,233389,684909531.9999999
20240918,28.749999999999996,28.879999999999995,27.179999999999996,27.529999999999998,437675,1221116817.0
20240919,27.819999999999997,28.129999999999995,27.359999999999996,27.619999999999997,298860,834911026.0
20240920,27.669999999999995,28.039999999999996,27.219999999999995,27.809999999999995,244745,682090850.0000001
20240923,27.809999999999995,28.349999999999994,27.469999999999995,27.539999999999996,243878,684141106.0000001
20240924,27.829999999999995,28.769999999999996,27.249999999999996,28.749999999999996,433697,1231930366.0
20240925,28.999999999999996,30.08,28.979999999999997,29.549999999999997,533432,1589734430.9999998
20240926,29.56,30.38,29.349999999999998,30.369999999999997,415911,1249161526.0
20240927,30.729999999999997,31.880000000000003,30.529999999999998,31.870000000000005,294637,926751353.0
20240930,33.50000000000001,35.080000000000005,32.660000000000004,35.080000000000005,892563,3072340195.0000005
20241008,38.61000000000001,38.61000000000001,37.300000000000004,38.61000000000001,669605,2590922492.0
20241009,39.68,41.75,37.54,39.05,1652051,6662934518.000001
20241010,39.07,39.57,35.9,37.92,956760,3664558248.0
20241011,37.370000000000005,38.43000000000001,35.77,36.300000000000004,683462,2527090854.0
20241014,36.300000000000004,37.25,35.31,37.190000000000005,632499,2323592506.0
20241015,37.18,39.24,36.7,37.61,843982,3248115670.0
20241016,36.510000000000005,37.61000000000001,36.300000000000004,36.93000000000001,458552,1709234927.0
20241017,37.47,37.74,36.75,36.75,444473,1665894852.0000002
20241018,36.900000000000006,40.45,36.88,39.78,1187008,4646463702.0
20241021,40.75,41.45,39.61,39.7,1460090,5931508021.0
20241022,39.13,39.730000000000004,38.38,38.730000000000004,862728,3378595682.0000005
20241023,38.74,39.03,38.03,38.410000000000004,717645,2779133765.0
20241024,38.14,38.84,37.96,38.4,519542,2007546646.0
20241025,38.519999999999996,39.0,38.04,38.839999999999996,553964,2148251872.0
20241028,38.68,38.68,37.25,38.27,735710,2804314734.0
20241029,38.28,39.64,37.79,38.37,886624,3454756976.0
20241030,37.95,38.730000000000004,37.45,38.010000000000005,644956,2473006664.0
20241031,37.9,40.55,37.36,39.67,1175976,4619560691.0
20241101,41.65,41.65,38.25,38.34,1137287,4557471255.0
20241104,38.35,39.25,37.85,38.6,602546,2332569306.0000005
20241105,38.61000000000001,41.11000000000001,38.300000000000004,40.82000000000001,1198304,4833970198.0
20241106,40.85,44.900000000000006,40.45,43.31,1656750,7008960223.0
20241107,42.35,44.0,41.5,43.58,1188292,5089477535.0
20241108,44.54,45.440000000000005,43.24,43.36,1196516,5343170107.0
20241111,44.71,47.67,44.27,46.300000000000004,1323030,6109575381.0
20241112,46.33,47.3,44.76,45.85,999999,4611431007.999999
20241113,45.370000000000005,45.46,43.49,44.09,877310,3903748142.0
20241114,44.48,44.96,42.76,42.839999999999996,721838,3175689292.0
20241115,43.629999999999995,46.199999999999996,42.76,42.94,1083367,4826996862.0
20241118,42.04,42.58,40.11,40.51,851932,3531158347.0
20241119,40.45,41.86,40.2,41.730000000000004,637711,2637166042.0
20241120,41.71,41.74,40.660000000000004,41.38,584614,2424805043.0
20241121,41.25,41.28,40.42,40.800000000000004,556719,2288496125.0
20241122,40.8,41.25,38.58,38.67,706012,2833315231.0
20241125,38.629999999999995,38.839999999999996,36.65,37.47,728062,2742623605.0
20241126,37.49,38.25000000000001,37.230000000000004,37.32000000000001,405123,1538089227.0
20241127,37.19,37.92,36.57,37.910000000000004,531507,1998534046.9999998
20241128,37.93,38.94,37.54,38.12,575744,2219028465.0
20241129,38.05,39.3,37.58,38.73,562352,2175884223.0
20241202,38.94,40.25,38.94,39.94,637269,2546953583.0
20241203,39.980000000000004,40.71,39.03,39.480000000000004,582136,2338575130.9999995
20241204,40.33,40.58,39.03,39.050000000000004,516484,2070969647.0
20241205,38.84,39.52,38.75,39.06,312409,1227937119.0000002
20241206,39.08,39.7,38.6,39.31,458116,1802291916.0
20241209,39.300000000000004,39.300000000000004,38.050000000000004,38.38,368372,1428578216.0
20241210,39.58,39.73,38.19,38.3,454427,1782816040.0
20241211,38.11000000000001,38.540000000000006,37.800000000000004,38.21,388797,1491870292.0000002
20241212,38.199999999999996,38.46,37.76,38.33,343206,1316343208.0
20241213,38.25,38.41,37.65,37.75,412367,1573535849.0000002
20241216,37.76,38.32,37.4,37.589999999999996,346383,1317783287.0
20241217,37.43000000000001,38.11000000000001,37.34,37.49,318361,1208083668.0
20241218,37.650000000000006,38.18,37.27,37.940000000000005,419703,1594968816.9999998
20241219,37.37,38.75,37.26,38.62,611159,2340619950.0
20241220,38.550000000000004,40.300000000000004,38.13,39.730000000000004,939495,3726683816.0
20241223,39.75,39.95,38.6,38.78,573740,2273705391.0
20241224,38.85,39.040000000000006,37.800000000000004,38.99,502994,1946568051.0000002
20241225,39.0,39.2,38.46,38.68,343647,1343335566.0000002
20241226,38.55,39.849999999999994,38.44,39.68,611680,2428757246.0
20241227,39.43,41.27,39.43,40.2,947102,3839328221.0
20241230,41.25,43.23,40.75,42.72,1505430,6359134869.000001
20241231,42.730000000000004,42.83,40.6,40.61,955295,3981376139.0
20250102,40.61,40.67,37.52,37.980000000000004,879352,3434066962.0
20250103,37.89,38.120000000000005,35.980000000000004,36.11000000000001,627045,2330323727.0
20250106,35.95,36.74,35.1,35.410000000000004,414072,1489125825.0000002
20250107,35.74,37.150000000000006,35.52,37.120000000000005,508769,1855862162.0000002
20250108,36.63,37.24,35.64,36.71,494849,1814898743.9999998
20250109,36.46,37.83,36.36,37.44,529905,1992987843.0
20250110,37.449999999999996,41.21,37.44,39.83,1822732,7422520833.0
20250113,39.15,39.83,38.1,38.65,1039060,4057135361.0000005
20250114,38.8,40.41,37.87,40.349999999999994,1197255,4732371232.000001
20250115,39.79,40.470000000000006,39.38,39.74,705486,2827681142.0000005
20250116,40.82,41.739999999999995,39.26,39.839999999999996,940682,3825541400.0
20250117,39.26,41.23,39.15,40.14,857233,3464449090.0
20250120,40.35,41.95,40.050000000000004,41.370000000000005,964947,3985148082.9999995
20250121,41.449999999999996,41.75,40.54,41.04,811469,3354094541.0
20250122,40.58,41.050000000000004,39.96,40.56,621498,2530977979.0000005
20250123,41.21,41.3,39.15,39.15,785065,3173108057.0000005
20250124,38.97,40.72,38.94,40.379999999999995,721237,2919692760.0
20250127,40.35,40.38,38.550000000000004,38.580000000000005,594843,2341200151.0
20250205,39.62,39.93,38.94,39.339999999999996,478605,1897901378.0
20250206,39.25000000000001,42.07000000000001,39.050000000000004,42.03,1060102,4396145195.000001
20250207,41.95,42.660000000000004,40.95,41.67,1045977,4408683622.0
20250210,41.75,42.0,40.96,41.28,623936,2595115331.0000005
