date,open,close,high,low,volume
2025-12-24,9.100,9.440,9.640,9.050,1046807.000
2025-12-25,9.220,9.500,9.750,9.130,794931.000
2025-12-26,9.390,9.120,9.450,9.100,708006.000
2025-12-29,9.040,9.000,9.210,8.950,454612.000
2025-12-30,8.930,8.880,9.010,8.780,368392.000
2025-12-31,9.000,8.880,9.200,8.870,471461.000
2026-01-05,9.060,9.090,9.150,8.880,415542.000
2026-01-06,9.090,8.970,9.100,8.930,418939.000
2026-01-07,8.960,9.370,9.400,8.910,731970.000
2026-01-08,9.280,9.500,9.550,9.180,647010.000
2026-01-09,9.420,9.520,9.650,9.270,585149.000
2026-01-12,9.470,9.520,9.620,9.250,589012.000
2026-01-13,9.450,9.550,9.820,9.120,780736.000
2026-01-14,9.420,9.980,10.270,9.400,986800.000
2026-01-15,9.820,10.410,10.790,9.740,814507.000
2026-01-16,10.320,10.070,11.170,9.940,1003355.000
2026-01-19,9.930,10.780,10.800,9.840,811756.000
2026-01-20,10.590,10.510,10.820,10.330,632394.000
2026-01-21,10.270,10.740,10.800,10.050,592462.000
2026-01-22,10.750,10.370,10.760,10.350,512797.000
2026-01-23,10.370,10.450,10.530,10.230,500156.000
2026-01-26,10.340,9.890,10.420,9.850,494030.000
2026-01-27,9.830,10.070,10.120,9.500,438283.000
2026-01-28,10.040,9.980,10.220,9.940,270194.000
2026-01-29,9.940,9.620,10.010,9.620,328821.000
2026-01-30,9.550,9.490,9.690,9.260,324886.000
2026-02-02,9.400,9.340,9.570,9.310,200177.000
2026-02-03,9.440,9.610,9.610,9.380,203655.000
2026-02-04,9.550,9.570,9.650,9.420,189358.000
2026-02-05,9.480,9.390,9.490,9.290,172331.000
2026-02-06,9.270,9.430,9.570,9.220,178324.000
2026-02-09,9.580,9.630,9.830,9.540,221803.000
2026-02-10,9.610,9.590,9.700,9.590,134388.000
2026-02-11,9.560,9.670,9.730,9.540,162269.000
2026-02-12,9.630,9.660,9.760,9.550,169604.000
2026-02-13,9.630,9.510,9.690,9.500,188787.000
2026-02-24,9.580,9.890,9.940,9.580,349764.000
2026-02-25,9.890,10.060,10.070,9.810,295968.000
2026-02-26,10.070,11.070,11.070,10.000,1100878.000
2026-02-27,10.800,10.920,11.060,10.720,1056513.000
2026-03-02,10.820,10.630,10.910,10.520,490859.000
2026-03-03,10.620,9.880,10.710,9.870,486505.000
2026-03-04,9.620,10.330,10.670,9.620,589754.000
2026-03-05,10.500,10.300,10.570,10.240,439728.000
2026-03-06,10.220,10.230,10.440,10.070,261509.000
2026-03-09,9.980,10.230,10.410,9.390,592158.000
2026-03-10,10.190,10.500,10.580,10.190,520691.000
2026-03-11,10.420,10.790,10.980,10.110,670773.000
2026-03-12,10.620,10.410,10.740,10.340,439160.000
2026-03-13,10.380,10.100,10.450,10.100,311370.000
2026-03-16,10.090,10.230,10.280,9.900,247125.000
2026-03-17,10.370,9.270,10.400,9.200,659188.000
2026-03-18,9.270,9.380,9.470,9.200,259496.000
2026-03-19,9.220,8.850,9.250,8.800,371172.000
2026-03-20,8.970,8.550,8.970,8.540,246252.000
2026-03-23,8.370,8.010,8.440,7.890,289234.000
2026-03-24,8.200,8.300,8.310,8.000,221245.000
2026-03-25,8.300,8.520,8.640,8.300,218203.000
2026-03-26,8.520,8.270,8.550,8.220,219263.000
2026-03-27,8.120,8.450,8.510,8.090,179288.000
2026-03-30,8.320,8.960,9.260,8.280,429667.000
2026-03-31,8.900,8.580,8.920,8.570,300377.000
2026-04-01,8.820,8.880,8.920,8.660,238687.000
2026-04-02,8.820,8.530,8.950,8.450,286998.000
2026-04-03,8.540,8.320,8.600,8.290,155694.000
2026-04-07,8.380,8.450,8.510,8.340,138731.000
2026-04-08,8.660,8.890,8.900,8.640,257713.000
2026-04-09,8.800,8.770,8.870,8.710,165351.000
2026-04-10,8.850,8.800,8.970,8.800,167608.000
2026-04-13,8.730,9.350,9.420,8.670,414338.000
2026-04-14,9.230,9.140,9.340,9.050,444450.000
2026-04-15,9.150,9.410,9.520,9.100,472367.000
2026-04-16,9.320,9.300,9.400,9.160,381711.000
2026-04-17,9.280,9.250,9.400,9.230,245390.000
2026-04-20,9.260,9.240,9.320,9.170,230455.000
2026-04-21,9.210,9.230,9.310,9.180,180903.000
2026-04-22,9.250,9.360,9.400,9.220,265223.000
2026-04-23,9.370,9.120,9.410,9.100,236085.000
2026-04-24,9.070,9.120,9.190,9.050,159292.000
2026-04-27,9.070,9.180,9.210,8.630,288041.000
2026-04-28,9.100,8.820,9.140,8.780,199928.000
2026-04-29,8.760,9.020,9.090,8.700,171290.000
2026-04-30,9.010,8.800,9.070,8.800,168895.000
2026-05-06,8.860,9.020,9.100,8.860,199831.000
2026-05-07,9.030,9.130,9.200,9.020,178847.000
2026-05-08,9.080,9.170,9.200,9.040,187321.000
2026-05-11,9.350,9.460,9.620,9.350,334056.000
2026-05-12,9.450,9.360,9.550,9.280,213282.000
2026-05-13,9.280,9.420,9.490,9.230,212224.000
2026-05-14,9.460,8.980,9.480,8.980,268323.000
2026-05-15,8.970,8.770,9.100,8.680,228272.000
2026-05-18,8.720,8.890,8.940,8.620,158196.000
2026-05-19,8.920,9.290,9.300,8.770,323646.000
2026-05-20,9.190,9.600,9.690,9.140,519705.000
2026-05-21,9.730,9.410,9.860,9.270,611215.000
2026-05-22,9.490,9.940,9.980,9.490,780036.000
2026-05-25,9.940,9.950,10.300,9.820,767094.000
2026-05-26,9.820,9.970,10.060,9.680,490394.000
2026-05-27,9.950,9.850,10.120,9.720,543036.000
2026-05-28,9.920,10.840,10.840,9.890,1216163.000
2026-05-29,10.820,10.520,11.030,10.440,1132020.000
2026-06-01,10.300,10.220,10.760,10.210,617892.000
2026-06-02,10.350,10.870,10.880,9.990,792862.000
2026-06-03,10.770,11.110,11.780,10.700,1096333.000
2026-06-04,10.900,12.220,12.220,10.830,1503278.000
2026-06-05,11.850,12.070,12.600,11.450,1266093.000
2026-06-08,11.310,11.200,11.900,11.060,815551.000
2026-06-09,11.420,11.700,11.720,10.970,958815.000
2026-06-10,11.410,10.700,11.410,10.530,939274.000
2026-06-11,10.330,10.280,10.650,10.100,602970.000
2026-06-12,10.450,9.710,10.610,9.660,806035.000
2026-06-15,9.880,10.680,10.680,9.880,471995.000
2026-06-16,11.110,11.420,11.630,11.080,1020976.000
