start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-16,1561,10000000,16243198.711970342,0.6243198711970384,0.08145825022860853,0.21079402929472246,0.2441162607915331,-0.3466074621530474,-34.66074621530474,2020-01-02,2024-09-18,406,0.42610837438423643,1.161614011011627,268995.5452601157,-171938.6166523605,2718570.84,-1207081.34,7,22.450738916256157,532803.9204227498,1061439.8906069999,1069775791.084,1061439890.6069999
