code,date,direction,shares,price,commission,stamp_tax,pnl
002690.SZ,2021-02-05,sell,28400,45.724,324.64,1298.57,-31798.49
600025.SH,2021-02-05,sell,300700,4.555,342.46,1369.82,37685.44
002399.SZ,2021-02-05,sell,109300,18.482,505.01,2020.03,49229.61
300133.SZ,2021-02-08,buy,345300,6.927,597.97,0.0,0.0
300070.SZ,2021-02-08,buy,322900,7.407,597.96,0.0,0.0
600754.SH,2021-02-09,buy,42000,56.707,595.42,0.0,0.0
002317.SZ,2021-02-10,buy,282200,8.498,599.57,0.0,0.0
000883.SZ,2021-02-10,buy,669800,3.524,590.01,0.0,0.0
600754.SH,2021-03-08,sell,42000,45.554,478.32,1913.28,-470786.11
300133.SZ,2021-03-08,sell,345300,6.084,525.19,2100.77,-293717.32
300070.SZ,2021-03-08,sell,322900,7.892,637.09,2548.36,153324.18
002317.SZ,2021-03-08,sell,282200,8.531,601.89,2407.58,6294.66
000883.SZ,2021-03-08,sell,669800,3.776,632.33,2529.31,166096.82
002690.SZ,2021-03-17,buy,51300,44.895,575.78,0.0,0.0
300182.SZ,2021-03-17,buy,665200,3.463,575.97,0.0,0.0
002317.SZ,2021-03-18,buy,267800,8.579,574.34,0.0,0.0
300751.SZ,2021-03-18,buy,5300,431.841,572.19,0.0,0.0
300363.SZ,2021-03-18,buy,47900,47.748,571.78,0.0,0.0
002690.SZ,2021-04-15,sell,51300,43.437,557.07,2228.29,-77597.7
300182.SZ,2021-04-15,sell,665200,3.237,538.27,2153.09,-153492.21
002690.SZ,2021-04-15,buy,500,43.523,5.44,0.0,0.0
688561.SH,2021-04-15,buy,200,91.782,4.59,0.0,0.0
002317.SZ,2021-04-16,sell,267800,8.372,560.48,2241.92,-58223.61
300751.SZ,2021-04-16,sell,5300,568.511,753.28,3013.11,720582.02
300363.SZ,2021-04-16,sell,47900,53.167,636.67,2546.69,256390.57
002317.SZ,2021-04-16,buy,291400,8.388,611.09,0.0,0.0
300251.SZ,2021-04-16,buy,207100,11.802,611.04,0.0,0.0
300182.SZ,2021-04-16,buy,687900,3.554,611.12,0.0,0.0
002690.SZ,2021-05-18,sell,500,47.622,5.95,23.81,2019.66
688561.SH,2021-05-18,sell,200,91.009,4.55,18.2,-177.31
300624.SZ,2021-05-18,buy,54800,44.925,615.47,0.0,0.0
688599.SH,2021-05-18,buy,136400,17.397,593.25,0.0,0.0
002317.SZ,2021-05-19,sell,291400,8.741,636.8,2547.2,99642.32
300251.SZ,2021-05-19,sell,207100,12.238,633.61,2534.44,87119.27
300182.SZ,2021-05-19,sell,687900,3.387,582.41,2329.65,-117750.09
600323.SH,2021-05-19,buy,900,24.735,5.57,0.0,0.0
688536.SH,2021-05-20,buy,5800,413.443,599.49,0.0,0.0
300502.SZ,2021-05-20,buy,58500,41.632,608.86,0.0,0.0
300502.SZ,2021-06-09,sell,58500,33.167,485.06,1940.26,-497615.54
002396.SZ,2021-06-09,buy,119100,21.161,630.07,0.0,0.0
300624.SZ,2021-06-16,sell,54800,62.937,862.24,3448.95,982752.99
688599.SH,2021-06-16,sell,136400,19.97,680.98,2723.91,347501.85
002690.SZ,2021-06-16,buy,37400,51.982,486.03,0.0,0.0
600323.SH,2021-06-17,sell,900,21.858,4.92,19.67,-2613.52
300747.SZ,2021-06-17,buy,28300,98.298,695.46,0.0,0.0
688536.SH,2021-06-18,sell,5800,559.52,811.3,3245.22,843189.44
688599.SH,2021-06-18,buy,127900,22.142,707.99,0.0,0.0
688536.SH,2021-06-18,buy,5000,560.64,700.8,0.0,0.0
002396.SZ,2021-07-08,sell,119100,22.827,679.68,2718.71,195023.4
300502.SZ,2021-07-08,buy,33700,30.53,257.22,0.0,0.0
002690.SZ,2021-07-14,sell,37400,53.267,498.04,1992.17,45559.43
002690.SZ,2021-07-14,buy,50200,53.373,669.84,0.0,0.0
300747.SZ,2021-07-15,sell,28300,101.159,715.7,2862.79,77374.79
300119.SZ,2021-07-15,buy,64200,31.221,501.1,0.0,0.0
688599.SH,2021-07-16,sell,127900,36.294,1160.49,4641.96,1804180.79
688536.SH,2021-07-16,sell,5000,535.474,669.34,2677.37,-129177.16
002317.SZ,2021-07-16,buy,298100,9.54,710.93,0.0,0.0
600188.SH,2021-07-16,buy,158700,17.918,710.89,0.0,0.0
300119.SZ,2021-07-27,sell,64200,25.245,405.18,1620.71,-385714.62
600011.SH,2021-07-27,buy,783400,3.944,772.42,0.0,0.0
300502.SZ,2021-07-28,sell,33700,44.056,371.17,1484.68,453950.13
002690.SZ,2021-07-28,sell,50200,50.679,636.02,2544.1,-138421.43
002317.SZ,2021-07-28,sell,298100,8.561,638.04,2552.16,-294761.81
600188.SH,2021-07-28,sell,158700,18.312,726.52,2906.06,58858.72
600011.SH,2021-07-28,sell,783400,3.836,751.31,3005.25,-88191.41
002399.SZ,2021-07-30,buy,205600,15.115,776.92,0.0,0.0
688536.SH,2021-07-30,buy,4600,662.782,762.2,0.0,0.0
002567.SZ,2021-08-02,buy,501700,6.066,760.84,0.0,0.0
600233.SH,2021-08-02,buy,322400,9.439,760.82,0.0,0.0
300482.SZ,2021-08-02,buy,55700,54.554,759.67,0.0,0.0
688536.SH,2021-08-04,sell,4600,564.445,649.11,2596.45,-455596.36
002690.SZ,2021-08-04,buy,4400,52.963,58.26,0.0,0.0
002690.SZ,2021-08-17,sell,4400,42.967,47.26,189.05,-44218.37
600754.SH,2021-08-17,buy,54900,46.446,637.48,0.0,0.0
300482.SZ,2021-08-23,sell,55700,45.055,627.39,2509.56,-532264.67
000423.SZ,2021-08-23,buy,7100,32.683,58.01,0.0,0.0
002399.SZ,2021-08-27,sell,205600,15.594,801.55,3206.21,94534.27
300133.SZ,2021-08-27,buy,442000,5.576,616.1,0.0,0.0
002567.SZ,2021-08-30,sell,501700,5.724,717.97,2871.87,-175065.88
600233.SH,2021-08-30,sell,322400,9.64,777.01,3108.05,60891.55
600233.SH,2021-08-30,buy,299000,9.66,722.06,0.0,0.0
300253.SZ,2021-08-30,buy,203900,14.164,722.02,0.0,0.0
600754.SH,2021-09-14,sell,54900,44.456,610.15,2440.61,-112351.17
300363.SZ,2021-09-14,buy,32900,93.473,768.82,0.0,0.0
000423.SZ,2021-09-22,sell,7100,33.247,59.01,236.05,3709.83
002063.SZ,2021-09-22,buy,352900,7.798,687.96,0.0,0.0
300133.SZ,2021-09-27,sell,442000,5.794,640.26,2561.04,93433.16
600233.SH,2021-09-27,sell,299000,14.486,1082.79,4331.16,1437515.19
300253.SZ,2021-09-27,sell,203900,14.705,749.6,2998.41,106588.4
300363.SZ,2021-09-27,sell,32900,97.722,803.76,3215.06,135766.7
002063.SZ,2021-09-27,sell,352900,7.443,656.62,2626.48,-128647.29
002508.SZ,2021-09-28,buy,93300,34.334,800.85,0.0,0.0
002508.SZ,2021-09-29,sell,93300,33.097,771.98,3087.94,-119312.14
688561.SH,2021-10-18,buy,36800,86.246,793.46,0.0,0.0
300182.SZ,2021-10-19,buy,736400,4.354,801.64,0.0,0.0
300285.SZ,2021-10-20,buy,71100,44.925,798.54,0.0,0.0
002690.SZ,2021-10-22,buy,73100,43.293,791.18,0.0,0.0
002294.SZ,2021-10-25,buy,113900,27.027,769.59,0.0,0.0
688561.SH,2021-11-15,sell,36800,92.707,852.91,3411.62,233501.74
300624.SZ,2021-11-15,buy,1100,52.352,14.4,0.0,0.0
300182.SZ,2021-11-16,sell,736400,4.985,917.74,3670.96,459829.32
300133.SZ,2021-11-16,buy,560500,6.026,844.4,0.0,0.0
300285.SZ,2021-11-17,sell,71100,45.474,808.31,3233.24,35035.02
002063.SZ,2021-11-17,buy,443300,7.588,840.89,0.0,0.0
002690.SZ,2021-11-19,sell,73100,41.269,754.19,3016.74,-151766.26
688180.SH,2021-11-19,buy,60200,55.255,831.59,0.0,0.0
002294.SZ,2021-11-22,sell,113900,28.471,810.73,3242.9,160474.92
600188.SH,2021-11-22,buy,138200,23.043,796.14,0.0,0.0
300624.SZ,2021-12-03,sell,1100,42.757,11.76,47.03,-10613.4
601021.SH,2021-12-03,buy,57200,56.546,808.61,0.0,0.0
300133.SZ,2021-12-14,sell,560500,6.683,936.5,3746.0,363728.55
002294.SZ,2021-12-14,buy,3800,28.619,27.19,0.0,0.0
002063.SZ,2021-12-15,sell,443300,9.86,1092.75,4371.0,1001957.67
300119.SZ,2021-12-15,buy,154300,23.644,912.05,0.0,0.0
688180.SH,2021-12-17,sell,60200,60.1,904.5,3618.01,287124.82
600188.SH,2021-12-20,sell,138200,24.815,857.36,3429.46,240622.93
688009.SH,2021-12-20,buy,729100,4.975,906.81,0.0,0.0
002317.SZ,2021-12-20,buy,350400,10.35,906.69,0.0,0.0
601021.SH,2021-12-31,sell,57200,56.743,811.43,3245.71,7194.67
002690.SZ,2022-01-04,buy,101700,38.088,968.39,0.0,0.0
002294.SZ,2022-01-12,sell,3800,26.533,25.21,100.83,-8049.6
300285.SZ,2022-01-12,buy,83900,42.212,885.4,0.0,0.0
300119.SZ,2022-01-13,sell,154300,24.056,927.96,3711.83,58978.1
688180.SH,2022-01-13,buy,2500,66.466,41.54,0.0,0.0
688009.SH,2022-01-18,sell,729100,5.025,915.93,3663.71,31875.37
002317.SZ,2022-01-18,sell,350400,14.805,1296.93,5187.74,1554491.27
688561.SH,2022-01-18,buy,40500,89.69,908.11,0.0,0.0
600886.SH,2022-01-18,buy,355500,10.24,910.1,0.0,0.0
002690.SZ,2022-01-21,sell,101700,36.893,938.01,3752.03,-126219.5
300285.SZ,2022-01-21,sell,83900,41.079,861.63,3446.52,-99391.18
688561.SH,2022-01-21,sell,40500,88.681,897.9,3591.59,-45328.47
600886.SH,2022-01-21,sell,355500,10.17,903.84,3615.37,-29549.97
688180.SH,2022-01-24,sell,2500,74.555,46.6,186.39,19989.44
300119.SZ,2022-02-09,buy,179200,22.172,993.31,0.0,0.0
000883.SZ,2022-02-09,buy,830500,4.785,993.44,0.0,0.0
600886.SH,2022-02-09,buy,370600,10.721,993.27,0.0,0.0
002439.SZ,2022-02-09,buy,157200,25.265,992.92,0.0,0.0
002690.SZ,2022-02-10,buy,107200,36.186,969.79,0.0,0.0
300119.SZ,2022-02-14,sell,179200,21.538,964.92,3859.69,-118385.44
000883.SZ,2022-02-14,sell,830500,4.695,974.86,3899.45,-79187.45
600886.SH,2022-02-14,sell,370600,10.24,948.71,3794.85,-182987.34
002439.SZ,2022-02-14,sell,157200,24.565,965.42,3861.68,-114840.38
002690.SZ,2022-02-14,sell,107200,35.924,962.76,3851.06,-32912.01
002294.SZ,2022-02-15,buy,155300,24.895,966.54,0.0,0.0
688008.SH,2022-02-15,buy,50600,76.376,966.16,0.0,0.0
000513.SZ,2022-02-15,buy,101000,38.268,966.27,0.0,0.0
002063.SZ,2022-02-18,buy,458800,8.418,965.59,0.0,0.0
600498.SH,2022-02-18,buy,222600,17.137,953.68,0.0,0.0
002294.SZ,2022-03-08,sell,155300,22.807,885.49,3541.95,-328647.25
688008.SH,2022-03-08,sell,50600,73.027,923.79,3695.16,-174098.59
000513.SZ,2022-03-08,sell,101000,35.644,900.02,3600.08,-269515.01
002063.SZ,2022-03-08,sell,458800,8.092,928.14,3712.56,-154443.49
600498.SH,2022-03-08,sell,222600,15.984,889.51,3558.04,-261132.06
300624.SZ,2022-03-22,buy,87800,41.281,906.12,0.0,0.0
600323.SH,2022-03-22,buy,199100,18.218,906.81,0.0,0.0
688009.SH,2022-03-22,buy,798400,4.545,907.09,0.0,0.0
601021.SH,2022-03-22,buy,75000,48.328,906.16,0.0,0.0
300251.SZ,2022-03-22,buy,437600,8.178,894.69,0.0,0.0
300624.SZ,2022-03-25,sell,87800,40.569,890.5,3561.99,-66952.92
600323.SH,2022-03-25,sell,199100,17.772,884.61,3538.45,-93219.67
688009.SH,2022-03-25,sell,798400,4.436,885.34,3541.35,-91436.32
601021.SH,2022-03-25,sell,75000,45.624,855.46,3421.82,-207073.53
300251.SZ,2022-03-25,sell,437600,7.962,871.05,3484.18,-98938.09
300624.SZ,2022-03-28,buy,82800,42.432,878.35,0.0,0.0
002294.SZ,2022-03-29,buy,158800,22.262,883.81,0.0,0.0
300285.SZ,2022-03-29,buy,98600,35.836,883.35,0.0,0.0
600323.SH,2022-03-30,buy,191800,18.398,882.2,0.0,0.0
300133.SZ,2022-03-30,buy,665900,5.125,853.2,0.0,0.0
300624.SZ,2022-04-11,sell,82800,35.554,735.98,2943.91,-573176.63
002294.SZ,2022-04-11,sell,158800,21.159,840.01,3360.02,-179423.12
300285.SZ,2022-04-11,sell,98600,32.507,801.31,3205.24,-332180.87
600323.SH,2022-04-11,sell,191800,17.982,862.24,3448.95,-84172.87
300133.SZ,2022-04-11,sell,665900,4.755,791.63,3166.51,-250261.23
601021.SH,2022-04-12,buy,69000,46.797,807.24,0.0,0.0
601021.SH,2022-04-13,sell,69000,47.762,823.9,3295.59,62495.87
300251.SZ,2022-04-14,buy,409100,7.928,810.83,0.0,0.0
601021.SH,2022-04-14,buy,65400,49.549,810.13,0.0,0.0
300119.SZ,2022-04-18,buy,175200,18.358,804.1,0.0,0.0
300308.SZ,2022-04-18,buy,106900,30.07,803.62,0.0,0.0
300285.SZ,2022-04-18,buy,95900,33.513,803.49,0.0,0.0
300251.SZ,2022-04-20,sell,409100,7.992,817.38,3269.53,22128.22
601021.SH,2022-04-20,sell,65400,49.201,804.43,3217.73,-26830.41
300119.SZ,2022-04-20,sell,175200,18.611,815.18,3260.71,40254.97
300308.SZ,2022-04-20,sell,106900,29.9,799.08,3196.32,-22165.19
300285.SZ,2022-04-20,sell,95900,32.088,769.31,3077.23,-140561.57
300119.SZ,2022-05-10,buy,197900,16.256,804.28,0.0,0.0
002399.SZ,2022-05-10,buy,230300,13.964,803.97,0.0,0.0
300285.SZ,2022-05-10,buy,98100,32.783,804.0,0.0,0.0
002063.SZ,2022-05-10,buy,541900,5.936,804.17,0.0,0.0
600323.SH,2022-05-10,buy,167300,18.929,791.7,0.0,0.0
300119.SZ,2022-06-08,sell,197900,16.713,826.89,3307.56,86311.79
002399.SZ,2022-06-08,sell,230300,17.293,995.63,3982.51,761630.69
300285.SZ,2022-06-08,sell,98100,38.312,939.59,3758.37,537687.12
002063.SZ,2022-06-08,sell,541900,7.353,996.1,3984.4,762734.65
600323.SH,2022-06-08,sell,167300,20.28,848.2,3392.79,221746.17
601021.SH,2022-06-08,buy,600,48.799,7.32,0.0,0.0
300251.SZ,2022-06-08,buy,3700,8.659,8.01,0.0,0.0
300529.SZ,2022-06-08,buy,600,47.888,7.18,0.0,0.0
000423.SZ,2022-06-08,buy,900,32.663,7.35,0.0,0.0
688009.SH,2022-06-10,buy,776100,4.755,922.54,0.0,0.0
601021.SH,2022-07-06,sell,600,53.297,7.99,31.98,2658.77
300251.SZ,2022-07-06,sell,3700,8.731,8.08,32.31,228.27
300529.SZ,2022-07-06,sell,600,50.1,7.51,30.06,1289.63
000423.SZ,2022-07-06,sell,900,35.345,7.95,31.81,2374.03
600323.SH,2022-07-06,buy,174600,20.831,909.26,0.0,0.0
300747.SZ,2022-07-06,buy,89400,40.691,909.44,0.0,0.0
300661.SZ,2022-07-06,buy,19400,187.137,907.61,0.0,0.0
688009.SH,2022-07-08,sell,776100,4.406,854.79,3419.18,-275257.05
600498.SH,2022-07-08,buy,246300,14.545,895.58,0.0,0.0
002317.SZ,2022-07-08,buy,238800,15.005,895.8,0.0,0.0
300747.SZ,2022-07-18,sell,89400,27.223,608.43,2433.71,-1207072.4
300285.SZ,2022-07-18,buy,2600,33.033,21.47,0.0,0.0
600323.SH,2022-08-03,sell,174600,20.48,893.93,3575.72,-65808.38
300661.SZ,2022-08-03,sell,19400,169.83,823.68,3294.7,-339873.21
688536.SH,2022-08-03,buy,4500,522.001,587.25,0.0,0.0
600498.SH,2022-08-05,sell,246300,15.015,924.55,3698.19,111246.64
002317.SZ,2022-08-05,sell,238800,15.984,954.24,3816.98,229016.36
300747.SZ,2022-08-05,buy,106000,32.462,860.25,0.0,0.0
300624.SZ,2022-08-05,buy,106700,32.272,860.86,0.0,0.0
688561.SH,2022-08-05,buy,63000,54.615,860.18,0.0,0.0
300285.SZ,2022-08-15,sell,2600,34.965,22.73,90.91,4909.56
002690.SZ,2022-08-15,buy,146700,22.783,835.56,0.0,0.0
688536.SH,2022-08-31,sell,4500,489.51,550.7,2202.8,-148965.15
300747.SZ,2022-08-31,sell,106000,28.382,752.11,3008.45,-436329.6
300624.SZ,2022-08-31,sell,106700,29.371,783.46,3133.84,-313522.29
688561.SH,2022-08-31,sell,63000,49.72,783.09,3132.37,-312258.26
002690.SZ,2022-08-31,sell,146700,24.116,884.45,3537.8,191143.52
688561.SH,2022-09-05,buy,61800,51.391,794.0,0.0,0.0
300529.SZ,2022-09-05,buy,66500,47.748,793.81,0.0,0.0
600498.SH,2022-09-05,buy,212000,14.985,794.2,0.0,0.0
600015.SH,2022-09-05,buy,608000,5.225,794.23,0.0,0.0
300003.SZ,2022-09-05,buy,154600,20.23,781.9,0.0,0.0
688561.SH,2022-09-16,sell,61800,53.986,834.08,3336.33,156177.1
300529.SZ,2022-09-16,sell,66500,46.733,776.94,3107.76,-71347.62
600498.SH,2022-09-16,sell,212000,13.886,735.96,2943.85,-236640.26
600015.SH,2022-09-16,sell,608000,5.125,778.98,3115.92,-64907.7
300003.SZ,2022-09-16,sell,154600,19.92,769.91,3079.64,-51798.74
300119.SZ,2022-10-12,buy,155900,20.02,780.28,0.0,0.0
600498.SH,2022-10-12,buy,242300,12.883,780.38,0.0,0.0
002063.SZ,2022-10-12,buy,530500,5.886,780.61,0.0,0.0
688009.SH,2022-10-12,buy,728800,4.284,780.6,0.0,0.0
002396.SZ,2022-10-12,buy,165100,18.619,768.48,0.0,0.0
300119.SZ,2022-11-09,sell,155900,20.879,813.76,3255.05,129864.88
600498.SH,2022-11-09,sell,242300,13.756,833.28,3333.13,207448.71
002063.SZ,2022-11-09,sell,530500,7.473,991.04,3964.17,836757.31
688009.SH,2022-11-09,sell,728800,4.505,820.9,3283.6,157113.35
002396.SZ,2022-11-09,sell,165100,21.469,886.11,3544.45,466089.58
300119.SZ,2022-11-09,buy,1500,20.921,7.85,0.0,0.0
000786.SZ,2022-11-09,buy,1300,22.813,7.41,0.0,0.0
300070.SZ,2022-11-10,buy,680600,5.115,870.34,0.0,0.0
300133.SZ,2022-11-10,buy,751200,4.635,870.38,0.0,0.0
601933.SH,2022-11-10,buy,1100600,3.163,870.34,0.0,0.0
300119.SZ,2022-12-07,sell,1500,21.149,7.93,31.72,302.24
000786.SZ,2022-12-07,sell,1300,26.583,8.64,34.56,4858.58
002399.SZ,2022-12-07,buy,263000,14.034,922.74,0.0,0.0
300037.SZ,2022-12-07,buy,74600,43.173,805.18,0.0,0.0
300070.SZ,2022-12-08,sell,680600,5.005,851.6,3406.4,-79205.67
300133.SZ,2022-12-08,sell,751200,5.095,956.82,3827.29,340970.71
601933.SH,2022-12-08,sell,1100600,3.866,1063.77,4255.06,768369.95
300251.SZ,2022-12-08,buy,4000,8.649,8.65,0.0,0.0
000786.SZ,2022-12-09,buy,133800,27.558,921.8,0.0,0.0
688536.SH,2022-12-09,buy,10900,338.328,921.94,0.0,0.0
002399.SZ,2022-12-19,sell,263000,13.237,870.32,3481.27,-214033.59
300037.SZ,2022-12-19,sell,74600,41.379,771.71,3086.84,-137731.98
300251.SZ,2022-12-19,sell,4000,8.292,8.29,33.17,-1469.22
000786.SZ,2022-12-19,sell,133800,26.404,883.2,3532.8,-158815.85
688536.SH,2022-12-19,sell,10900,300.2,818.04,3272.17,-419690.76
600323.SH,2022-12-27,buy,193500,18.088,875.01,0.0,0.0
002063.SZ,2022-12-27,buy,480400,7.287,875.2,0.0,0.0
002736.SZ,2022-12-27,buy,395600,8.849,875.15,0.0,0.0
688009.SH,2022-12-27,buy,725600,4.825,875.22,0.0,0.0
002690.SZ,2022-12-28,buy,142400,23.984,853.83,0.0,0.0
600323.SH,2023-02-01,sell,193500,18.412,890.66,3562.64,58143.95
002063.SZ,2023-02-01,sell,480400,8.412,1010.23,4040.92,535062.57
002736.SZ,2023-02-01,sell,395600,9.67,956.39,3825.58,320195.51
688009.SH,2023-02-01,sell,725600,4.845,878.91,3515.64,10356.9
300119.SZ,2023-02-01,buy,3200,20.14,16.11,0.0,0.0
300624.SZ,2023-02-01,buy,1700,37.537,15.95,0.0,0.0
688009.SH,2023-02-01,buy,13300,4.855,16.14,0.0,0.0
002690.SZ,2023-02-02,sell,142400,27.383,974.82,3899.28,479090.81
002399.SZ,2023-02-02,buy,272600,13.874,945.5,0.0,0.0
688536.SH,2023-02-02,buy,12500,300.3,938.44,0.0,0.0
300119.SZ,2023-03-01,sell,3200,22.398,17.92,71.67,7134.28
300624.SZ,2023-03-01,sell,1700,49.86,21.19,84.76,20842.45
688009.SH,2023-03-01,sell,13300,5.335,17.74,70.95,6292.78
300119.SZ,2023-03-01,buy,164300,22.442,921.82,0.0,0.0
300133.SZ,2023-03-01,buy,658900,5.596,921.73,0.0,0.0
688561.SH,2023-03-01,buy,46900,78.478,920.16,0.0,0.0
002399.SZ,2023-03-02,sell,272600,13.806,940.89,3763.56,-23154.02
688536.SH,2023-03-02,sell,12500,256.873,802.73,3210.91,-546852.76
300285.SZ,2023-03-02,buy,10000,31.772,79.43,0.0,0.0
002063.SZ,2023-03-02,buy,35000,9.109,79.7,0.0,0.0
300119.SZ,2023-03-29,sell,164300,20.799,854.33,3417.31,-274255.96
300133.SZ,2023-03-29,sell,658900,7.173,1181.54,4726.17,1033329.13
688561.SH,2023-03-29,sell,46900,69.7,817.24,3268.94,-415782.35
601021.SH,2023-03-29,buy,62200,60.09,934.4,0.0,0.0
300285.SZ,2023-03-30,sell,10000,28.192,70.48,281.92,-36152.0
002063.SZ,2023-03-30,sell,35000,9.131,79.9,319.58,362.12
300119.SZ,2023-03-30,buy,173900,21.682,942.61,0.0,0.0
002508.SZ,2023-03-30,buy,127200,29.63,942.22,0.0,0.0
601933.SH,2023-03-30,buy,1131300,3.333,942.75,0.0,0.0
