date,open,close,high,low,change_pct,turnover_pct,amplitude_pct,ratio,vol_shou,amount_yuan,direction,price_position
2025-12-15,101.39,95.15,101.4,95.15,-10.0,5.13,5.91,0.513,208289.0,2009841386.0,下跌,4.399006230775298
2025-12-16,94.32,89.3,94.82,88.31,-6.15,5.02,6.84,0.8162601626016259,203781.0,1848441344.0,下跌,3.245524094960169
2025-12-16,94.32,89.3,94.82,88.31,-6.15,5.02,6.84,0.8162601626016259,203781.0,1848441344.0,下跌,3.245524094960169
2025-12-17,93.0,98.23,98.23,93.0,10.0,5.85,5.86,0.585,237790.0,2300456884.0,上涨,5.006309645871125
2025-12-17,93.0,98.23,98.23,93.0,10.0,5.85,5.86,0.585,237790.0,2300456884.0,上涨,5.006309645871125
2025-12-18,102.0,108.05,108.05,102.0,10.0,7.21,6.16,0.721,292925.0,3139669428.0,上涨,6.942582222572757
2025-12-18,102.0,108.05,108.05,102.0,10.0,7.21,6.16,0.721,292925.0,3139669428.0,上涨,6.942582222572757
2025-12-19,110.0,115.5,118.78,105.0,6.89,9.23,12.75,1.339622641509434,375168.0,4262515508.0,上涨,8.41154665194416
2025-12-19,110.0,115.5,118.78,105.0,6.89,9.23,12.75,1.339622641509434,375168.0,4262515508.0,上涨,8.41154665194416
2025-12-22,117.8,127.05,127.05,117.8,10.0,2.66,8.01,0.266,108061.0,1331941101.0,上涨,10.688934458553513
2025-12-22,117.8,127.05,127.05,117.8,10.0,2.66,8.01,0.266,108061.0,1331941101.0,上涨,10.688934458553513
2025-12-23,124.95,126.07,128.05,122.0,-0.77,6.58,4.76,8.545454545454545,267269.0,3346172489.0,下跌,10.495701553750294
2025-12-23,124.95,126.07,128.05,122.0,-0.77,6.58,4.76,8.545454545454545,267269.0,3346172489.0,下跌,10.495701553750294
2025-12-24,125.0,130.5,131.5,123.55,3.51,5.54,6.31,1.5783475783475784,225136.0,2895742744.0,上涨,11.36919315403423
2025-12-24,125.0,130.5,131.5,123.55,3.51,5.54,6.31,1.5783475783475784,225136.0,2895742744.0,上涨,11.36919315403423
2025-12-25,128.99,125.0,129.99,122.37,-4.21,4.99,5.84,1.185273159144893,202680.0,2529801643.0,下跌,10.284722769934538
2025-12-25,128.99,125.0,129.99,122.37,-4.21,4.99,5.84,1.185273159144893,202680.0,2529801643.0,下跌,10.284722769934538
2025-12-26,124.0,121.86,124.5,119.47,-2.51,3.95,4.02,1.5737051792828687,160494.0,1953629347.0,下跌,9.66558876883035
2025-12-26,124.0,121.86,124.5,119.47,-2.51,3.95,4.02,1.5737051792828687,160494.0,1953629347.0,下跌,9.66558876883035
2025-12-29,119.99,120.75,123.0,119.0,-0.91,2.78,3.28,3.0549450549450547,112830.0,1358176778.0,下跌,9.446722927675683
2025-12-29,119.99,120.75,123.0,119.0,-0.91,2.78,3.28,3.0549450549450547,112830.0,1358176778.0,下跌,9.446722927675683
2025-12-30,119.02,119.3,124.0,119.01,-1.2,3.17,4.13,2.6416666666666666,128938.0,1564255688.0,下跌,9.16081709914031
2025-12-30,119.02,119.3,124.0,119.01,-1.2,3.17,4.13,2.6416666666666666,128938.0,1564255688.0,下跌,9.16081709914031
2025-12-31,120.54,116.36,121.0,115.55,-2.46,3.28,4.57,1.3333333333333333,133298.0,1560707471.0,下跌,8.581118384730658
2025-12-31,120.54,116.36,121.0,115.55,-2.46,3.28,4.57,1.3333333333333333,133298.0,1560707471.0,下跌,8.581118384730658
2026-01-05,118.0,115.19,118.37,113.45,-1.01,2.62,4.23,2.594059405940594,106598.0,1230580885.0,下跌,8.35042195756763
2026-01-05,118.0,115.19,118.37,113.45,-1.01,2.62,4.23,2.594059405940594,106598.0,1230580885.0,下跌,8.35042195756763
2026-01-06,114.41,113.92,114.78,112.08,-1.1,2.69,2.34,2.4454545454545453,109499.0,1240513405.0,下跌,8.10000788705734
2026-01-06,114.41,113.92,114.78,112.08,-1.1,2.69,2.34,2.4454545454545453,109499.0,1240513405.0,下跌,8.10000788705734
2026-01-07,114.55,117.76,121.22,114.11,3.37,5.44,6.24,1.6142433234421365,220863.0,2593476107.0,上涨,8.857165391592398
2026-01-07,114.55,117.76,121.22,114.11,3.37,5.44,6.24,1.6142433234421365,220863.0,2593476107.0,上涨,8.857165391592398
2026-01-08,116.59,111.63,117.0,111.48,-5.21,3.97,4.69,0.761996161228407,161417.0,1822919080.0,下跌,7.64847385440492
2026-01-08,116.59,111.63,117.0,111.48,-5.21,3.97,4.69,0.761996161228407,161417.0,1822919080.0,下跌,7.64847385440492
2026-01-09,110.0,112.03,113.62,108.89,0.36,2.96,4.24,8.222222222222223,120112.0,1337314002.0,上涨,7.72734442779399
2026-01-09,110.0,112.03,113.62,108.89,0.36,2.96,4.24,8.222222222222223,120112.0,1337314002.0,上涨,7.72734442779399
2026-01-12,111.89,110.48,111.95,107.89,-1.38,2.83,3.62,2.0507246376811596,114878.0,1262364269.0,下跌,7.42172095591135
2026-01-12,111.89,110.48,111.95,107.89,-1.38,2.83,3.62,2.0507246376811596,114878.0,1262364269.0,下跌,7.42172095591135
2026-01-13,109.98,107.2,111.66,106.64,-2.97,2.73,4.54,0.9191919191919191,111091.0,1206961630.0,下跌,6.774982254120989
2026-01-13,109.98,107.2,111.66,106.64,-2.97,2.73,4.54,0.9191919191919191,111091.0,1206961630.0,下跌,6.774982254120989
2026-01-15,105.85,108.37,109.1,105.41,1.09,2.48,3.44,2.275229357798165,100897.0,1083633954.0,上涨,7.005678681284014
2026-01-15,105.85,108.37,109.1,105.41,1.09,2.48,3.44,2.275229357798165,100897.0,1083633954.0,上涨,7.005678681284014
2026-01-16,111.1,114.4,116.86,111.1,5.56,5.32,5.32,0.9568345323741009,216227.0,2481447953.0,上涨,8.194652575124223
2026-01-16,111.1,114.4,116.86,111.1,5.56,5.32,5.32,0.9568345323741009,216227.0,2481447953.0,上涨,8.194652575124223
2026-01-19,124.79,117.83,125.5,116.95,3.0,5.76,7.47,1.92,234184.0,2834265805.0,上涨,8.870967741935482
2026-01-19,124.79,117.83,125.5,116.95,3.0,5.76,7.47,1.92,234184.0,2834265805.0,上涨,8.870967741935482
2026-01-20,118.0,118.4,122.23,112.56,0.48,4.46,8.21,9.291666666666666,181366.0,2133054580.0,上涨,8.983358309014907
2026-01-20,118.0,118.4,122.23,112.56,0.48,4.46,8.21,9.291666666666666,181366.0,2133054580.0,上涨,8.983358309014907
2026-01-21,115.08,114.17,121.8,113.0,-3.57,4.35,7.43,1.218487394957983,176916.0,2068666348.0,下跌,8.149301995425507
2026-01-21,115.08,114.17,121.8,113.0,-3.57,4.35,7.43,1.218487394957983,176916.0,2068666348.0,下跌,8.149301995425507
2026-01-22,113.97,110.13,114.85,109.18,-3.54,2.99,4.97,0.844632768361582,121304.0,1342166121.0,下跌,7.3527092041959135
2026-01-22,113.97,110.13,114.85,109.18,-3.54,2.99,4.97,0.844632768361582,121304.0,1342166121.0,下跌,7.3527092041959135
2026-01-23,112.45,112.58,118.28,112.0,2.22,4.32,5.7,1.9459459459459458,175705.0,2019556590.0,上涨,7.835791466203959
2026-01-23,112.45,112.58,118.28,112.0,2.22,4.32,5.7,1.9459459459459458,175705.0,2019556590.0,上涨,7.835791466203959
2026-01-26,113.82,123.84,123.84,112.58,10.0,3.54,10.0,0.354,143807.0,1749332916.0,上涨,10.05599810710624
2026-01-26,113.82,123.84,123.84,112.58,10.0,3.54,10.0,0.354,143807.0,1749332916.0,上涨,10.05599810710624
2026-01-27,123.0,126.6,128.0,115.6,2.23,6.29,10.01,2.820627802690583,255686.0,3127450030.0,上涨,10.60020506349081
2026-01-27,123.0,126.6,128.0,115.6,2.23,6.29,10.01,2.820627802690583,255686.0,3127450030.0,上涨,10.60020506349081
2026-01-28,139.26,135.3,139.26,128.2,6.87,7.23,8.74,1.052401746724891,293722.0,3955003501.0,上涨,12.315640034703055
2026-01-28,139.26,135.3,139.26,128.2,6.87,7.23,8.74,1.052401746724891,293722.0,3955003501.0,上涨,12.315640034703055
2026-01-29,132.04,135.56,136.0,129.0,0.19,5.22,5.17,27.473684210526315,211978.0,2813350060.0,上涨,12.366905907405949
2026-01-29,132.04,135.56,136.0,129.0,0.19,5.22,5.17,27.473684210526315,211978.0,2813350060.0,上涨,12.366905907405949
2026-01-30,132.99,149.12,149.12,131.67,10.0,5.44,12.87,0.544,220993.0,3157220794.0,上涨,15.04061834529537
2026-01-30,132.99,149.12,149.12,131.67,10.0,5.44,12.87,0.544,220993.0,3157220794.0,上涨,15.04061834529537
2026-02-02,151.0,158.99,164.03,151.0,6.62,7.03,8.74,1.0619335347432024,285672.0,4531123094.0,上涨,16.98674974367064
2026-02-02,151.0,158.99,164.03,151.0,6.62,7.03,8.74,1.0619335347432024,285672.0,4531123094.0,上涨,16.98674974367064
2026-02-03,160.0,165.22,168.5,156.0,3.92,5.39,7.86,1.375,219023.0,3543742533.0,上涨,18.21515892420538
2026-02-03,160.0,165.22,168.5,156.0,3.92,5.39,7.86,1.375,219023.0,3543742533.0,上涨,18.21515892420538
2026-02-04,163.19,173.51,175.36,162.74,5.02,5.08,7.64,1.0119521912350598,206471.0,3520243632.0,上涨,19.849751557693825
2026-02-04,163.19,173.51,175.36,162.74,5.02,5.08,7.64,1.0119521912350598,206471.0,3520243632.0,上涨,19.849751557693825
2026-02-05,164.83,161.76,169.2,157.0,-6.77,4.09,7.03,0.6041358936484491,166028.0,2694834854.0,下跌,17.532928464389936
2026-02-05,164.83,161.76,169.2,157.0,-6.77,4.09,7.03,0.6041358936484491,166028.0,2694834854.0,下跌,17.532928464389936
2026-02-06,160.65,174.77,177.94,160.65,8.04,5.22,10.69,0.6492537313432836,212139.0,3702162143.0,上涨,20.098193863869394
2026-02-06,160.65,174.77,177.94,160.65,8.04,5.22,10.69,0.6492537313432836,212139.0,3702162143.0,上涨,20.098193863869394
2026-02-09,181.3,192.25,192.25,171.23,10.0,4.79,12.03,0.479,194696.0,3589992340.0,上涨,23.544837920971688
2026-02-09,181.3,192.25,192.25,171.23,10.0,4.79,12.03,0.479,194696.0,3589992340.0,上涨,23.544837920971688
2026-02-10,198.37,211.48,211.48,198.37,10.0,3.83,6.82,0.383,155659.0,3239913113.0,上涨,27.336540736651155
2026-02-10,198.37,211.48,211.48,198.37,10.0,3.83,6.82,0.383,155659.0,3239913113.0,上涨,27.336540736651155
2026-02-11,208.08,218.26,225.87,208.08,3.21,5.01,8.41,1.5607476635514017,203428.0,4459299037.0,上涨,28.673396955595866
2026-02-11,208.08,218.26,225.87,208.08,3.21,5.01,8.41,1.5607476635514017,203428.0,4459299037.0,上涨,28.673396955595866
2026-02-12,221.0,227.0,229.77,210.15,4.0,4.17,8.99,1.0425,169565.0,3773093912.0,上涨,30.396718984147014
2026-02-12,221.0,227.0,229.77,210.15,4.0,4.17,8.99,1.0425,169565.0,3773093912.0,上涨,30.396718984147014
2026-02-13,225.0,213.39,226.99,211.2,-6.0,3.95,6.96,0.6583333333333333,160419.0,3461357082.0,下跌,27.71314772458396
2026-02-13,225.0,213.39,226.99,211.2,-6.0,3.95,6.96,0.6583333333333333,160419.0,3461357082.0,下跌,27.71314772458396
2026-02-24,228.0,234.73,234.73,221.03,10.0,2.93,6.42,0.29300000000000004,119239.0,2735330606.0,上涨,31.92089281489076
2026-02-24,228.0,234.73,234.73,221.03,10.0,2.93,6.42,0.29300000000000004,119239.0,2735330606.0,上涨,31.92089281489076
2026-02-25,240.0,228.55,244.88,218.51,-2.63,5.01,11.23,1.9049429657794676,203469.0,4640757119.0,下跌,30.70234245602966
2026-02-25,240.0,228.55,244.88,218.51,-2.63,5.01,11.23,1.9049429657794676,203469.0,4640757119.0,下跌,30.70234245602966
2026-02-26,233.0,236.2,248.88,233.0,3.35,5.32,6.95,1.5880597014925373,216253.0,5192177527.0,上涨,32.21074217209559
2026-02-26,233.0,236.2,248.88,233.0,3.35,5.32,6.95,1.5880597014925373,216253.0,5192177527.0,上涨,32.21074217209559
