A股全量股票涨跌幅排行榜
基准日期: 2026-06-25  截止日期: 2026-07-14  生成时间: 2026-07-14 09:14:06
有效股票数: 5,194  上涨: 1,402  下跌: 3,769  中位数: -5.77%  平均: -6.45%
最大涨幅: +127.43%  最大跌幅: -54.61%

+-------+---------+-------------+---------------+-----------+-----------+-----------+-----------+---------+---------+-------+-------+------+---------+
|  排名  |   代码   |     名称     |      行业      |   总市值   |  基准日价  |   当前价   |   涨跌幅   |  前导天  |  天数比  |  风险  |  机会  | 象限  |    PE    |
|   4684 |  600508  | 上海能源     | 未知           |       83亿 |       7.70 |       8.23 |     +6.88% |        2 |     0.2x |     22 |     26 |   W   |     43.9 |
|   4685 |  002907  | 华森制药     | 未知           |       49亿 |      13.56 |      14.50 |     +6.93% |        5 |     0.4x |     22 |     27 |   W   |    105.3 |
|   4686 |  688111  | 金山办公     | 未知           |     1051亿 |     211.85 |     226.55 |     +6.94% |       13 |     1.1x |     36 |     46 |   W   |     29.0 |
|   4687 |  000951  | 中国重汽     | 未知           |      240亿 |      19.17 |      20.50 |     +6.95% |        2 |     0.2x |     22 |     24 |   W   |     13.2 |
|   4688 |  301421  | 波长光电     | 未知           |       43亿 |      87.60 |      93.70 |     +6.96% |        4 |     0.3x |     22 |     28 |   W   |    305.8 |
|   4689 |  601918  | 新集能源     | 未知           |      242亿 |       8.75 |       9.36 |     +6.97% |        6 |     0.5x |     22 |     30 |   W   |     11.3 |
|   4690 |  601965  | 中国汽研     | 未知           |      126亿 |      11.77 |      12.59 |     +6.97% |        5 |     0.4x |     22 |     31 |   W   |     12.0 |
|   4691 |  605499  | 东鹏饮料     | 未知           |      815亿 |     112.73 |     120.60 |     +6.98% |        5 |     0.4x |     22 |     28 |   W   |     18.9 |
|   4692 |  002563  | 森马服饰     | 未知           |      122亿 |       5.15 |       5.51 |     +6.99% |        9 |     0.8x |     28 |     41 |   W   |     15.0 |
|   4693 |  601038  | 一拖股份     | 未知           |       84亿 |      10.73 |      11.48 |     +6.99% |        6 |     0.5x |     22 |     36 |   W   |     15.3 |
|   4694 |  000632  | ST三木       | 未知           |       15亿 |       3.00 |       3.21 |     +7.00% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   4695 |  603676  | 卫信康       | 未知           |       39亿 |       8.27 |       8.85 |     +7.00% |       15 |     1.2x |     36 |     41 |   W   |     17.8 |
|   4696 |  002458  | 益生股份     | 未知           |       83亿 |       7.99 |       8.55 |     +7.01% |       27 |     2.2x |     44 |     25 |   W   |     43.4 |
|   4697 |  600256  | 广汇能源     | 未知           |      332亿 |       4.85 |       5.19 |     +7.01% |        3 |     0.2x |     22 |     20 |   W   |     37.3 |
|   4698 |  002966  | 苏州银行     | 未知           |      342亿 |       7.26 |       7.77 |     +7.02% |        5 |     0.4x |     22 |     30 |   W   |      6.3 |
|   4699 |  605228  | 神通科技     | 未知           |       66亿 |      12.96 |      13.88 |     +7.10% |       23 |     1.9x |     36 |     30 |   W   |     39.0 |
|   4700 |  603049  | 中策橡胶     | 未知           |      241亿 |      44.58 |      47.75 |     +7.11% |       43 |     3.6x |     44 |     26 |   W   |      9.9 |
|   4701 |  601899  | 紫金矿业     | 未知           |     5637亿 |      25.54 |      27.36 |     +7.13% |        3 |     0.2x |     22 |     24 |   W   |     11.8 |
|   4702 |  600737  | 中粮糖业     | 未知           |      250亿 |      10.90 |      11.68 |     +7.16% |        3 |     0.2x |     22 |     24 |   W   |     25.2 |
|   4703 |  603825  | ST华扬       | 未知           |       17亿 |       6.28 |       6.73 |     +7.17% |        2 |     0.2x |     28 |     24 |   W   |     亏损 |
|   4704 |  002791  | 坚朗五金     | 未知           |       31亿 |      13.49 |      14.46 |     +7.19% |       10 |     0.8x |     28 |     46 |   W   |     亏损 |
|   4705 |  600028  | 中国石化     | 未知           |     4624亿 |       4.55 |       4.88 |     +7.25% |       24 |     2.0x |     36 |     36 |   W   |     16.6 |
|   4706 |  600196  | 复星医药     | 未知           |      504亿 |      22.18 |      23.79 |     +7.26% |       25 |     2.1x |     44 |     22 |   W   |     18.3 |
|   4707 |  300138  | 晨光生物     | 未知           |       39亿 |       9.22 |       9.89 |     +7.27% |        7 |     0.6x |     28 |     36 |   W   |     13.4 |
|   4708 |  600461  | 洪城环境     | 未知           |      119亿 |       8.62 |       9.25 |     +7.27% |       15 |     1.2x |     36 |     47 |   W   |     10.1 |
|   4709 |  603567  | 珍宝岛       | 未知           |       46亿 |       4.54 |       4.87 |     +7.27% |        3 |     0.2x |     22 |     20 |   W   |     亏损 |
|   4710 |  000998  | 隆平高科     | 未知           |      105亿 |       7.42 |       7.96 |     +7.28% |        4 |     0.3x |     22 |     31 |   W   |    315.4 |
|   4711 |  300385  | ST雪浪       | 未知           |       32亿 |      10.19 |      10.94 |     +7.36% |        1 |     0.1x |     22 |     29 |   W   |     亏损 |
|   4712 |  688235  | 百济神州     | 未知           |      300亿 |     242.71 |     260.60 |     +7.37% |        4 |     0.3x |     22 |     22 |   W   |    127.0 |
|   4713 |  300357  | 我武生物     | 未知           |      115亿 |      22.07 |      23.70 |     +7.39% |       28 |     2.3x |     44 |     25 |   W   |     29.1 |
|   4714 |  001208  | 华菱线缆     | 未知           |       49亿 |      14.19 |      15.24 |     +7.40% |        4 |     0.3x |     22 |     30 |   W   |     89.7 |
|   4715 |  301328  | 维峰电子     | 未知           |       78亿 |      63.31 |      68.00 |     +7.41% |        7 |     0.6x |     28 |     40 |   W   |    117.8 |
|   4716 |  600073  | 光明肉业     | 未知           |       47亿 |       4.71 |       5.06 |     +7.43% |       13 |     1.1x |     36 |     41 |   W   |     亏损 |
|   4717 |  002739  | 儒意电影     | 未知           |      197亿 |       8.74 |       9.39 |     +7.44% |        3 |     0.2x |     26 |     25 |   W   |     亏损 |
|   4718 |  002889  | 东方嘉盛     | 未知           |       28亿 |      10.41 |      11.19 |     +7.49% |        6 |     0.5x |     22 |     30 |   W   |     43.1 |
|   4719 |  600127  | 金健米业     | 未知           |       36亿 |       5.20 |       5.59 |     +7.50% |        6 |     0.5x |     22 |     36 |   W   |     亏损 |
|   4720 |  300311  | ST任子行     | 未知           |       28亿 |       4.93 |       5.30 |     +7.51% |       15 |     1.2x |     40 |     47 |   W   |    102.0 |
|   4721 |  600233  | 圆通速递     | 未知           |      572亿 |      15.55 |      16.72 |     +7.52% |        7 |     0.6x |     28 |     36 |   W   |     11.8 |
|   4722 |  601089  | 福元医药     | 未知           |       83亿 |      16.10 |      17.31 |     +7.52% |       16 |     1.3x |     36 |     41 |   W   |     19.1 |
|   4723 |  688106  | 金宏气体     | 未知           |      201亿 |      34.86 |      37.48 |     +7.52% |        4 |     0.3x |     22 |     25 |   W   |    216.2 |
|   4724 |  688200  | 华峰测控     | 未知           |      981亿 |     454.74 |     489.00 |     +7.53% |        3 |     0.2x |     22 |     23 |   W   |    172.6 |
|   4725 |  000999  | 华润三九     | 未知           |      407亿 |      22.77 |      24.49 |     +7.55% |        8 |     0.7x |     28 |     42 |   W   |     12.6 |
|   4726 |  300259  | 新天科技     | 未知           |       66亿 |       5.28 |       5.68 |     +7.58% |        6 |     0.5x |     26 |     34 |   W   |     27.0 |
|   4727 |  002403  | 爱仕达       | 未知           |       28亿 |       8.69 |       9.35 |     +7.59% |        4 |     0.3x |     22 |     34 |   W   |     亏损 |
|   4728 |  600886  | 国投电力     | 未知           |     1042亿 |      12.99 |      13.98 |     +7.62% |       15 |     1.2x |     36 |     47 |   W   |     15.1 |
|   4729 |  688577  | 浙海德曼     | 未知           |       74亿 |      44.34 |      47.73 |     +7.65% |        3 |     0.2x |     22 |     24 |   W   |    115.4 |
|   4730 |  002472  | 双环传动     | 未知           |      315亿 |      39.14 |      42.14 |     +7.66% |        4 |     0.3x |     22 |     31 |   W   |     28.2 |
|   4731 |  688126  | 沪硅产业     | 未知           |     1019亿 |      33.31 |      35.86 |     +7.66% |        8 |     0.7x |     31 |     42 |   W   |     亏损 |
|   4732 |  600060  | 海信视像     | 未知           |      354亿 |      25.28 |      27.22 |     +7.67% |        8 |     0.7x |     31 |     36 |   W   |     14.3 |
|   4733 |  600187  | *ST国中      | 未知           |       23亿 |       1.30 |       1.40 |     +7.69% |        2 |     0.2x |     22 |     28 |   W   |     亏损 |
|   4734 |  000848  | 承德露露     | 未知           |       82亿 |       7.51 |       8.09 |     +7.72% |       16 |     1.3x |     36 |     41 |   W   |     12.5 |
|   4735 |  002185  | 华天科技     | 未知           |      802亿 |      22.40 |      24.13 |     +7.72% |        2 |     0.2x |     22 |     20 |   W   |     98.3 |
|   4736 |  600351  | 亚宝药业     | 未知           |       44亿 |       5.94 |       6.40 |     +7.74% |       26 |     2.2x |     44 |     28 |   W   |     13.9 |
|   4737 |  603339  | 四方科技     | 未知           |       49亿 |      14.83 |      15.98 |     +7.75% |        4 |     0.3x |     22 |     25 |   W   |     33.5 |
|   4738 |  300142  | 沃森生物     | 未知           |      208亿 |      12.25 |      13.20 |     +7.76% |        9 |     0.8x |     28 |     44 |   W   |     73.9 |
|   4739 |  688321  | 微芯生物     | 未知           |      111亿 |      25.23 |      27.20 |     +7.81% |       19 |     1.6x |     36 |     30 |   W   |    122.5 |
|   4740 |  002774  | 快意电梯     | 未知           |       43亿 |      14.15 |      15.26 |     +7.84% |        3 |     0.2x |     22 |     20 |   W   |     87.8 |
|   4741 |  600080  | ST金花       | 未知           |       18亿 |       4.46 |       4.81 |     +7.85% |        6 |     0.5x |     22 |     30 |   W   |     98.3 |
|   4742 |  600136  | ST明诚       | 未知           |       27亿 |       1.27 |       1.37 |     +7.87% |        2 |     0.2x |     28 |     24 |   W   |     亏损 |
|   4743 |  002287  | 奇正藏药     | 未知           |      118亿 |      19.21 |      20.73 |     +7.91% |       17 |     1.4x |     36 |     47 |   W   |     17.8 |
|   4744 |  600120  | 浙江东方     | 未知           |      168亿 |       4.55 |       4.91 |     +7.91% |       21 |     1.8x |     36 |     32 |   W   |     18.1 |
|   4745 |  603956  | 威派格       | 未知           |       33亿 |       5.30 |       5.72 |     +7.92% |        1 |     0.1x |     22 |     20 |   W   |     亏损 |
|   4746 |  300027  | ST华谊       | 未知           |       42亿 |       1.51 |       1.63 |     +7.95% |        2 |     0.2x |     22 |     30 |   W   |     亏损 |
|   4747 |  000526  | 学大教育     | 未知           |       33亿 |      25.40 |      27.43 |     +7.99% |       15 |     1.2x |     36 |     47 |   W   |     15.8 |
|   4748 |  002843  | 泰嘉股份     | 未知           |       55亿 |      20.41 |      22.04 |     +7.99% |        4 |     0.3x |     22 |     25 |   W   |     亏损 |
|   4749 |  002323  | *ST雅博      | 未知           |       29亿 |       1.25 |       1.35 |     +8.00% |        5 |     0.4x |     28 |     32 |   W   |     亏损 |
|   4750 |  000620  | 盈新发展     | 未知           |      157亿 |       3.11 |       3.36 |     +8.04% |       15 |     1.2x |     42 |     39 |   W   |     亏损 |
|   4751 |  600332  | 白云山       | 未知           |      308亿 |      20.27 |      21.90 |     +8.04% |       30 |     2.5x |     48 |     29 |   W   |     12.1 |
|   4752 |  688612  | 威迈斯       | 未知           |       78亿 |      28.67 |      30.98 |     +8.06% |        4 |     0.3x |     28 |     29 |   W   |     22.1 |
|   4753 |  688302  | 海创药业     | 未知           |       37亿 |      34.88 |      37.70 |     +8.08% |       15 |     1.2x |     42 |     39 |   W   |     亏损 |
|   4754 |  000059  | 华锦股份     | 未知           |       68亿 |       3.95 |       4.27 |     +8.10% |        6 |     0.5x |     30 |     28 |   W   |     亏损 |
|   4755 |  002603  | 以岭药业     | 未知           |      227亿 |      15.23 |      16.47 |     +8.14% |       30 |     2.5x |     48 |     25 |   W   |     20.1 |
|   4756 |  003001  | 中岩大地     | 未知           |       17亿 |      13.62 |      14.73 |     +8.15% |        6 |     0.5x |     30 |     30 |   W   |    255.3 |
|   4757 |  000975  | 山金国际     | 未知           |      493亿 |      18.04 |      19.52 |     +8.20% |        3 |     0.2x |     28 |     18 |   W   |     14.7 |
|   4758 |  600066  | 宇通客车     | 未知           |      637亿 |      26.57 |      28.75 |     +8.20% |        9 |     0.8x |     33 |     39 |   W   |     11.7 |
|   4759 |  301367  | 瑞迈特       | 未知           |       43亿 |      40.19 |      43.50 |     +8.24% |       13 |     1.1x |     42 |     41 |   W   |     28.4 |
|   4760 |  600812  | 华北制药     | 未知           |       81亿 |       4.36 |       4.72 |     +8.26% |       25 |     2.1x |     48 |     26 |   W   |     50.3 |
|   4761 |  688265  | 南模生物     | 未知           |       27亿 |      32.26 |      34.93 |     +8.29% |       17 |     1.4x |     42 |     39 |   W   |     82.3 |
|   4762 |  002219  | 新里程       | 未知           |       64亿 |       1.80 |       1.95 |     +8.33% |        8 |     0.7x |     33 |     36 |   W   |    261.4 |
|   4763 |  301225  | 恒勃股份     | 未知           |       27亿 |      55.95 |      60.61 |     +8.33% |        3 |     0.2x |     28 |     28 |   W   |     67.2 |
|   4764 |  688279  | 峰岹科技     | 未知           |      212亿 |     208.92 |     226.33 |     +8.33% |       19 |     1.6x |     42 |     28 |   W   |    101.5 |
|   4765 |  688046  | 药康生物     | 未知           |      100亿 |      22.41 |      24.28 |     +8.34% |        2 |     0.2x |     30 |     15 |   W   |     62.3 |
|   4766 |  301263  | 泰恩康       | 未知           |       73亿 |      18.40 |      19.94 |     +8.37% |        4 |     0.3x |     28 |     26 |   W   |    396.6 |
|   4767 |  600900  | 长江电力     | 未知           |     6954亿 |      26.22 |      28.42 |     +8.39% |      221 |    18.4x |     56 |     23 |   R   |     19.3 |
|   4768 |  601827  | 三峰环境     | 未知           |      132亿 |       7.27 |       7.88 |     +8.39% |       15 |     1.2x |     42 |     44 |   W   |     10.5 |
|   4769 |  600405  | 动力源       | 未知           |       29亿 |       4.40 |       4.77 |     +8.41% |        3 |     0.4x |     28 |     26 |   W   |     亏损 |
