start_date,end_date,total_days,initial_value,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,dd_start,dd_end,alpha,beta,information_ratio,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss
2020-01-02,2026-06-16,1561,10000000.0,8648319.54738,-0.135168045262,-0.023170931379699056,0.06022697541253332,-0.8828424641200578,-0.17321339368151592,-17.32133936815159,2020-08-31,2021-01-13,-0.11150006335836926,0.04471595561538103,-0.5369720560191354,33,0.3333333333333333,0.47714209354329606,110761.88159090905,-116068.02574090907,335363.2237000001,-230008.945
