code,date,direction,shares,price,commission,stamp_tax,pnl
300482.SZ,2021-07-19,sell,36000,56.603,509.43,2037.72,-490229.79
600754.SH,2021-07-19,buy,47600,54.785,651.94,0.0,0.0
002690.SZ,2021-07-28,sell,2500,50.679,31.67,126.7,-6893.5
300119.SZ,2021-07-28,sell,70500,24.545,432.61,1730.45,-472804.15
002317.SZ,2021-07-28,sell,260000,8.561,556.49,2225.97,-257088.46
600188.SH,2021-07-28,sell,138400,18.312,633.58,2534.34,51329.85
600754.SH,2021-07-28,sell,47600,44.056,524.27,2097.06,-513313.63
300308.SZ,2021-07-29,buy,58700,40.901,600.22,0.0,0.0
002399.SZ,2021-07-30,buy,160400,15.115,606.12,0.0,0.0
688536.SH,2021-07-30,buy,3600,662.782,596.5,0.0,0.0
002567.SZ,2021-08-02,buy,394000,6.066,597.51,0.0,0.0
600233.SH,2021-08-02,buy,252200,9.439,595.16,0.0,0.0
300308.SZ,2021-08-26,sell,58700,36.843,540.67,2162.69,-240892.7
002317.SZ,2021-08-26,buy,2600,9.019,5.86,0.0,0.0
002399.SZ,2021-08-27,sell,160400,15.594,625.34,2501.34,73751.44
688536.SH,2021-08-27,sell,3600,571.578,514.42,2057.68,-330907.47
300133.SZ,2021-08-27,buy,380200,5.576,529.96,0.0,0.0
600188.SH,2021-08-27,buy,99100,21.391,529.97,0.0,0.0
002567.SZ,2021-08-30,sell,394000,5.724,563.84,2255.36,-137484.46
600233.SH,2021-08-30,sell,252200,9.64,607.82,2431.3,47632.9
600233.SH,2021-08-30,buy,240300,9.66,580.3,0.0,0.0
300253.SZ,2021-08-30,buy,163900,14.164,580.38,0.0,0.0
002317.SZ,2021-09-27,sell,2600,9.93,6.45,25.82,2336.46
300133.SZ,2021-09-27,sell,380200,5.794,550.74,2202.95,80369.43
600188.SH,2021-09-27,sell,99100,29.461,729.88,2919.54,796002.35
600233.SH,2021-09-27,sell,240300,14.486,870.22,3480.87,1155300.67
300253.SZ,2021-09-27,sell,163900,14.705,602.55,2410.2,85678.46
002508.SZ,2021-09-28,buy,78900,34.334,677.24,0.0,0.0
600886.SH,2021-09-28,buy,220200,12.302,677.24,0.0,0.0
300502.SZ,2021-09-28,buy,79900,33.884,676.83,0.0,0.0
002508.SZ,2021-09-29,sell,78900,33.097,652.84,2611.34,-100897.41
600886.SH,2021-09-29,sell,220200,12.218,672.59,2690.35,-21974.25
300502.SZ,2021-09-29,sell,79900,32.967,658.52,2634.06,-76548.89
688561.SH,2021-10-18,buy,30900,86.246,666.25,0.0,0.0
300182.SZ,2021-10-19,buy,618400,4.354,673.18,0.0,0.0
300747.SZ,2021-10-19,buy,44500,60.41,672.07,0.0,0.0
300285.SZ,2021-10-20,buy,59700,44.925,670.5,0.0,0.0
002690.SZ,2021-10-22,buy,59000,43.293,638.58,0.0,0.0
688561.SH,2021-11-15,sell,30900,92.707,716.16,2864.65,196065.32
300624.SZ,2021-11-15,buy,900,52.352,11.78,0.0,0.0
300182.SZ,2021-11-16,sell,618400,4.985,770.68,3082.73,386146.73
300747.SZ,2021-11-16,sell,44500,58.491,650.72,2602.87,-88644.64
300133.SZ,2021-11-16,buy,459100,6.026,691.64,0.0,0.0
002317.SZ,2021-11-16,buy,295900,9.349,691.62,0.0,0.0
300285.SZ,2021-11-17,sell,59700,45.474,678.71,2714.83,29417.59
002063.SZ,2021-11-17,buy,362900,7.588,688.38,0.0,0.0
002690.SZ,2021-11-19,sell,59000,41.269,608.71,2434.85,-122492.61
688180.SH,2021-11-19,buy,49300,55.255,681.02,0.0,0.0
300624.SZ,2021-12-13,sell,900,49.201,11.07,44.28,-2891.75
002567.SZ,2021-12-13,buy,402100,6.517,655.07,0.0,0.0
300133.SZ,2021-12-14,sell,459100,6.683,767.08,3068.31,297926.45
002317.SZ,2021-12-14,sell,295900,10.02,741.23,2964.91,194733.28
002294.SZ,2021-12-14,buy,3200,28.619,22.89,0.0,0.0
300133.SZ,2021-12-14,buy,13800,6.697,23.1,0.0,0.0
002063.SZ,2021-12-15,sell,362900,9.86,894.56,3578.24,820235.59
300119.SZ,2021-12-15,buy,129800,23.644,767.24,0.0,0.0
688180.SH,2021-12-17,sell,49300,60.1,740.73,2962.92,235137.1
688009.SH,2021-12-20,buy,610500,4.975,759.3,0.0,0.0
002567.SZ,2022-01-11,sell,402100,8.362,840.55,3362.21,737719.99
688180.SH,2022-01-11,buy,52500,61.942,812.99,0.0,0.0
002294.SZ,2022-01-12,sell,3200,26.533,21.23,84.91,-6778.61
300133.SZ,2022-01-12,sell,13800,6.643,22.92,91.68,-850.69
002690.SZ,2022-01-12,buy,86000,38.158,820.4,0.0,0.0
300285.SZ,2022-01-12,buy,77800,42.212,821.03,0.0,0.0
300119.SZ,2022-01-13,sell,129800,24.056,780.61,3122.46,49613.47
300363.SZ,2022-01-13,buy,900,81.271,18.29,0.0,0.0
688009.SH,2022-01-18,sell,610500,5.025,766.94,3067.74,26690.32
688561.SH,2022-01-18,buy,34100,89.69,764.6,0.0,0.0
002690.SZ,2022-01-21,sell,86000,36.893,793.2,3172.8,-112760.31
300285.SZ,2022-01-21,sell,77800,41.079,798.98,3195.94,-92164.88
300363.SZ,2022-01-21,sell,900,79.111,17.8,71.2,-2033.34
688561.SH,2022-01-21,sell,34100,88.681,756.01,3024.03,-38165.45
688180.SH,2022-01-24,sell,52500,74.555,978.54,3914.16,657315.53
300119.SZ,2022-02-09,buy,148800,22.172,824.8,0.0,0.0
000883.SZ,2022-02-09,buy,689800,4.785,825.14,0.0,0.0
600886.SH,2022-02-09,buy,307800,10.721,824.96,0.0,0.0
002439.SZ,2022-02-09,buy,130600,25.265,824.91,0.0,0.0
600025.SH,2022-02-09,buy,511500,6.356,812.82,0.0,0.0
300119.SZ,2022-02-14,sell,148800,21.538,801.23,3204.92,-98302.2
000883.SZ,2022-02-14,sell,689800,4.695,809.7,3238.82,-65771.83
600886.SH,2022-02-14,sell,307800,10.24,787.95,3151.8,-151979.23
002439.SZ,2022-02-14,sell,130600,24.565,802.06,3208.24,-95408.1
600025.SH,2022-02-14,sell,511500,6.144,785.64,3142.58,-112621.97
002294.SZ,2022-02-15,buy,128300,24.895,798.5,0.0,0.0
688008.SH,2022-02-15,buy,41800,76.376,798.13,0.0,0.0
000513.SZ,2022-02-15,buy,83400,38.268,797.89,0.0,0.0
300133.SZ,2022-02-16,buy,512900,6.176,791.94,0.0,0.0
002063.SZ,2022-02-18,buy,376500,8.418,792.38,0.0,0.0
002294.SZ,2022-03-08,sell,128300,22.807,731.54,2926.16,-271509.61
688008.SH,2022-03-08,sell,41800,73.027,763.13,3052.52,-143820.58
000513.SZ,2022-03-08,sell,83400,35.644,743.18,2972.74,-222550.01
300133.SZ,2022-03-08,sell,512900,5.235,671.23,2684.91,-486205.32
002063.SZ,2022-03-08,sell,376500,8.092,761.65,3046.6,-126739.27
300624.SZ,2022-03-22,buy,71300,41.281,735.84,0.0,0.0
600323.SH,2022-03-22,buy,161500,18.218,735.56,0.0,0.0
688009.SH,2022-03-22,buy,647700,4.545,735.87,0.0,0.0
601021.SH,2022-03-22,buy,60900,48.328,735.8,0.0,0.0
300251.SZ,2022-03-22,buy,354500,8.178,724.79,0.0,0.0
300624.SZ,2022-03-25,sell,71300,40.569,723.15,2892.6,-54370.65
600323.SH,2022-03-25,sell,161500,17.772,717.55,2870.21,-75615.15
688009.SH,2022-03-25,sell,647700,4.436,718.23,2872.91,-74177.49
601021.SH,2022-03-25,sell,60900,45.624,694.63,2778.52,-168143.71
300251.SZ,2022-03-25,sell,354500,7.962,705.63,2822.54,-80149.8
300624.SZ,2022-03-28,buy,67200,42.432,712.86,0.0,0.0
002294.SZ,2022-03-29,buy,128800,22.262,716.84,0.0,0.0
300285.SZ,2022-03-29,buy,80000,35.836,716.72,0.0,0.0
600323.SH,2022-03-30,buy,155600,18.398,715.7,0.0,0.0
300133.SZ,2022-03-30,buy,540100,5.125,692.02,0.0,0.0
300624.SZ,2022-04-11,sell,67200,35.554,597.31,2389.26,-465186.83
002294.SZ,2022-04-11,sell,128800,21.159,681.31,2725.26,-145527.07
300285.SZ,2022-04-11,sell,80000,32.507,650.15,2600.6,-269517.95
600323.SH,2022-04-11,sell,155600,17.982,699.5,2798.0,-68286.23
300133.SZ,2022-04-11,sell,540100,4.755,642.08,2568.31,-202982.57
601021.SH,2022-04-12,buy,56000,46.797,655.15,0.0,0.0
601021.SH,2022-04-13,sell,56000,47.762,668.67,2674.68,50721.29
300251.SZ,2022-04-14,buy,331900,7.928,657.82,0.0,0.0
601021.SH,2022-04-14,buy,53100,49.549,657.77,0.0,0.0
300119.SZ,2022-04-18,buy,142100,18.358,652.18,0.0,0.0
300308.SZ,2022-04-18,buy,86700,30.07,651.77,0.0,0.0
300285.SZ,2022-04-18,buy,77800,33.513,651.84,0.0,0.0
300251.SZ,2022-04-20,sell,331900,7.992,663.14,2652.54,17952.47
601021.SH,2022-04-20,sell,53100,49.201,653.14,2612.56,-21784.32
300119.SZ,2022-04-20,sell,142100,18.611,661.17,2644.68,32649.72
300308.SZ,2022-04-20,sell,86700,29.9,648.08,2592.34,-17976.82
300285.SZ,2022-04-20,sell,77800,32.088,624.11,2496.44,-114032.23
300119.SZ,2022-05-10,buy,160500,16.256,652.28,0.0,0.0
002399.SZ,2022-05-10,buy,186900,13.964,652.47,0.0,0.0
300285.SZ,2022-05-10,buy,79600,32.783,652.38,0.0,0.0
002063.SZ,2022-05-10,buy,439600,5.936,652.36,0.0,0.0
600323.SH,2022-05-10,buy,135700,18.929,642.16,0.0,0.0
300119.SZ,2022-06-08,sell,160500,16.713,670.62,2682.48,70000.22
002399.SZ,2022-06-08,sell,186900,17.293,808.0,3232.0,618101.5
300285.SZ,2022-06-08,sell,79600,38.312,762.4,3049.61,436288.43
002063.SZ,2022-06-08,sell,439600,7.353,808.06,3232.22,618745.44
600323.SH,2022-06-08,sell,135700,20.28,687.99,2751.96,179862.26
601021.SH,2022-06-08,buy,500,48.799,6.1,0.0,0.0
300251.SZ,2022-06-08,buy,3000,8.659,6.49,0.0,0.0
300529.SZ,2022-06-08,buy,500,47.888,5.99,0.0,0.0
000423.SZ,2022-06-08,buy,800,32.663,6.53,0.0,0.0
002439.SZ,2022-06-08,buy,1300,19.98,6.49,0.0,0.0
601021.SH,2022-07-06,sell,500,53.297,6.66,26.65,2215.64
300251.SZ,2022-07-06,sell,3000,8.731,6.55,26.19,185.09
300529.SZ,2022-07-06,sell,500,50.1,6.26,25.05,1074.69
000423.SZ,2022-07-06,sell,800,35.345,7.07,28.28,2110.25
002439.SZ,2022-07-06,sell,1300,20.18,6.56,26.23,227.0
600323.SH,2022-07-06,buy,143800,20.831,748.87,0.0,0.0
300747.SZ,2022-07-06,buy,73600,40.691,748.71,0.0,0.0
300661.SZ,2022-07-06,buy,16000,187.137,748.55,0.0,0.0
600025.SH,2022-07-07,buy,409400,7.277,744.83,0.0,0.0
600498.SH,2022-07-08,buy,203200,14.545,738.86,0.0,0.0
600323.SH,2022-08-03,sell,143800,20.48,736.24,2944.95,-54199.57
300747.SZ,2022-08-03,sell,73600,31.788,584.9,2339.61,-658146.3
300661.SZ,2022-08-03,sell,16000,169.83,679.32,2717.28,-280307.8
600025.SH,2022-08-04,sell,409400,6.993,715.73,2862.93,-119958.81
600498.SH,2022-08-05,sell,203200,15.015,762.76,3051.04,91779.61
300747.SZ,2022-08-05,buy,85900,32.462,697.13,0.0,0.0
300624.SZ,2022-08-05,buy,86500,32.272,697.89,0.0,0.0
688561.SH,2022-08-05,buy,51100,54.615,697.7,0.0,0.0
002294.SZ,2022-08-05,buy,112200,24.865,697.46,0.0,0.0
688009.SH,2022-08-05,buy,619200,4.434,686.45,0.0,0.0
300747.SZ,2022-08-31,sell,85900,28.382,609.49,2437.98,-353591.63
300624.SZ,2022-08-31,sell,86500,29.371,635.14,2540.56,-254167.56
688561.SH,2022-08-31,sell,51100,49.72,635.18,2540.7,-253276.14
002294.SZ,2022-08-31,sell,112200,25.544,716.52,2866.09,72667.39
688009.SH,2022-08-31,sell,619200,4.426,685.08,2740.31,-8911.5
688561.SH,2022-09-05,buy,51100,51.391,656.52,0.0,0.0
300529.SZ,2022-09-05,buy,55000,47.748,656.53,0.0,0.0
600498.SH,2022-09-05,buy,175500,14.985,657.47,0.0,0.0
600015.SH,2022-09-05,buy,503300,5.225,657.46,0.0,0.0
300003.SZ,2022-09-05,buy,128300,20.23,648.88,0.0,0.0
688561.SH,2022-09-16,sell,51100,53.986,689.67,2758.68,129136.73
300529.SZ,2022-09-16,sell,55000,46.733,642.58,2570.33,-59009.31
600498.SH,2022-09-16,sell,175500,13.886,609.25,2437.01,-195897.95
600015.SH,2022-09-16,sell,503300,5.125,644.84,2579.35,-53730.34
300003.SZ,2022-09-16,sell,128300,19.92,638.94,2555.74,-42986.92
300119.SZ,2022-10-12,buy,129100,20.02,646.15,0.0,0.0
600498.SH,2022-10-12,buy,200600,12.883,646.08,0.0,0.0
002063.SZ,2022-10-12,buy,439100,5.886,646.12,0.0,0.0
688009.SH,2022-10-12,buy,603300,4.284,646.18,0.0,0.0
002396.SZ,2022-10-12,buy,136600,18.619,635.83,0.0,0.0
300119.SZ,2022-11-09,sell,129100,20.879,673.87,2695.49,107540.45
600498.SH,2022-11-09,sell,200600,13.756,689.87,2759.5,171746.64
002063.SZ,2022-11-09,sell,439100,7.473,820.3,3281.18,692592.14
688009.SH,2022-11-09,sell,603300,4.505,679.54,2718.16,130058.29
002396.SZ,2022-11-09,sell,136600,21.469,733.15,2932.6,385631.96
300119.SZ,2022-11-09,buy,1200,20.921,6.28,0.0,0.0
000786.SZ,2022-11-09,buy,1100,22.813,6.27,0.0,0.0
300070.SZ,2022-11-10,buy,563400,5.115,720.46,0.0,0.0
300133.SZ,2022-11-10,buy,621800,4.635,720.45,0.0,0.0
300058.SZ,2022-11-10,buy,499800,5.766,720.43,0.0,0.0
300119.SZ,2022-12-07,sell,1200,21.149,6.34,25.38,241.79
000786.SZ,2022-12-07,sell,1100,26.583,7.31,29.24,4111.11
002399.SZ,2022-12-07,buy,206400,14.034,724.16,0.0,0.0
300037.SZ,2022-12-07,buy,65400,43.173,705.88,0.0,0.0
300070.SZ,2022-12-08,sell,563400,5.005,704.95,2819.81,-65566.37
300133.SZ,2022-12-08,sell,621800,5.095,792.0,3168.01,282235.87
300058.SZ,2022-12-08,sell,499800,5.285,660.32,2641.3,-243730.41
300251.SZ,2022-12-08,buy,3500,8.649,7.57,0.0,0.0
300133.SZ,2022-12-08,buy,5900,5.105,7.53,0.0,0.0
002508.SZ,2022-12-08,buy,1100,27.638,7.6,0.0,0.0
002399.SZ,2022-12-19,sell,206400,13.237,683.02,2732.07,-167971.61
300037.SZ,2022-12-19,sell,65400,41.379,676.54,2706.16,-120746.27
300251.SZ,2022-12-19,sell,3500,8.292,7.26,29.02,-1285.57
300133.SZ,2022-12-19,sell,5900,4.875,7.19,28.76,-1392.84
002508.SZ,2022-12-19,sell,1100,28.741,7.9,31.62,1174.46
600323.SH,2022-12-27,buy,155800,18.088,704.53,0.0,0.0
002063.SZ,2022-12-27,buy,386700,7.287,704.5,0.0,0.0
002736.SZ,2022-12-27,buy,318500,8.849,704.59,0.0,0.0
688009.SH,2022-12-27,buy,584200,4.825,704.66,0.0,0.0
002690.SZ,2022-12-28,buy,114600,23.984,687.14,0.0,0.0
600323.SH,2023-02-01,sell,155800,18.412,717.13,2868.52,46815.65
002063.SZ,2023-02-01,sell,386700,8.412,813.19,3252.76,430700.86
002736.SZ,2023-02-01,sell,318500,9.67,770.0,3080.0,257791.38
688009.SH,2023-02-01,sell,584200,4.845,707.63,2830.54,8338.62
300119.SZ,2023-02-01,buy,2600,20.14,13.09,0.0,0.0
300624.SZ,2023-02-01,buy,1400,37.537,13.14,0.0,0.0
688009.SH,2023-02-01,buy,10900,4.855,13.23,0.0,0.0
300747.SZ,2023-02-01,buy,2000,26.116,13.06,0.0,0.0
002690.SZ,2023-02-02,sell,114600,27.383,784.51,3138.04,385560.44
002399.SZ,2023-02-02,buy,219500,13.874,761.33,0.0,0.0
300119.SZ,2023-03-01,sell,2600,22.398,14.56,58.23,5796.6
300624.SZ,2023-03-01,sell,1400,49.86,17.45,69.8,17164.37
688009.SH,2023-03-01,sell,10900,5.335,14.54,58.15,5157.24
300747.SZ,2023-03-01,sell,2000,28.861,14.43,57.72,5417.89
688536.SH,2023-03-01,buy,11700,259.459,758.92,0.0,0.0
300119.SZ,2023-03-01,buy,136000,22.442,763.04,0.0,0.0
300133.SZ,2023-03-01,buy,545500,5.596,763.1,0.0,0.0
688561.SH,2023-03-01,buy,38400,78.478,753.39,0.0,0.0
002399.SZ,2023-03-02,sell,219500,13.806,757.61,3030.46,-18643.83
300285.SZ,2023-03-02,buy,1000,31.772,7.94,0.0,0.0
688536.SH,2023-03-29,sell,11700,248.821,727.8,2911.2,-128106.77
300119.SZ,2023-03-29,sell,136000,20.799,707.17,2828.69,-227016.5
300133.SZ,2023-03-29,sell,545500,7.173,978.19,3912.77,855488.0
688561.SH,2023-03-29,sell,38400,69.7,669.12,2676.49,-340427.34
601021.SH,2023-03-29,buy,49400,60.09,742.11,0.0,0.0
000423.SZ,2023-03-29,buy,57200,51.902,742.2,0.0,0.0
600754.SH,2023-03-29,buy,49000,60.661,743.09,0.0,0.0
300285.SZ,2023-03-30,sell,1000,28.192,7.05,28.19,-3615.2
300119.SZ,2023-03-30,buy,144800,21.682,784.88,0.0,0.0
002508.SZ,2023-03-30,buy,105900,29.63,784.44,0.0,0.0
601021.SH,2023-04-25,sell,49400,59.211,731.25,2925.01,-47093.68
000423.SZ,2023-04-25,sell,57200,49.95,714.28,2857.14,-115217.24
600754.SH,2023-04-25,sell,49000,51.239,627.67,2510.7,-464810.98
300119.SZ,2023-04-25,sell,144800,22.158,802.11,3208.45,64937.4
002508.SZ,2023-04-25,sell,105900,26.903,712.26,2849.04,-292300.82
600323.SH,2023-04-28,buy,144400,20.11,725.97,0.0,0.0
