start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-16,1561,10000000,12790235.521328079,0.2790235521328057,0.04052839213816828,0.20266077067380486,0.051950814670069435,-0.46467811066787396,-46.4678110667874,2020-01-02,2024-09-18,407,0.41277641277641275,1.093917103505528,205881.32696428572,-132295.15117154812,1910574.55,-658185.31,8,22.58968058968059,409959.3059549999,815679.7867170005,824157437.1029993,815679786.7170005
