start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-17,1562,10000000,11476376.457020499,0.1476376457020505,0.022464888771619895,0.035223318740546225,-0.21392394293915,-0.028189448019939316,-2.818944801993932,2020-01-02,2026-02-13,8,0.75,28.34938394214953,255764.74,-27065.64,537105.13,-39139.24,2,14.25,8828.0282685,18407.862711,16904250.362999998,18407862.711
