code,name,buy_date,buy_time,buy_price,sell_date,sell_time,sell_price,shares,exit_reason,screen_ma5,screen_ma20,screen_atr14,screen_pullback_atr,screen_atr_percent,buy_commission,sell_commission,stamp_tax,net_pnl,return_pct
688336.SH,三生国健,20250912,09:59:00,37.872,20250915,09:31:00,38.4023,100,SELLBACK,39.185517,36.979655,2.789163,0.430731,7.391278,5.0,5.0,3.84023,39.18977,1.0334309899266918
300751.SZ,迈为股份,20250912,10:01:00,90.4852,20250915,09:31:00,92.581,100,SELLBACK,93.736,88.1205,6.624286,0.444727,7.139778,5.0,5.0,9.2581,190.3219,2.1021867737631332
688772.SH,珠海冠宇,20250912,10:58:00,21.7609,20250915,09:31:00,22.8457,100,SELLBACK,22.692,20.3385,1.73,0.428902,7.764811,5.0,5.0,2.28457,96.19543,4.410429189075187
600521.SH,华海药业,20250912,14:57:00,24.8367,20250915,10:00:00,24.4378,100,FORCE_1000,25.188,23.684,1.691429,0.448142,7.206769,5.0,5.0,2.44378,-52.33378,-2.102881458771151
601212.SH,白银有色,20250915,09:35:00,3.922,20250916,09:31:00,4.004,100,SELLBACK,4.1,3.7645,0.33,0.969697,8.312343,5.0,5.0,0.4004,-2.2004,-0.5539778449144008
601212.SH,白银有色,20250916,09:37:00,3.8919,20250917,10:00:00,3.7781,100,FORCE_1000,4.058,3.7915,0.340714,0.375681,8.736264,5.0,5.0,0.37781,-21.75781,-5.519625053908014
688778.SH,厦钨新能,20250916,10:09:00,82.7113,20250917,10:00:00,81.1294,100,FORCE_1000,84.174,65.0085,6.695,0.414339,8.113185,5.0,5.0,8.11294,-176.30294,-2.130258224556647
601869.SH,长飞光纤,20250916,10:18:00,87.4687,20250917,09:31:00,96.54,100,SELLBACK,88.869,79.298,9.007143,0.312419,10.394256,5.0,5.0,9.654,887.476,10.140415705443523
600021.SH,上海电力,20250916,10:31:00,20.8004,20250917,10:00:00,20.4498,100,FORCE_1000,21.586,17.2525,1.957857,0.386136,9.187504,5.0,5.0,2.04498,-47.10498,-2.2591883129340444
688234.SH,天岳先进,20250917,09:38:00,85.2526,20250918,09:38:00,86.4502,100,SELLBACK,87.87,72.9975,7.204286,0.387269,8.196002,5.0,5.0,8.64502,101.11498,1.1853680896010204
688331.SH,荣昌生物,20250917,09:48:00,103.7018,20250918,09:31:00,106.6299,100,SELLBACK,106.232,92.502,8.800714,0.367243,8.384827,5.0,5.0,10.66299,272.14701,2.623058202363718
600021.SH,上海电力,20250917,10:14:00,20.2601,20250918,10:00:00,19.6502,100,FORCE_1000,21.18,17.6515,1.968571,0.330189,9.510007,5.0,5.0,1.96502,-72.95502,-3.592056169098133
301200.SZ,大族数控,20250918,09:34:00,110.2851,20250919,09:31:00,111.8121,100,SELLBACK,114.55,94.0935,8.352143,0.528008,7.437349,5.0,5.0,11.18121,131.51879,1.191994116106298
600977.SH,中国电影,20250918,09:52:00,19.3377,20250919,10:00:00,16.4997,100,FORCE_1000,19.808,15.743,1.472857,0.43453,7.405758,5.0,5.0,1.64997,-295.44997,-15.239041763592379
688234.SH,天岳先进,20250918,09:59:00,85.2526,20250919,09:31:00,88.7467,100,SELLBACK,88.52,73.937,7.248571,0.444225,8.522718,5.0,5.0,8.87467,330.53533,3.8748564522066147
688778.SH,厦钨新能,20250918,10:03:00,80.4302,20250919,09:31:00,83.5445,100,SELLBACK,82.84,67.3425,6.799286,0.541233,8.594723,5.0,5.0,8.35445,293.07555,3.641585756496629
301377.SZ,鼎泰高科,20250918,11:15:00,83.7422,20250919,10:00:00,83.2084,100,FORCE_1000,85.96,73.944,6.995,0.426019,8.280066,5.0,5.0,8.32084,-71.70084,-0.8556982630841534
002851.SZ,麦格米特,20250918,13:25:00,82.0463,20250919,10:00:00,79.7501,100,FORCE_1000,83.498,79.5435,5.860714,0.506423,7.119429,5.0,5.0,7.97501,-247.59501,-3.0159094867856404
603179.SH,新泉股份,20250919,09:36:00,52.5834,20250922,09:31:00,55.4168,100,SELLBACK,54.194286,43.711071,4.816837,0.839614,8.680102,5.0,5.0,5.54168,267.79832,5.087992035475572
600021.SH,上海电力,20250919,09:38:00,19.4697,20250922,09:31:00,19.7404,100,SELLBACK,20.646,18.3165,1.992143,0.710792,10.289994,5.0,5.0,1.97404,15.09596,0.7733704923743705
300953.SZ,震裕科技,20250919,10:44:00,115.1504,20250922,10:00:00,113.736,100,FORCE_1000,118.381429,106.5075,9.760204,0.376456,8.046335,5.0,5.0,11.3736,-162.8136,-1.4133075926819698
600601.SH,方正科技,20250919,10:46:00,11.4357,20250922,09:38:00,11.5626,100,SELLBACK,11.752,9.598,0.898571,0.402862,7.693249,5.0,5.0,1.15626,1.53374,0.1335347432024169
301200.SZ,大族数控,20250919,10:58:00,109.6526,20250922,09:31:00,113.849,100,SELLBACK,113.89,95.378,8.307857,0.442954,7.498066,5.0,5.0,11.3849,398.2551,3.6303159633408875
002195.SZ,岩山科技,20250919,11:02:00,8.1421,20250922,10:00:00,7.8841,100,FORCE_1000,8.474,8.003,0.671429,0.39617,8.042987,5.0,5.0,0.78841,-36.58841,-4.466304122264134
