code,name,buy_date,buy_time,buy_price,sell_date,sell_time,sell_price,shares,exit_reason,buy_commission,sell_commission,stamp_tax,net_pnl,return_pct
688772.SH,珠海冠宇,20250912,11:05:00,21.7209,20250915,09:31:00,22.8457,100,SELLBACK,5.0,5.0,2.28457,100.19543,4.602264031344593
601212.SH,白银有色,20250915,09:37:00,3.942,20250916,09:31:00,4.004,100,SELLBACK,5.0,5.0,0.4004,-4.2004,-1.0522044088176352
601212.SH,白银有色,20250916,09:54:00,3.8419,20250917,10:00:00,3.7781,100,FORCE_1000,5.0,5.0,0.37781,-16.75781,-4.305817210103034
601869.SH,长飞光纤,20250916,10:18:00,87.4687,20250917,09:31:00,96.54,100,SELLBACK,5.0,5.0,9.654,887.476,10.140415705443523
600021.SH,上海电力,20250916,10:44:00,20.6103,20250917,09:31:00,20.9386,100,SELLBACK,5.0,5.0,2.09386,20.73614,1.003670808265127
688234.SH,天岳先进,20250917,09:38:00,85.2526,20250918,09:38:00,86.4502,100,SELLBACK,5.0,5.0,8.64502,101.11498,1.1853680896010204
688331.SH,荣昌生物,20250917,09:48:00,103.7018,20250918,09:31:00,106.6299,100,SELLBACK,5.0,5.0,10.66299,272.14701,2.623058202363718
600021.SH,上海电力,20250917,10:14:00,20.2601,20250918,10:00:00,19.6502,100,FORCE_1000,5.0,5.0,1.96502,-72.95502,-3.592056169098133
301377.SZ,鼎泰高科,20250917,10:30:00,82.6013,20250918,09:31:00,85.0822,100,SELLBACK,5.0,5.0,8.50822,229.58178,2.777715293044393
688778.SH,厦钨新能,20250917,10:30:00,79.7999,20250918,09:50:00,81.0782,100,SELLBACK,5.0,5.0,8.10782,109.72218,1.3741054152854293
301200.SZ,大族数控,20250917,14:51:00,111.7499,20250918,10:00:00,109.6452,100,FORCE_1000,5.0,5.0,10.96452,-231.43452,-2.0700780591038095
600977.SH,中国电影,20250918,09:35:00,19.968,20250919,10:00:00,16.4997,100,FORCE_1000,5.0,5.0,1.64997,-358.47997,-17.90788140673394
688778.SH,厦钨新能,20250918,10:03:00,80.4302,20250919,09:31:00,83.5445,100,SELLBACK,5.0,5.0,8.35445,293.07555,3.641585756496629
301377.SZ,鼎泰高科,20250918,11:15:00,83.7422,20250919,10:00:00,83.2084,100,FORCE_1000,5.0,5.0,8.32084,-71.70084,-0.8556982630841534
002851.SZ,麦格米特,20250918,13:25:00,82.0463,20250919,10:00:00,79.7501,100,FORCE_1000,5.0,5.0,7.97501,-247.59501,-3.0159094867856404
688234.SH,天岳先进,20250918,13:30:00,86.6022,20250919,09:31:00,88.7467,100,SELLBACK,5.0,5.0,8.87467,195.57533,2.257015170993928
603179.SH,新泉股份,20250919,09:35:00,51.8045,20250922,09:31:00,55.4168,100,SELLBACK,5.0,5.0,5.54168,345.68832,6.666505703458717
600021.SH,上海电力,20250919,09:38:00,19.4697,20250922,09:31:00,19.7404,100,SELLBACK,5.0,5.0,1.97404,15.09596,0.7733704923743705
300953.SZ,震裕科技,20250919,10:11:00,115.8722,20250922,10:00:00,113.736,100,FORCE_1000,5.0,5.0,11.3736,-234.9936,-2.0271664961500035
600601.SH,方正科技,20250919,10:42:00,11.4457,20250922,09:40:00,11.5826,100,SELLBACK,5.0,5.0,1.15826,2.53174,0.2202336525831398
688411.SH,海博思创,20250919,11:01:00,197.8589,20250922,09:42:00,200.1095,100,SELLBACK,5.0,5.002738,20.01095,195.046313,0.9855358349220272
002195.SZ,岩山科技,20250919,11:02:00,8.1421,20250922,10:00:00,7.8841,100,FORCE_1000,5.0,5.0,0.78841,-36.58841,-4.466304122264134
688331.SH,荣昌生物,20250919,13:18:00,100.5202,20250922,09:31:00,101.6773,100,SELLBACK,5.0,5.0,10.16773,95.54227,0.9500057671159051
301377.SZ,鼎泰高科,20250919,13:40:00,81.5207,20250922,09:31:00,82.4961,100,SELLBACK,5.0,5.0,8.24961,79.29039,0.9720449867415628
688702.SH,盛科通信-U,20250922,09:34:00,128.8944,20250923,09:31:00,139.2908,100,SELLBACK,5.0,5.0,13.92908,1015.71092,7.877123163161798
600977.SH,中国电影,20250922,09:36:00,17.2266,20250923,10:00:00,15.98,100,FORCE_1000,5.0,5.0,1.598,-136.258,-7.8868527372283905
301377.SZ,鼎泰高科,20250922,09:52:00,80.14,20250923,09:31:00,87.8181,100,SELLBACK,5.0,5.0,8.78181,749.02819,9.340668287816436
300757.SZ,罗博特科,20250922,09:53:00,279.1395,20250923,09:31:00,294.5576,100,SELLBACK,6.978487,7.36394,29.45576,1498.011812,5.365193398459686
600601.SH,方正科技,20250922,10:38:00,11.4257,20250923,09:31:00,11.9121,100,SELLBACK,5.0,5.0,1.19121,37.44879,3.2633120419669384
688411.SH,海博思创,20250922,11:11:00,199.6065,20250923,09:31:00,238.3221,100,SELLBACK,5.0,5.958052,23.83221,3836.769737,19.216853631111434
600021.SH,上海电力,20250922,14:11:00,19.0665,20250923,09:31:00,19.291,100,SELLBACK,5.0,5.0,1.9291,10.5209,0.5503570214212853
600143.SH,金发科技,20250923,09:34:00,21.4907,20250924,10:00:00,20.2299,100,FORCE_1000,5.0,5.0,2.02299,-138.10299,-6.411258222806129
600601.SH,方正科技,20250923,09:56:00,11.0755,20250924,10:00:00,10.4848,100,FORCE_1000,5.0,5.0,1.04848,-70.11848,-6.3025014606085135
002131.SZ,利欧股份,20250923,10:18:00,6.1181,20250924,10:00:00,5.8921,100,FORCE_1000,5.0,5.0,0.58921,-33.18921,-5.380783385483374
301377.SZ,鼎泰高科,20250923,14:35:00,79.106,20250924,09:31:00,79.9799,100,SELLBACK,5.0,5.0,7.99799,69.39201,0.8766487695184193
688234.SH,天岳先进,20250923,14:44:00,83.0415,20250924,09:41:00,84.0138,100,SELLBACK,5.0,5.0,8.40138,78.82862,0.9486965574096028
301200.SZ,大族数控,20250924,09:35:00,103.6218,20250925,10:00:00,103.2484,100,FORCE_1000,5.0,5.0,10.32484,-57.66484,-0.5562249329132899
601869.SH,长飞光纤,20250924,09:35:00,108.7594,20250925,10:00:00,105.982,100,FORCE_1000,5.0,5.0,10.5982,-298.3382,-2.741842157019522
688629.SH,华丰科技,20250924,09:35:00,100.3401,20250925,09:31:00,103.8441,100,SELLBACK,5.0,5.0,10.38441,330.01559,3.287332017798567
688498.SH,源杰科技,20250924,09:37:00,258.957,20250925,10:00:00,259.1945,100,FORCE_1000,6.473925,6.479863,25.91945,-15.123238,-0.05838597966251592
301377.SZ,鼎泰高科,20250924,09:50:00,78.4792,20250925,09:31:00,79.8601,100,SELLBACK,5.0,5.0,7.98601,120.10399,1.5294182291427898
688702.SH,盛科通信-U,20250924,13:13:00,130.9855,20250925,09:31:00,133.6892,100,SELLBACK,5.0,5.0,13.36892,247.00108,1.8849936086022492
600170.SH,上海建工,20250925,09:34:00,3.1866,20250926,10:00:00,2.9835,100,FORCE_1000,5.0,5.0,0.29835,-30.60835,-9.45694556015572
603119.SH,浙江荣泰,20250925,09:51:00,79.863,20250926,09:31:00,82.6528,100,SELLBACK,5.0,5.0,8.26528,260.71472,3.2624819491196675
301377.SZ,鼎泰高科,20250925,09:52:00,77.0385,20250926,09:31:00,78.0328,100,SELLBACK,5.0,5.0,7.80328,81.62672,1.0588702595069304
300620.SZ,光库科技,20250925,09:54:00,124.4622,20250926,09:35:00,126.0108,100,SELLBACK,5.0,5.0,12.60108,132.25892,1.0622165538798607
600601.SH,方正科技,20250925,09:54:00,10.4952,20250926,09:31:00,10.8038,100,SELLBACK,5.0,5.0,1.08038,19.77962,1.875698896180253
688702.SH,盛科通信-U,20250925,13:21:00,131.0855,20250926,10:00:00,127.1764,100,FORCE_1000,5.0,5.0,12.71764,-413.62764,-3.1542003500196363
600143.SH,金发科技,20250925,13:37:00,20.2908,20250926,10:00:00,19.8001,100,FORCE_1000,5.0,5.0,1.98001,-61.05001,-3.0013573704082432
300475.SZ,香农芯创,20250926,09:34:00,81.3435,20250929,09:33:00,82.3591,100,SELLBACK,5.0,5.0,8.23591,83.32409,1.023719215907904
601869.SH,长飞光纤,20250926,09:35:00,108.7493,20250929,10:00:00,102.9235,100,FORCE_1000,5.0,5.0,10.29235,-602.87235,-5.541141808816785
301200.SZ,大族数控,20250926,09:43:00,101.6208,20250929,10:00:00,97.7311,100,FORCE_1000,5.0,5.0,9.77311,-408.74311,-4.020260586126991
300857.SZ,协创数据,20250926,09:57:00,115.7078,20250929,09:31:00,117.0813,100,SELLBACK,5.0,5.0,11.70813,115.64187,0.9989985124112586
300757.SZ,罗博特科,20250926,09:58:00,278.4992,20250929,10:00:00,270.3348,100,FORCE_1000,6.96248,6.75837,27.03348,-857.19433,-3.077136612883468
600601.SH,方正科技,20250926,10:00:00,10.5253,20250929,10:00:00,10.3548,100,FORCE_1000,5.0,5.0,1.03548,-28.08548,-2.6557620114795797
688498.SH,源杰科技,20250926,10:17:00,251.643,20250929,09:36:00,254.9964,100,SELLBACK,6.291075,6.37491,25.49964,297.174375,1.180641225764302
688778.SH,厦钨新能,20250926,10:19:00,80.5302,20250929,09:33:00,81.5775,100,SELLBACK,5.0,5.0,8.15775,86.57225,1.074361319530108
300620.SZ,光库科技,20250929,09:34:00,120.3601,20250930,09:31:00,125.9708,100,SELLBACK,5.0,5.0,12.59708,538.47292,4.471991303055143
603179.SH,新泉股份,20250929,09:34:00,56.5783,20250930,09:31:00,59.4607,100,SELLBACK,5.0,5.0,5.94607,272.29393,4.808442598488742
688702.SH,盛科通信-U,20250929,09:34:00,128.074,20250930,10:00:00,125.7171,100,FORCE_1000,5.0,5.0,12.57171,-258.26171,-2.0157168836439694
600143.SH,金发科技,20250929,09:48:00,19.7299,20250930,09:31:00,20.659,100,SELLBACK,5.0,5.0,2.0659,80.8441,4.0871844650377405
688778.SH,厦钨新能,20250929,10:03:00,80.03,20250930,09:31:00,83.5745,100,SELLBACK,5.0,5.0,8.35745,336.09255,4.196959915084916
002402.SZ,和而泰,20250929,10:06:00,50.045,20250930,09:31:00,51.1931,100,SELLBACK,5.0,5.0,5.11931,99.69069,1.9900327377981837
300757.SZ,罗博特科,20250929,10:20:00,268.6142,20250930,10:00:00,268.4557,100,FORCE_1000,6.715355,6.711392,26.84557,-56.122317,-0.2088805801313487
600170.SH,上海建工,20250929,13:28:00,2.9865,20250930,10:00:00,2.9335,100,FORCE_1000,5.0,5.0,0.29335,-15.59335,-5.135303803721389
601869.SH,长飞光纤,20250930,09:59:00,102.1615,20251009,10:00:00,99.6951,100,FORCE_1000,5.0,5.0,9.96951,-266.60951,-2.6084101104083204
001221.SZ,悍高集团,20250930,10:07:00,61.0505,20251009,10:00:00,60.2299,100,FORCE_1000,5.0,5.0,6.02299,-98.08299,-1.6052731156046183
300620.SZ,光库科技,20250930,10:31:00,119.2596,20251009,10:00:00,116.6317,100,FORCE_1000,5.0,5.0,11.66317,-284.45317,-2.384159950247088
688702.SH,盛科通信-U,20250930,13:09:00,126.6118,20251009,09:53:00,128.6069,100,SELLBACK,5.0,5.0,12.86069,176.64931,1.3946533998411519
601869.SH,长飞光纤,20251009,10:07:00,99.7549,20251010,10:00:00,95.6571,100,FORCE_1000,5.0,5.0,9.56571,-429.34571,-4.301850009368278
688629.SH,华丰科技,20251009,13:29:00,96.4082,20251010,10:00:00,92.9535,100,FORCE_1000,5.0,5.0,9.29535,-364.76535,-3.7815898492818656
002335.SZ,科华数据,20251009,14:33:00,48.9141,20251010,10:00:00,48.7273,100,FORCE_1000,5.0,5.0,4.87273,-33.55273,-0.6852516435510915
300604.SZ,长川科技,20251010,09:34:00,97.5087,20251013,10:00:00,93.6631,100,FORCE_1000,5.0,5.0,9.36631,-403.92631,-4.140341250959678
002402.SZ,和而泰,20251010,09:47:00,47.6764,20251013,10:00:00,47.5362,100,FORCE_1000,5.0,5.0,4.75362,-28.77362,-0.6028868718361325
300620.SZ,光库科技,20251010,09:47:00,110.0941,20251013,10:00:00,103.918,100,FORCE_1000,5.0,5.0,10.3918,-638.0018,-5.792428282586176
688411.SH,海博思创,20251010,09:47:00,290.6352,20251013,09:35:00,293.9685,100,SELLBACK,7.26588,7.349213,29.39685,289.318058,0.9952192527379999
000559.SZ,万向钱潮,20251010,10:04:00,12.006,20251013,10:00:00,10.9945,100,FORCE_1000,5.0,5.0,1.09945,-112.24945,-9.31067103516921
300115.SZ,长盈精密,20251010,14:00:00,38.3338,20251013,10:00:00,35.7621,100,FORCE_1000,5.0,5.0,3.57621,-270.74621,-7.053658314184632
001309.SZ,德明利,20251013,10:00:00,187.6938,20251014,09:31:00,201.3776,100,SELLBACK,5.0,5.03444,20.13776,1338.2078,7.127840173683497
603179.SH,新泉股份,20251013,10:35:00,54.7274,20251014,09:31:00,55.4168,100,SELLBACK,5.0,5.0,5.54168,53.39832,0.9748239237349708
688411.SH,海博思创,20251013,10:35:00,290.5852,20251014,09:31:00,300.958,100,SELLBACK,7.26463,7.52395,30.0958,992.39562,3.4143087228951234
000559.SZ,万向钱潮,20251014,09:34:00,11.2856,20251015,09:31:00,11.4129,100,SELLBACK,5.0,5.0,1.14129,1.58871,0.1401522636649141
002850.SZ,科达利,20251014,09:34:00,172.7863,20251015,10:00:00,160.9195,100,FORCE_1000,5.0,5.0,16.09195,-1212.77195,-7.016882159592631
300857.SZ,协创数据,20251014,09:34:00,114.9574,20251015,10:00:00,105.7757,100,FORCE_1000,5.0,5.0,10.57757,-938.74757,-8.162497108881688
603786.SH,科博达,20251014,09:34:00,94.9074,20251015,10:00:00,87.1664,100,FORCE_1000,5.0,5.0,8.71664,-792.81664,-8.349182264889308
300115.SZ,长盈精密,20251014,09:41:00,36.098,20251015,10:00:00,34.7026,100,FORCE_1000,5.0,5.0,3.47026,-153.01026,-4.232883147062078
603179.SH,新泉股份,20251014,09:44:00,54.7274,20251015,10:00:00,49.3682,100,FORCE_1000,5.0,5.0,4.93682,-550.85682,-10.05627904938898
300604.SZ,长川科技,20251014,09:45:00,90.9755,20251015,10:00:00,83.7081,100,FORCE_1000,5.0,5.0,8.37081,-745.11081,-8.185737073677156
001309.SZ,德明利,20251014,10:00:00,188.4842,20251015,10:00:00,176.5117,100,FORCE_1000,5.0,5.0,17.65117,-1224.90117,-6.496970682242267
600105.SH,永鼎股份,20251016,09:44:00,14.7724,20251017,10:00:00,13.5382,100,FORCE_1000,5.0,5.0,1.35382,-134.77382,-9.092577450345424
688172.SH,燕东微,20251016,09:47:00,27.1146,20251017,10:00:00,25.6472,100,FORCE_1000,5.0,5.0,2.56472,-159.30472,-5.864423551239481
688361.SH,中科飞测,20251016,10:04:00,125.0025,20251017,10:00:00,115.6122,100,FORCE_1000,5.0,5.0,11.56122,-960.59122,-7.681503528518023
603156.SH,养元饮品,20251016,10:10:00,28.7143,20251017,10:00:00,28.086,100,FORCE_1000,5.0,5.0,2.8086,-75.6386,-2.6295998859697605
688037.SH,芯源微,20251016,13:03:00,136.9124,20251017,10:00:00,128.4298,100,FORCE_1000,5.0,5.0,12.84298,-871.10298,-6.360161474974153
300475.SZ,香农芯创,20251030,10:10:00,126.0108,20251031,09:31:00,127.726,100,SELLBACK,5.0,5.0,12.7726,148.7474,1.1799655404376301
688313.SH,仕佳光子,20251030,10:48:00,70.5352,20251031,10:00:00,68.8855,100,FORCE_1000,5.0,5.0,6.88855,-181.85855,-2.5764402452638797
300475.SZ,香农芯创,20251031,09:37:00,123.4795,20251103,09:31:00,128.5048,100,SELLBACK,5.0,5.0,12.85048,479.67952,3.8831171501544164
001309.SZ,德明利,20251031,09:45:00,220.7103,20251103,09:37:00,223.6541,100,SELLBACK,5.517758,5.591353,22.36541,260.90548,1.1818219173845392
688347.SH,华虹宏力,20251031,09:51:00,127.8339,20251103,10:00:00,121.0295,100,FORCE_1000,5.0,5.0,12.10295,-702.54295,-5.493599663444734
601611.SH,中国核建,20251031,10:02:00,13.5868,20251103,09:32:00,13.8292,100,SELLBACK,5.0,5.0,1.38292,12.85708,0.9428223630177167
688676.SH,金盘科技,20251031,14:17:00,67.9571,20251103,09:31:00,68.8766,100,SELLBACK,5.0,5.0,6.88766,75.06234,1.1037426974536482
301377.SZ,鼎泰高科,20251103,09:35:00,116.3481,20251104,09:31:00,119.5205,100,SELLBACK,5.0,5.0,11.95205,295.28795,2.5368794679638245
300395.SZ,菲利华,20251103,13:11:00,77.2086,20251104,09:45:00,78.2625,100,SELLBACK,5.0,5.0,7.82625,87.56375,1.133385150649895
601611.SH,中国核建,20251103,13:15:00,13.3365,20251104,10:00:00,13.1034,100,FORCE_1000,5.0,5.0,1.31034,-34.62034,-2.5862129757591603
688122.SH,西部超导,20251103,13:15:00,77.3286,20251104,10:00:00,75.6621,100,FORCE_1000,5.0,5.0,7.56621,-184.21621,-2.380712625971522
688772.SH,珠海冠宇,20251103,13:29:00,25.9204,20251104,10:00:00,25.3973,100,FORCE_1000,5.0,5.0,2.53973,-64.84973,-2.497063195022025
301200.SZ,大族数控,20251103,13:40:00,124.9159,20251104,10:00:00,121.939,100,FORCE_1000,5.0,5.0,12.1939,-319.8839,-2.5597695051209968
301377.SZ,鼎泰高科,20251104,09:40:00,116.9985,20251105,10:00:00,115.892,100,FORCE_1000,5.0,5.0,11.5892,-132.2392,-1.1297812445268416
300475.SZ,香农芯创,20251114,09:37:00,171.5263,20251117,09:31:00,178.31,100,SELLBACK,5.0,5.0,17.831,650.539,3.7915434707474174
001309.SZ,德明利,20251114,09:41:00,263.3489,20251117,09:31:00,273.0699,100,SELLBACK,6.583723,6.826748,27.30699,931.38254,3.5358027034168718
601179.SH,中国西电,20251114,09:41:00,9.4307,20251117,10:00:00,9.0915,100,FORCE_1000,5.0,5.0,0.90915,-44.82915,-4.728464142943032
688313.SH,仕佳光子,20251114,09:41:00,77.0885,20251117,09:31:00,78.4222,100,SELLBACK,5.0,5.0,7.84222,115.52778,1.4976669237799545
000559.SZ,万向钱潮,20251114,10:05:00,13.0665,20251117,10:00:00,12.8336,100,FORCE_1000,5.0,5.0,1.28336,-34.57336,-2.635867800099112
688676.SH,金盘科技,20251114,10:21:00,80.4102,20251117,10:00:00,76.7816,100,FORCE_1000,5.0,5.0,7.67816,-380.53816,-4.729520433705111
301377.SZ,鼎泰高科,20251222,09:48:00,118.5292,20251223,09:31:00,125.821,100,SELLBACK,5.0,5.0,12.5821,706.5979,5.958868840403713
601399.SH,国机重装,20251223,09:39:00,5.3026,20251224,10:00:00,5.0675,100,FORCE_1000,5.0,5.0,0.50675,-34.01675,-6.355182528117178
600879.SH,航天电子,20251224,09:34:00,15.8169,20251225,09:31:00,16.9136,100,SELLBACK,5.0,5.0,1.69136,97.97864,6.175033560430833
688387.SH,信科移动-U,20251224,09:37:00,9.3247,20251225,09:31:00,9.9351,100,SELLBACK,5.0,5.0,0.99351,50.04649,5.338463097485786
601399.SH,国机重装,20251225,09:40:00,5.3227,20251226,10:00:00,5.0375,100,FORCE_1000,5.0,5.0,0.50375,-39.02375,-7.26334059225343
688313.SH,仕佳光子,20251225,10:09:00,91.6158,20251226,09:31:00,95.0572,100,SELLBACK,5.0,5.0,9.50572,324.63428,3.5414983559844564
601869.SH,长飞光纤,20251226,10:03:00,121.519,20251229,10:00:00,119.7451,100,FORCE_1000,5.0,5.0,11.97451,-199.36451,-1.6399288469922428
300548.SZ,长芯博创,20251226,10:09:00,143.5818,20251229,10:00:00,141.7291,100,FORCE_1000,5.0,5.0,14.17291,-209.44291,-1.4581931717071013
003031.SZ,中瓷电子,20251226,10:50:00,77.2897,20251229,10:00:00,74.7926,100,FORCE_1000,5.0,5.0,7.47926,-267.18926,-3.454749113327308
300390.SZ,天华新能,20251229,09:49:00,52.1821,20251230,09:31:00,52.7708,100,SELLBACK,5.0,5.0,5.27708,43.59292,0.8346001788172408
601399.SH,国机重装,20251229,09:50:00,4.8971,20251230,10:00:00,4.7076,100,FORCE_1000,5.0,5.0,0.47076,-29.42076,-5.947072021992684
001203.SZ,大中矿业,20251230,09:52:00,29.8349,20251231,09:31:00,30.8537,100,SELLBACK,5.0,5.0,3.08537,88.79463,2.9712205829699947
300390.SZ,天华新能,20251230,09:53:00,52.8164,20251231,10:00:00,55.982,100,FORCE_1000,5.0,5.0,5.5982,300.9618,5.692874869482317
601869.SH,长飞光纤,20251230,10:06:00,121.6294,20251231,10:00:00,115.5072,100,FORCE_1000,5.0,5.0,11.55072,-633.77072,-5.208529299125407
300548.SZ,长芯博创,20251230,10:17:00,141.7044,20251231,09:49:00,143.2948,100,SELLBACK,5.0,5.0,14.32948,134.71052,0.9503092672961122
688676.SH,金盘科技,20251230,13:11:00,87.5638,20251231,09:31:00,94.7577,100,SELLBACK,5.0,5.0,9.47577,699.91423,7.9886299875133835
301377.SZ,鼎泰高科,20260105,09:47:00,137.4187,20260106,10:00:00,138.5107,100,FORCE_1000,5.0,5.0,13.85107,85.34893,0.6208608214088006
001203.SZ,大中矿业,20260105,09:48:00,29.6148,20260106,09:31:00,31.7523,100,SELLBACK,5.0,5.0,3.17523,200.57477,6.761372738059923
300390.SZ,天华新能,20260105,10:13:00,53.3567,20260106,09:31:00,58.9914,100,SELLBACK,5.0,5.0,5.89914,547.57086,10.252849548839379
300751.SZ,迈为股份,20260106,09:45:00,187.2132,20260107,10:00:00,185.837,100,FORCE_1000,5.0,5.0,18.5837,-166.2037,-0.8875406379897385
600105.SH,永鼎股份,20260106,09:52:00,24.9721,20260107,09:31:00,25.6465,100,SELLBACK,5.0,5.0,2.56465,54.87535,2.193075321415868
001203.SZ,大中矿业,20260106,09:55:00,28.9245,20260107,09:31:00,30.2046,100,SELLBACK,5.0,5.0,3.02046,114.98954,3.968646223403338
688676.SH,金盘科技,20260106,09:57:00,86.4316,20260107,09:40:00,88.1876,100,SELLBACK,5.0,5.0,8.81876,156.78124,1.8128855155316277
301377.SZ,鼎泰高科,20260107,09:34:00,139.5697,20260108,09:31:00,145.2918,100,SELLBACK,5.0,5.0,14.52918,547.68082,3.9226614868818657
688387.SH,信科移动-U,20260107,09:37:00,12.1561,20260108,09:31:00,12.3315,100,SELLBACK,5.0,5.0,1.23315,6.30685,0.5166965697479128
001203.SZ,大中矿业,20260107,11:09:00,29.3247,20260108,10:00:00,28.8856,100,FORCE_1000,5.0,5.0,2.88856,-56.79856,-1.9335877472791214
300751.SZ,迈为股份,20260108,09:34:00,187.5137,20260109,09:31:00,223.1649,100,SELLBACK,5.0,5.579122,22.31649,3532.224387,18.832132160967184
