code,name,screen_date,buy_date,buy_time,buy_price,sell_date,sell_time,sell_price,shares,exit_reason,buy_commission,sell_commission,stamp_tax,net_pnl,return_pct
688266.SH,泽璟制药-U,20250915,20250916,09:43:00,107.9968,20250917,10:00:00,104.5477,100,FORCE_1000,5.0,5.0,10.45477,-365.36477,-3.381541794851861
688819.SH,天能股份,20250915,20250916,10:38:00,30.5667,20250917,09:31:00,31.273,100,SELLBACK,5.0,5.0,3.1273,57.5027,1.878148200165269
002812.SZ,恩捷股份,20250916,20250917,09:35:00,43.6518,20250918,09:31:00,44.1437,100,SELLBACK,5.0,5.0,4.41437,34.77563,0.7957482300500208
688778.SH,厦钨新能,20250916,20250917,09:35:00,80.1901,20250918,09:50:00,81.0782,100,SELLBACK,5.0,5.0,8.10782,70.70218,0.8811327503330628
600021.SH,上海电力,20250916,20250917,09:36:00,20.6403,20250918,10:00:00,19.6502,100,FORCE_1000,5.0,5.0,1.96502,-110.97502,-5.363625467006278
601869.SH,长飞光纤,20250916,20250917,09:37:00,96.6533,20250918,09:31:00,99.885,100,SELLBACK,5.0,5.0,9.9885,303.1815,3.135172222664584
000009.SZ,中国宝安,20250916,20250917,10:16:00,10.597,20250918,10:00:00,10.5447,100,FORCE_1000,5.0,5.0,1.05447,-16.28447,-1.5294890579505962
300285.SZ,国瓷材料,20250916,20250917,10:30:00,22.8514,20250918,09:31:00,23.2251,100,SELLBACK,5.0,5.0,2.32251,25.04749,1.0937099915289021
603308.SH,应流股份,20250916,20250917,10:30:00,31.1387,20250918,09:31:00,32.3314,100,SELLBACK,5.0,5.0,3.23314,106.03686,3.399848663137611
688819.SH,天能股份,20250916,20250917,10:33:00,30.7774,20250918,09:31:00,31.3829,100,SELLBACK,5.0,5.0,3.13829,47.41171,1.5379730369736015
301200.SZ,大族数控,20250917,20250918,09:34:00,110.2851,20250919,09:31:00,111.8121,100,SELLBACK,5.0,5.0,11.18121,131.51879,1.191994116106298
000831.SZ,中国稀土,20250917,20250918,09:35:00,53.3176,20250919,10:00:00,51.8651,100,FORCE_1000,5.0,5.0,5.18651,-160.43651,-3.0062530449186395
600292.SH,电投水电,20250917,20250918,09:37:00,12.7754,20250919,10:00:00,12.5727,100,FORCE_1000,5.0,5.0,1.25727,-31.52727,-2.458189997972773
301377.SZ,鼎泰高科,20250917,20250918,09:42:00,83.0215,20250919,09:31:00,84.4032,100,SELLBACK,5.0,5.0,8.44032,119.72968,1.4412846764534166
688331.SH,荣昌生物,20250917,20250918,09:42:00,106.1931,20250919,10:00:00,103.8381,100,FORCE_1000,5.0,5.0,10.38381,-255.88381,-2.4084746209400896
000960.SZ,锡业股份,20250917,20250918,09:51:00,20.5919,20250919,10:00:00,20.1499,100,FORCE_1000,5.0,5.0,2.01499,-56.21499,-2.723343781337958
688778.SH,厦钨新能,20250917,20250918,10:03:00,80.4302,20250919,09:31:00,83.5445,100,SELLBACK,5.0,5.0,8.35445,293.07555,3.641585756496629
688375.SH,国博电子,20250917,20250918,11:03:00,76.1497,20250919,09:52:00,77.0982,100,SELLBACK,5.0,5.0,7.70982,77.14018,1.012342305809603
301377.SZ,鼎泰高科,20250918,20250919,09:34:00,82.9915,20250922,10:00:00,79.7401,100,FORCE_1000,5.0,5.0,7.97401,-343.11401,-4.1318378160317435
688778.SH,厦钨新能,20250918,20250919,09:34:00,84.2121,20250922,09:31:00,86.0108,100,SELLBACK,5.0,5.0,8.60108,161.26892,1.913896283145091
600977.SH,中国电影,20250918,20250919,09:35:00,17.1065,20250922,09:31:00,17.6914,100,SELLBACK,5.0,5.0,1.76914,46.72086,2.7232162737155017
300223.SZ,君正股份,20250918,20250919,10:15:00,82.8914,20250922,10:00:00,82.9785,100,FORCE_1000,5.0,5.0,8.29785,-9.58785,-0.115597879948976
002738.SZ,中矿资源,20250918,20250919,11:02:00,42.5613,20250922,09:31:00,43.1652,100,SELLBACK,5.0,5.0,4.31652,46.07348,1.0812502786819458
688248.SH,南网科技,20250918,20250919,11:06:00,50.6748,20250922,09:31:00,51.4607,100,SELLBACK,5.0,5.0,5.14607,63.44393,1.2507477604643096
000893.SZ,亚钾国际,20250918,20250919,13:40:00,35.9153,20250922,10:00:00,35.7621,100,FORCE_1000,5.0,5.0,3.57621,-28.89621,-0.803446933572082
600292.SH,电投水电,20250918,20250919,13:40:00,12.4424,20250922,10:00:00,12.3528,100,FORCE_1000,5.0,5.0,1.23528,-20.19528,-1.6166052960199802
002131.SZ,利欧股份,20250919,20250922,09:34:00,6.1681,20250923,09:31:00,6.4353,100,SELLBACK,5.0,5.0,0.64353,16.07647,2.5854312410543416
002407.SZ,多氟多,20250919,20250922,09:34:00,15.9557,20250923,09:39:00,16.1557,100,SELLBACK,5.0,5.0,1.61557,8.38443,0.5238402569084765
300953.SZ,震裕科技,20250919,20250922,09:34:00,115.4005,20250923,09:31:00,118.7288,100,SELLBACK,5.0,5.0,11.87288,310.95712,2.6934237616987367
688331.SH,荣昌生物,20250919,20250922,09:34:00,103.1916,20250923,09:32:00,104.7227,100,SELLBACK,5.0,5.0,10.47227,132.63773,1.284731445463844
002262.SZ,恩华药业,20250919,20250922,10:30:00,27.0042,20250923,10:00:00,26.9465,100,FORCE_1000,5.0,5.0,2.69465,-18.46465,-0.6825058586097537
002821.SZ,凯莱英,20250919,20250922,10:34:00,109.9537,20250923,10:00:00,108.1359,100,FORCE_1000,5.0,5.0,10.81359,-202.59359,-1.8416979610685824
600884.SH,杉杉股份,20250919,20250922,13:39:00,14.2698,20250923,09:32:00,14.5282,100,SELLBACK,5.0,5.0,1.45282,14.38718,1.0047053729800697
603806.SH,福斯特,20250919,20250922,14:51:00,15.2833,20250923,09:32:00,15.4468,100,SELLBACK,5.0,5.0,1.54468,4.80532,0.3133911160676436
000559.SZ,万向钱潮,20250922,20250923,09:34:00,9.8049,20250924,09:31:00,11.4129,100,SELLBACK,5.0,5.0,1.14129,149.65871,15.186223097139495
002126.SZ,银轮股份,20250922,20250923,09:34:00,43.0015,20250924,10:00:00,41.6492,100,FORCE_1000,5.0,5.0,4.16492,-149.39492,-3.470144361985065
600143.SH,金发科技,20250922,20250923,09:34:00,21.4907,20250924,10:00:00,20.2299,100,FORCE_1000,5.0,5.0,2.02299,-138.10299,-6.411258222806129
688411.SH,海博思创,20250922,20250923,09:34:00,243.0114,20250924,09:31:00,258.8213,100,SELLBACK,6.075285,6.470533,25.88213,1542.562053,6.346107667676422
688702.SH,盛科通信-U,20250922,20250923,09:34:00,138.4192,20250924,09:31:00,141.5774,100,SELLBACK,5.0,5.0,14.15774,291.66226,2.106333105123739
002444.SZ,巨星科技,20250922,20250923,09:41:00,32.2561,20250924,10:00:00,32.2039,100,FORCE_1000,5.0,5.0,3.22039,-18.44039,-0.5708021085801133
000932.SZ,华菱钢铁,20250922,20250923,10:00:00,6.031,20250924,10:00:00,5.997,100,FORCE_1000,5.0,5.0,0.5997,-13.9997,-2.3022035849366884
688017.SH,绿的谐波,20250922,20250923,10:01:00,170.3952,20250924,09:42:00,172.2513,100,SELLBACK,5.0,5.0,17.22513,158.38487,0.9292421845848402
688375.SH,国博电子,20250923,20250924,09:34:00,71.8699,20250925,10:00:00,72.2978,100,FORCE_1000,5.0,5.0,7.22978,25.56022,0.3553984363159571
000559.SZ,万向钱潮,20250923,20250924,09:35:00,11.2056,20250925,10:00:00,10.4448,100,FORCE_1000,5.0,5.0,1.04448,-87.12448,-7.74054515085824
002131.SZ,利欧股份,20250923,20250924,09:35:00,5.9959,20250925,10:00:00,5.7821,100,FORCE_1000,5.0,5.0,0.57821,-31.95821,-5.2859309614780265
601880.SH,辽港股份,20250923,20250924,09:45:00,1.7523,20250925,10:00:00,1.7405,100,FORCE_1000,5.0,5.0,0.17405,-11.35405,-6.299755867502636
600884.SH,杉杉股份,20250923,20250924,10:00:00,13.8969,20250925,09:31:00,14.2786,100,SELLBACK,5.0,5.0,1.42786,26.74214,1.9174253776824957
603728.SH,鸣志电器,20250923,20250924,10:00:00,72.2411,20250925,09:31:00,81.6025,100,SELLBACK,5.0,5.0,8.16025,917.97975,12.698378500257984
688017.SH,绿的谐波,20250923,20250924,10:00:00,170.5452,20250925,10:00:00,174.2628,100,FORCE_1000,5.0,5.0,17.42628,344.33372,2.0184256063476584
688234.SH,天岳先进,20250923,20250924,10:00:00,82.6082,20250925,09:31:00,86.2704,100,SELLBACK,5.0,5.0,8.62704,347.59296,4.205184240644002
600170.SH,上海建工,20250924,20250925,09:34:00,3.1866,20250926,10:00:00,2.9835,100,FORCE_1000,5.0,5.0,0.29835,-30.60835,-9.45694556015572
688702.SH,盛科通信-U,20250924,20250925,09:34:00,133.4967,20250926,10:00:00,127.1764,100,FORCE_1000,5.0,5.0,12.71764,-654.74764,-4.902761655660529
301377.SZ,鼎泰高科,20250924,20250925,09:35:00,78.3592,20250926,10:00:00,75.1324,100,FORCE_1000,5.0,5.0,7.51324,-340.19324,-4.33869035776414
000737.SZ,北方铜业,20250924,20250925,10:07:00,14.5873,20250926,09:32:00,14.8777,100,SELLBACK,5.0,5.0,1.48777,17.55223,1.1991439678082707
603486.SH,科沃斯,20250924,20250925,13:19:00,105.1525,20250926,09:48:00,106.6498,100,SELLBACK,5.0,5.0,10.66498,129.06502,1.2268246477032392
300432.SZ,富临精工,20250924,20250925,13:50:00,16.8484,20250926,09:31:00,17.1742,100,SELLBACK,5.0,5.0,1.71742,20.86258,1.2345890735217535
002436.SZ,兴森科技,20250925,20250926,09:34:00,23.4917,20250929,10:00:00,22.4088,100,FORCE_1000,5.0,5.0,2.24088,-120.53088,-5.119888538210919
300475.SZ,香农芯创,20250925,20250926,09:34:00,81.3435,20250929,09:33:00,82.3591,100,SELLBACK,5.0,5.0,8.23591,83.32409,1.023719215907904
300620.SZ,光库科技,20250925,20250926,09:34:00,125.0625,20250929,10:00:00,121.6092,100,FORCE_1000,5.0,5.0,12.16092,-367.49092,-2.937283804575882
688498.SH,源杰科技,20250925,20250926,09:34:00,263.1384,20250929,10:00:00,258.836,100,FORCE_1000,6.57846,6.4709,25.8836,-469.17296,-1.782543695925722
001389.SZ,广合科技,20250925,20250926,09:49:00,80.6747,20250929,10:00:00,78.1453,100,FORCE_1000,5.0,5.0,7.81453,-270.75453,-3.3540481413991006
600699.SH,均胜电子,20250925,20250926,10:01:00,35.1576,20250929,10:00:00,34.3528,100,FORCE_1000,5.0,5.0,3.43528,-93.91528,-2.667471795862257
002065.SZ,东华软件,20250926,20250929,09:34:00,10.9054,20250930,10:00:00,10.7946,100,FORCE_1000,5.0,5.0,1.07946,-22.15946,-2.022697482520036
002126.SZ,银轮股份,20250926,20250929,09:34:00,41.0005,20250930,10:00:00,42.2689,100,FORCE_1000,5.0,5.0,4.22689,112.61311,2.7432822986321725
002281.SZ,光迅科技,20250926,20250929,09:34:00,68.8544,20250930,09:31:00,69.6754,100,SELLBACK,5.0,5.0,6.96754,65.13246,0.9452583579568213
688676.SH,金盘科技,20250926,20250929,10:01:00,53.1466,20250930,10:00:00,53.4133,100,FORCE_1000,5.0,5.0,5.34133,11.32867,0.21295853494396258
688778.SH,厦钨新能,20250926,20250929,10:03:00,80.03,20250930,09:31:00,83.5745,100,SELLBACK,5.0,5.0,8.35745,336.09255,4.196959915084916
002008.SZ,大族激光,20250926,20250929,10:08:00,40.6003,20250930,09:31:00,41.2181,100,SELLBACK,5.0,5.0,4.12181,47.65819,1.1723945456737097
688498.SH,源杰科技,20250926,20250929,10:13:00,266.6892,20250930,09:31:00,285.2268,100,SELLBACK,6.66723,7.13067,28.52268,1811.43942,6.790626217078407
300757.SZ,罗博特科,20250926,20250929,10:20:00,268.6142,20250930,10:00:00,268.4557,100,FORCE_1000,6.715355,6.711392,26.84557,-56.122317,-0.2088805801313487
002402.SZ,和而泰,20250929,20250930,09:34:00,50.6853,20251009,10:00:00,48.8656,100,FORCE_1000,5.0,5.0,4.88656,-196.85656,-3.8800708776729422
600105.SH,永鼎股份,20250929,20250930,09:34:00,12.9465,20251009,10:00:00,13.923,100,FORCE_1000,5.0,5.0,1.3923,86.2577,6.636994575462624
603179.SH,新泉股份,20250929,20250930,09:34:00,59.3225,20251009,09:40:00,60.338,100,SELLBACK,5.0,5.0,6.0338,85.5162,1.440333487725799
688018.SH,乐鑫科技,20250929,20250930,09:34:00,147.974,20251009,09:31:00,153.6906,100,SELLBACK,5.0,5.0,15.36906,546.29094,3.690556531373291
002335.SZ,科华数据,20250929,20250930,10:04:00,49.5765,20251009,10:00:00,49.589,100,FORCE_1000,5.0,5.0,4.9589,-13.7089,-0.2762415241856669
688778.SH,厦钨新能,20250929,20250930,10:05:00,84.7758,20251009,09:31:00,86.6499,100,SELLBACK,5.0,5.0,8.66499,168.74501,1.989312331861297
002130.SZ,沃尔核材,20250929,20250930,10:06:00,30.8204,20251009,10:00:00,30.5897,100,FORCE_1000,5.0,5.0,3.05897,-36.12897,-1.170343435783145
001221.SZ,悍高集团,20250929,20250930,10:07:00,61.0505,20251009,10:00:00,60.2299,100,FORCE_1000,5.0,5.0,6.02299,-98.08299,-1.6052731156046183
300002.SZ,神州泰岳,20250930,20251009,09:36:00,14.037,20251010,10:00:00,13.8831,100,FORCE_1000,5.0,5.0,1.38831,-26.77831,-1.9009235465322638
601869.SH,长飞光纤,20250930,20251009,09:36:00,101.4757,20251010,10:00:00,95.6571,100,FORCE_1000,5.0,5.0,9.56571,-601.42571,-5.923876515995458
601717.SH,中创智领,20250930,20251009,09:42:00,23.1816,20251010,10:00:00,23.5282,100,FORCE_1000,5.0,5.0,2.35282,22.30718,0.9602085090996746
000921.SZ,海信家电,20250930,20251009,10:02:00,24.077,20251010,09:31:00,24.4882,100,SELLBACK,5.0,5.0,2.44882,28.67118,1.188344178720935
688702.SH,盛科通信-U,20250930,20251009,11:15:00,127.8639,20251010,10:00:00,120.8995,100,FORCE_1000,5.0,5.0,12.08995,-718.52995,-5.617293742118722
600498.SH,烽火通信,20250930,20251009,13:23:00,27.8301,20251010,10:00:00,27.7991,100,FORCE_1000,5.0,5.0,2.77991,-15.87991,-0.5695786600478477
002130.SZ,沃尔核材,20250930,20251009,13:29:00,30.381,20251010,09:31:00,30.9585,100,SELLBACK,5.0,5.0,3.09585,44.65415,1.4673901613486249
002335.SZ,科华数据,20250930,20251009,14:33:00,48.9141,20251010,10:00:00,48.7273,100,FORCE_1000,5.0,5.0,4.87273,-33.55273,-0.6852516435510915
002472.SZ,双环传动,20251009,20251010,09:34:00,49.0945,20251013,10:00:00,44.3378,100,FORCE_1000,5.0,5.0,4.43378,-490.10378,-9.972708644914487
002624.SZ,完美世界,20251009,20251010,09:41:00,17.999,20251013,10:00:00,17.7211,100,FORCE_1000,5.0,5.0,1.77211,-39.56211,-2.19192808465843
603119.SH,浙江荣泰,20251009,20251010,10:22:00,82.1868,20251013,10:00:00,76.0004,100,FORCE_1000,5.0,5.0,7.60004,-636.24004,-7.736682847581617
300666.SZ,江丰电子,20251010,20251013,10:35:00,107.479,20251014,09:31:00,112.3353,100,SELLBACK,5.0,5.0,11.23353,464.39647,4.318802090598815
688120.SH,华海清科,20251010,20251013,10:35:00,114.9646,20251014,09:31:00,120.9541,100,SELLBACK,5.0,5.0,12.09541,576.85459,5.015490120384716
688220.SH,翱捷科技-U,20251010,20251013,10:35:00,103.2216,20251014,09:32:00,104.543,100,SELLBACK,5.0,5.0,10.4543,111.6857,1.081475449203847
688411.SH,海博思创,20251010,20251013,10:35:00,290.5852,20251014,09:31:00,300.958,100,SELLBACK,7.26463,7.52395,30.0958,992.39562,3.4143087228951234
000559.SZ,万向钱潮,20251013,20251014,09:34:00,11.2856,20251015,09:31:00,11.4129,100,SELLBACK,5.0,5.0,1.14129,1.58871,0.1401522636649141
002850.SZ,科达利,20251013,20251014,09:34:00,172.7863,20251015,10:00:00,160.9195,100,FORCE_1000,5.0,5.0,16.09195,-1212.77195,-7.016882159592631
300475.SZ,香农芯创,20251013,20251014,09:34:00,98.0118,20251015,10:00:00,88.2587,100,FORCE_1000,5.0,5.0,8.82587,-994.13587,-10.1378505187545
300857.SZ,协创数据,20251013,20251014,09:34:00,114.9574,20251015,10:00:00,105.7757,100,FORCE_1000,5.0,5.0,10.57757,-938.74757,-8.162497108881688
603786.SH,科博达,20251013,20251014,09:34:00,94.9074,20251015,10:00:00,87.1664,100,FORCE_1000,5.0,5.0,8.71664,-792.81664,-8.349182264889308
001309.SZ,德明利,20251013,20251014,09:35:00,198.2291,20251015,10:00:00,176.5117,100,FORCE_1000,5.0,5.0,17.65117,-2199.39117,-11.09240040932201
002407.SZ,多氟多,20251013,20251014,09:35:00,21.0305,20251015,10:00:00,20.2699,100,FORCE_1000,5.0,5.0,2.02699,-88.08699,-4.178600602452502
300073.SZ,当升科技,20251013,20251014,09:35:00,67.5307,20251015,10:00:00,63.3153,100,FORCE_1000,5.0,5.0,6.33153,-437.87153,-6.479239339042064
000021.SZ,深科技,20251014,20251015,13:38:00,28.9044,20251016,09:31:00,29.3959,100,SELLBACK,5.0,5.0,2.93959,36.21041,1.2506012903047552
603156.SH,养元饮品,20251014,20251015,13:38:00,28.6943,20251016,09:57:00,29.1263,100,SELLBACK,5.0,5.0,2.91263,30.28737,1.053682643167515
000960.SZ,锡业股份,20251014,20251015,14:01:00,23.1116,20251016,09:38:00,23.4348,100,SELLBACK,5.0,5.0,2.34348,19.97652,0.8624844570323296
002244.SZ,滨江集团,20251014,20251015,14:01:00,11.6378,20251016,10:00:00,11.6262,100,FORCE_1000,5.0,5.0,1.16262,-12.32262,-1.0543147555570767
300136.SZ,信维通信,20251015,20251016,09:40:00,29.4547,20251017,10:00:00,28.066,100,FORCE_1000,5.0,5.0,2.8066,-151.6766,-5.140760624578458
000400.SZ,许继电气,20251015,20251016,09:41:00,26.7043,20251017,10:00:00,25.2464,100,FORCE_1000,5.0,5.0,2.52464,-158.31464,-5.917353098380448
601567.SH,三星电气,20251015,20251016,09:41:00,24.7624,20251017,10:00:00,23.928,100,FORCE_1000,5.0,5.0,2.3928,-95.8328,-3.8622946591220524
601615.SH,明阳智能,20251015,20251016,09:41:00,16.083,20251017,10:00:00,15.4073,100,FORCE_1000,5.0,5.0,1.54073,-79.11073,-4.903658959895867
688122.SH,西部超导,20251015,20251016,09:41:00,73.2766,20251017,10:00:00,70.1849,100,FORCE_1000,5.0,5.0,7.01849,-326.18849,-4.448433310694891
688361.SH,中科飞测,20251015,20251016,09:41:00,121.4707,20251017,10:00:00,115.6122,100,FORCE_1000,5.0,5.0,11.56122,-607.41122,-4.998417718133618
000559.SZ,万向钱潮,20251015,20251016,09:57:00,11.1288,20251017,10:00:00,10.9045,100,FORCE_1000,5.0,5.0,1.09045,-33.52045,-2.998573192113643
300432.SZ,富临精工,20251015,20251016,10:00:00,18.9595,20251017,10:00:00,18.4108,100,FORCE_1000,5.0,5.0,1.84108,-66.71108,-3.5093547962860674
601608.SH,中信重工,20251027,20251028,09:35:00,7.561,20251029,09:31:00,7.7556,100,SELLBACK,5.0,5.0,0.77556,8.68444,1.141037971357246
600871.SH,石化油服,20251027,20251028,10:02:00,2.288,20251029,10:00:00,2.2589,100,FORCE_1000,5.0,5.0,0.22589,-13.13589,-5.618430282292558
688336.SH,三生国健,20251027,20251028,13:18:00,41.1899,20251029,09:31:00,42.5685,100,SELLBACK,5.0,5.0,4.25685,123.60315,2.9971738534768515
601001.SH,晋控煤业,20251027,20251028,14:10:00,14.1725,20251029,10:00:00,14.1559,100,FORCE_1000,5.0,5.0,1.41559,-13.07559,-0.9193594656354368
002487.SZ,大金重工,20251028,20251029,09:38:00,47.1877,20251030,09:31:00,49.1392,100,SELLBACK,5.0,5.0,4.91392,180.23608,3.8155134564129924
603233.SH,大参林,20251028,20251029,10:15:00,17.1197,20251030,09:31:00,18.0229,100,SELLBACK,5.0,5.0,1.80229,78.51771,4.57303913289108
002487.SZ,大金重工,20251029,20251030,09:36:00,48.6873,20251031,09:31:00,51.5656,100,SELLBACK,5.0,5.0,5.15656,272.67344,5.594758839738763
600871.SH,石化油服,20251029,20251030,09:39:00,2.3011,20251031,10:00:00,2.2489,100,FORCE_1000,5.0,5.0,0.22489,-15.44489,-6.56921866360427
603233.SH,大参林,20251029,20251030,09:40:00,17.3387,20251031,10:00:00,17.4213,100,FORCE_1000,5.0,5.0,1.74213,-3.48213,-0.2002524628063053
002487.SZ,大金重工,20251030,20251031,09:34:00,51.2286,20251103,10:00:00,50.8775,100,FORCE_1000,5.0,5.0,5.08775,-50.19775,-0.9789220064510342
688313.SH,仕佳光子,20251030,20251031,09:34:00,68.7444,20251103,10:00:00,64.9175,100,FORCE_1000,5.0,5.0,6.49175,-399.18175,-5.8025326189341
300548.SZ,长芯博创,20251030,20251031,09:36:00,103.3817,20251103,10:00:00,97.2613,100,FORCE_1000,5.0,5.0,9.72613,-631.76613,-6.108051303420518
300475.SZ,香农芯创,20251030,20251031,09:37:00,123.4795,20251103,09:31:00,128.5048,100,SELLBACK,5.0,5.0,12.85048,479.67952,3.8831171501544164
300570.SZ,太辰光,20251030,20251031,09:39:00,101.2206,20251103,10:00:00,97.2014,100,FORCE_1000,5.0,5.0,9.72014,-421.64014,-4.163499969388943
002138.SZ,顺络电子,20251030,20251031,09:40:00,38.2891,20251103,10:00:00,37.0015,100,FORCE_1000,5.0,5.0,3.70015,-142.46015,-3.7157927546551694
600871.SH,石化油服,20251030,20251031,11:07:00,2.2478,20251103,10:00:00,2.2489,100,FORCE_1000,5.0,5.0,0.22489,-10.11489,-4.401988858908521
688578.SH,艾力斯,20251030,20251031,14:03:00,106.4815,20251103,09:31:00,108.4372,100,SELLBACK,5.0,5.0,10.84372,174.72628,1.6401372364042561
001309.SZ,德明利,20251031,20251103,09:35:00,220.3701,20251104,09:31:00,237.4035,100,SELLBACK,5.509253,5.935088,23.74035,1668.15531,7.567897711196521
002402.SZ,和而泰,20251031,20251103,09:35:00,49.5848,20251104,10:00:00,47.886,100,FORCE_1000,5.0,5.0,4.7886,-184.6686,-3.7205468743704015
300223.SZ,君正股份,20251031,20251103,13:11:00,90.8954,20251104,10:00:00,87.3663,100,FORCE_1000,5.0,5.0,8.73663,-371.64663,-4.086480789572645
300395.SZ,菲利华,20251031,20251103,13:11:00,77.2086,20251104,09:45:00,78.2625,100,SELLBACK,5.0,5.0,7.82625,87.56375,1.133385150649895
300857.SZ,协创数据,20251031,20251103,13:11:00,115.5292,20251104,09:31:00,117.2953,100,SELLBACK,5.0,5.0,11.72953,154.88047,1.3400375673131497
600499.SH,科达制造,20251031,20251103,13:11:00,12.2261,20251104,10:00:00,11.974,100,FORCE_1000,5.0,5.0,1.1974,-36.4074,-2.9657138667817953
688313.SH,仕佳光子,20251031,20251103,13:11:00,66.053,20251104,09:31:00,66.8995,100,SELLBACK,5.0,5.0,6.68995,67.96005,1.0280932786711647
601611.SH,中国核建,20251031,20251103,13:15:00,13.3365,20251104,10:00:00,13.1034,100,FORCE_1000,5.0,5.0,1.31034,-34.62034,-2.5862129757591603
600105.SH,永鼎股份,20251103,20251104,09:34:00,15.4927,20251105,10:00:00,14.3078,100,FORCE_1000,5.0,5.0,1.43078,-129.92078,-8.358958224761464
603308.SH,应流股份,20251103,20251104,09:34:00,39.1996,20251105,10:00:00,37.971,100,FORCE_1000,5.0,5.0,3.7971,-136.6571,-3.481745036892096
600021.SH,上海电力,20251103,20251104,09:35:00,28.8544,20251105,10:00:00,27.7161,100,FORCE_1000,5.0,5.0,2.77161,-126.60161,-4.380011693721372
601608.SH,中信重工,20251103,20251104,09:45:00,7.3529,20251105,10:00:00,7.1236,100,FORCE_1000,5.0,5.0,0.71236,-33.64236,-4.544483918464386
688361.SH,中科飞测,20251113,20251114,09:37:00,123.3917,20251117,09:31:00,126.1605,100,SELLBACK,5.0,5.0,12.61605,254.26395,2.059789763102744
601179.SH,中国西电,20251113,20251114,09:41:00,9.4307,20251117,10:00:00,9.0915,100,FORCE_1000,5.0,5.0,0.90915,-44.82915,-4.728464142943032
600977.SH,中国电影,20251113,20251114,09:43:00,17.997,20251117,10:00:00,17.1994,100,FORCE_1000,5.0,5.0,1.71994,-91.47994,-5.068983210505902
002436.SZ,兴森科技,20251113,20251114,09:46:00,20.01,20251117,10:00:00,20.1799,100,FORCE_1000,5.0,5.0,2.01799,4.97201,0.2478569292123629
688599.SH,天合光能,20251113,20251114,10:00:00,21.5308,20251117,10:00:00,20.3598,100,FORCE_1000,5.0,5.0,2.03598,-129.13598,-5.9838365584223006
600801.SH,华新建材,20251113,20251114,10:12:00,22.4182,20251117,10:00:00,22.1189,100,FORCE_1000,5.0,5.0,2.21189,-42.14189,-1.875623770484507
688676.SH,金盘科技,20251113,20251114,10:21:00,80.4102,20251117,10:00:00,76.7816,100,FORCE_1000,5.0,5.0,7.67816,-380.53816,-4.729520433705111
000400.SZ,许继电气,20251113,20251114,10:23:00,27.3645,20251117,10:00:00,26.8256,100,FORCE_1000,5.0,5.0,2.68256,-66.57256,-2.428370387933393
300751.SZ,迈为股份,20251219,20251222,09:34:00,158.5893,20251223,10:00:00,160.7996,100,FORCE_1000,5.0,5.0,16.07996,194.95004,1.2288886801694159
301611.SZ,珂玛科技,20251219,20251222,09:34:00,72.8064,20251223,10:00:00,76.1319,100,FORCE_1000,5.0,5.0,7.61319,314.93681,4.322706172690388
605358.SH,立昂微,20251219,20251222,09:34:00,34.9675,20251223,10:00:00,36.5317,100,FORCE_1000,5.0,5.0,3.65317,142.76683,4.077013778824874
300395.SZ,菲利华,20251219,20251222,09:38:00,91.4457,20251223,10:00:00,98.001,100,FORCE_1000,5.0,5.0,9.8001,635.7299,6.948194286726044
300620.SZ,光库科技,20251219,20251222,09:39:00,159.4297,20251223,10:00:00,159.0105,100,FORCE_1000,5.0,5.0,15.90105,-67.82105,-0.4252644693964185
301200.SZ,大族数控,20251219,20251222,09:39:00,112.006,20251223,10:00:00,118.6107,100,FORCE_1000,5.0,5.0,11.86107,638.60893,5.6990159384593415
603308.SH,应流股份,20251219,20251222,09:40:00,40.4302,20251223,09:31:00,41.258,100,SELLBACK,5.0,5.0,4.1258,68.6542,1.695994585006991
002157.SZ,正邦科技,20251219,20251222,09:44:00,3.5518,20251223,10:00:00,3.5782,100,FORCE_1000,5.0,5.0,0.35782,-7.71782,-2.1427675051363204
301377.SZ,鼎泰高科,20251222,20251223,09:34:00,132.156,20251224,10:00:00,141.2893,100,FORCE_1000,5.0,5.0,14.12893,889.20107,6.72587530066714
300346.SZ,南大光电,20251222,20251223,10:30:00,45.7898,20251224,10:00:00,45.4972,100,FORCE_1000,5.0,5.0,4.54972,-43.80972,-0.9557135938638476
600879.SH,航天电子,20251223,20251224,09:34:00,15.8169,20251225,09:31:00,16.9136,100,SELLBACK,5.0,5.0,1.69136,97.97864,6.175033560430833
601399.SH,国机重装,20251223,20251224,09:35:00,5.1025,20251225,09:31:00,5.1722,100,SELLBACK,5.0,5.0,0.51722,-3.54722,-0.6884463852498787
688615.SH,合合信息,20251223,20251224,09:50:00,149.9678,20251225,10:00:00,152.181,100,FORCE_1000,5.0,5.0,15.2181,196.1019,1.3071908800155714
002444.SZ,巨星科技,20251223,20251224,10:16:00,34.1191,20251225,10:00:00,34.2029,100,FORCE_1000,5.0,5.0,3.42029,-5.04029,-0.1475101773239564
688375.SH,国博电子,20251223,20251224,14:12:00,73.6108,20251225,09:31:00,74.7917,100,SELLBACK,5.0,5.0,7.47917,100.61083,1.3658666482036579
002025.SZ,航天电器,20251224,20251225,09:34:00,47.3937,20251226,10:00:00,48.026,100,FORCE_1000,5.0,5.0,4.8026,48.4274,1.0207340489885908
600879.SH,航天电子,20251224,20251225,09:34:00,16.9375,20251226,10:00:00,18.1099,100,FORCE_1000,5.0,5.0,1.81099,105.42901,6.206269904341428
