start_date,end_date,total_days,initial_value,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,dd_start,dd_end,alpha,beta,information_ratio,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss
2020-01-02,2026-06-16,1561,10000000.0,21560556.43546,1.1560556435460003,0.13204681967370324,0.2970085000335624,0.3435821522352788,-0.5565999666092339,-55.6599966609234,2021-12-27,2024-02-05,0.06273038259759378,0.7684993970826357,0.2461899889216638,5,1.0,inf,2305787.9879599996,0,6675366.929999999,84607.08170000018
