start_date,end_date,total_days,initial_value,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,dd_start,dd_end,alpha,beta,information_ratio,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss
2020-01-02,2026-06-16,1561,10000000.0,16334518.631109988,0.6334518631109989,0.08243746947490416,0.20062049468764898,0.2613764339308671,-0.26646816114029775,-26.646816114029775,2023-12-12,2024-09-18,0.0018935456303497133,0.4466041762796344,0.008938192577090782,396,0.44191919191919193,1.2017876265886858,222492.0548228571,-146599.52181040723,2464926.65,-709993.2562
