trade_id,order_id,stock_code,traded_price,traded_volume,traded_amount,trade_cost,direction,reason
T346,346,300100.SZ,8.27,0,6616.0,5.1,buy,Alpha144突破
T347,347,300620.SZ,43.25,0,4325.0,5.1,buy,Alpha144突破
T348,348,300140.SZ,7.48,0,6732.0,5.1,buy,Alpha144突破
T349,349,688375.SH,103.41,0,2947185.0,766.3681,buy,Alpha144突破
T350,350,688192.SH,48.32,100,4832.0,9.9803,sell,Alpha144卖出
T351,351,300100.SZ,8.18,800,6544.0,11.644,sell,Alpha144卖出
T352,352,300620.SZ,43.65,100,4365.0,9.465,sell,Alpha144卖出
T353,353,300140.SZ,7.9,900,7110.0,12.21,sell,Alpha144卖出
T354,354,603699.SH,11.7,0,2923830.0,760.2958,buy,Alpha144突破
T355,355,001309.SZ,62.89,0,2918096.0,729.624,buy,Alpha144突破
T356,356,688295.SH,43.94,0,2922010.0,759.8226,buy,Alpha144突破
T357,357,688166.SH,24.94,0,2922968.0,760.0717,buy,Alpha144突破
T358,358,688375.SH,100.15,28500,2854275.0,3596.4865,sell,Alpha144卖出
T359,359,688192.SH,48.17,0,91523.0,23.896,buy,Alpha144突破
T360,360,603699.SH,12.25,249900,3061275.0,3857.3065,sell,Alpha144卖出
T361,361,001309.SZ,72.76,46400,3376064.0,4220.18,sell,Alpha144卖出
T362,362,688295.SH,38.88,66500,2585520.0,3257.8552,sell,Alpha144卖出
T363,363,688166.SH,22.66,117200,2655752.0,3346.3475,sell,Alpha144卖出
T364,364,688322.SH,36.48,0,2798016.0,727.5842,buy,Alpha144突破
T365,365,300757.SZ,54.48,0,2800272.0,700.168,buy,Alpha144突破
T366,366,603156.SH,22.35,0,2800455.0,728.2183,buy,Alpha144突破
T367,367,002153.SZ,23.01,0,2800317.0,700.1793,buy,Alpha144突破
T368,368,688192.SH,50.47,1900,95893.0,120.9252,sell,Alpha144卖出
T369,369,688192.SH,50.59,0,2903866.0,755.1052,buy,Alpha144突破
T370,370,688322.SH,30.98,76700,2376166.0,2994.0692,sell,Alpha144卖出
T371,371,300757.SZ,55.11,51400,2832654.0,3540.9175,sell,Alpha144卖出
T372,372,603156.SH,26.0,125300,3257800.0,4104.928,sell,Alpha144卖出
T373,373,002153.SZ,18.98,121700,2309866.0,2887.4325,sell,Alpha144卖出
T374,374,688192.SH,50.97,57400,2925678.0,3686.4543,sell,Alpha144卖出
T375,375,300475.SZ,21.03,0,2839050.0,709.8625,buy,Alpha144突破
T376,376,002265.SZ,13.4,0,2840800.0,710.3,buy,Alpha144突破
T377,377,688192.SH,53.58,0,2839740.0,738.4324,buy,Alpha144突破
T378,378,600816.SH,3.81,0,2838831.0,738.1961,buy,Alpha144突破
T379,379,300475.SZ,29.62,135000,3998700.0,4998.475,sell,Alpha144卖出
T380,380,002265.SZ,13.32,212000,2823840.0,3529.9,sell,Alpha144卖出
T381,381,688192.SH,44.81,53000,2374930.0,2992.5118,sell,Alpha144卖出
T382,382,600816.SH,4.0,745100,2980400.0,3755.404,sell,Alpha144卖出
T383,383,301377.SZ,21.16,0,2778308.0,694.677,buy,Alpha144突破
T384,384,600601.SH,2.9,0,2777040.0,722.1304,buy,Alpha144突破
T385,385,603529.SH,37.92,0,2775744.0,721.7934,buy,Alpha144突破
T386,386,001203.SZ,11.71,0,3080901.0,770.3252,buy,Alpha144突破
T387,387,603565.SH,10.47,0,2984997.0,776.1992,buy,Alpha144突破
T388,388,301377.SZ,22.99,131300,3018587.0,3773.3337,sell,Alpha144卖出
T389,389,600601.SH,2.84,957600,2719584.0,3426.7758,sell,Alpha144卖出
T390,390,603529.SH,32.2,73200,2357040.0,2969.9704,sell,Alpha144卖出
T391,391,688281.SH,202.6,0,567280.0,147.5928,buy,Alpha144突破
T392,392,300888.SZ,41.69,0,583660.0,146.015,buy,Alpha144突破
T393,393,688778.SH,49.52,0,579384.0,150.7398,buy,Alpha144突破
T394,394,001203.SZ,11.17,263100,2938827.0,3673.6338,sell,Alpha144卖出
T395,395,688336.SH,17.61,0,2940870.0,764.7262,buy,Alpha144突破
T396,396,603565.SH,10.56,285100,3010656.0,3793.5266,sell,Alpha144卖出
T397,397,688192.SH,33.02,0,2909062.0,756.4561,buy,Alpha144突破
T398,398,688281.SH,192.57,2800,539196.0,679.487,sell,Alpha144卖出
T399,399,300888.SZ,43.38,14000,607320.0,759.25,sell,Alpha144卖出
T400,400,688778.SH,45.49,11700,532233.0,670.7136,sell,Alpha144卖出
T401,401,688520.SH,58.63,0,3078075.0,800.3995,buy,Alpha144突破
T402,402,688375.SH,78.74,0,3078734.0,800.5708,buy,Alpha144突破
T403,403,688336.SH,20.04,167000,3346680.0,4216.9168,sell,Alpha144卖出
T404,404,600901.SH,4.44,0,2507268.0,651.9897,buy,Alpha144突破
T405,405,300953.SZ,72.31,0,2501926.0,625.5815,buy,Alpha144突破
T406,406,688192.SH,33.52,88100,2953112.0,3721.0211,sell,Alpha144卖出
T407,407,688475.SH,46.15,0,2925910.0,760.8366,buy,Alpha144突破
T408,408,688520.SH,52.67,52500,2765175.0,3484.2205,sell,Alpha144卖出
T409,409,688375.SH,79.72,39100,3117052.0,3927.5855,sell,Alpha144卖出
T410,410,600901.SH,4.5,564700,2541150.0,3201.949,sell,Alpha144卖出
T411,411,300953.SZ,66.17,34600,2289482.0,2861.9525,sell,Alpha144卖出
T412,412,688475.SH,43.98,63400,2788332.0,3513.3983,sell,Alpha144卖出
T413,413,300718.SZ,19.55,0,2879715.0,720.0288,buy,Alpha144突破
T414,414,600378.SH,33.43,0,2878323.0,748.464,buy,Alpha144突破
T415,415,300100.SZ,8.56,0,2878728.0,719.782,buy,Alpha144突破
T416,416,000737.SZ,5.58,0,2879280.0,719.92,buy,Alpha144突破
T417,417,688192.SH,34.8,0,2857080.0,742.9408,buy,Alpha144突破
T418,418,300718.SZ,18.18,147300,2677914.0,3347.4925,sell,Alpha144卖出
T419,419,600378.SH,32.43,86100,2792223.0,3518.301,sell,Alpha144卖出
T420,420,300100.SZ,8.41,336300,2828283.0,3535.4537,sell,Alpha144卖出
T421,421,000737.SZ,5.55,516000,2863800.0,3579.85,sell,Alpha144卖出
T422,422,301377.SZ,19.38,0,19380.0,5.1,buy,Alpha144突破
T423,423,300718.SZ,18.2,0,20020.0,5.105,buy,Alpha144突破
T424,424,688166.SH,27.11,0,18977.0,5.2898,buy,Alpha144突破
T425,425,688778.SH,42.96,0,17184.0,5.2718,buy,Alpha144突破
T426,426,688192.SH,34.08,82100,2797968.0,3525.5397,sell,Alpha144卖出
T427,427,301377.SZ,19.45,1000,19450.0,24.55,sell,Alpha144卖出
T428,428,300718.SZ,16.14,1100,17754.0,22.854,sell,Alpha144卖出
T429,429,688166.SH,39.18,700,27426.0,34.6568,sell,Alpha144卖出
T430,430,688778.SH,41.19,400,16476.0,21.7408,sell,Alpha144卖出
T431,431,600816.SH,2.74,0,2793704.0,726.463,buy,Alpha144突破
T432,432,300140.SZ,7.47,0,2793780.0,698.545,buy,Alpha144突破
T433,433,600764.SH,21.22,0,2794674.0,726.7152,buy,Alpha144突破
T434,434,002461.SZ,8.24,0,2793360.0,698.44,buy,Alpha144突破
T435,435,688192.SH,38.92,0,2736076.0,711.4798,buy,Alpha144突破
T436,436,600816.SH,3.42,1019600,3487032.0,4393.7603,sell,Alpha144卖出
T437,437,300140.SZ,7.57,374000,2831180.0,3539.075,sell,Alpha144卖出
T438,438,600764.SH,23.02,131700,3031734.0,3820.0848,sell,Alpha144卖出
T439,439,002461.SZ,8.3,339000,2813700.0,3517.225,sell,Alpha144卖出
T440,440,600378.SH,29.63,0,50371.0,13.1965,buy,Alpha144突破
T441,441,688563.SH,64.28,0,51424.0,13.4702,buy,Alpha144突破
T442,442,688336.SH,24.17,0,50757.0,13.2968,buy,Alpha144突破
T443,443,688192.SH,43.67,70300,3070001.0,3868.3013,sell,Alpha144卖出
T444,444,688192.SH,45.55,0,3051850.0,793.581,buy,Alpha144突破
T445,445,600378.SH,29.1,1700,49470.0,62.4322,sell,Alpha144卖出
T446,446,688563.SH,60.03,800,48024.0,60.6102,sell,Alpha144卖出
T447,447,688336.SH,22.54,2100,47334.0,59.7408,sell,Alpha144卖出
T448,448,688192.SH,45.55,67000,3051850.0,3845.431,sell,Alpha144卖出
T449,449,301377.SZ,21.59,0,3050667.0,762.7668,buy,Alpha144突破
T450,450,603699.SH,13.81,0,3052010.0,793.6226,buy,Alpha144突破
T451,451,603298.SH,22.62,0,3051438.0,793.4739,buy,Alpha144突破
T452,452,301377.SZ,21.74,141300,3071862.0,3839.9275,sell,Alpha144卖出
T453,453,603699.SH,13.57,221000,2998970.0,3778.8022,sell,Alpha144卖出
T454,454,603298.SH,22.94,134900,3094606.0,3899.3036,sell,Alpha144卖出
T455,455,688248.SH,23.9,0,3049640.0,793.0064,buy,Alpha144突破
T456,456,688778.SH,38.87,0,3051295.0,793.4367,buy,Alpha144突破
T457,457,301377.SZ,22.37,0,3051268.0,762.917,buy,Alpha144突破
T458,458,688248.SH,23.54,127600,3003704.0,3784.767,sell,Alpha144卖出
T459,459,688778.SH,38.09,78500,2990065.0,3767.5819,sell,Alpha144卖出
T460,460,301377.SZ,21.79,136400,2972156.0,3715.295,sell,Alpha144卖出
T461,461,301377.SZ,22.44,0,3011448.0,752.962,buy,Alpha144突破
T462,462,688702.SH,50.95,0,3011145.0,782.9977,buy,Alpha144突破
T463,463,000737.SZ,5.68,0,3010400.0,752.7,buy,Alpha144突破
T464,464,688192.SH,46.9,0,3010980.0,782.9548,buy,Alpha144突破
T465,465,603256.SH,8.12,0,2945936.0,766.0434,buy,Alpha144突破
T466,466,301377.SZ,21.44,134200,2877248.0,3596.66,sell,Alpha144卖出
T467,467,688702.SH,44.93,59100,2655363.0,3345.8574,sell,Alpha144卖出
T468,468,000737.SZ,5.84,530000,3095200.0,3869.1,sell,Alpha144卖出
T469,469,688192.SH,43.48,64200,2791416.0,3517.2842,sell,Alpha144卖出
T470,470,603256.SH,7.73,362800,2804444.0,3533.6994,sell,Alpha144卖出
T471,471,688778.SH,40.52,0,2852608.0,741.7781,buy,Alpha144突破
T472,472,600816.SH,2.84,0,2853064.0,741.8966,buy,Alpha144突破
T473,473,301498.SZ,42.29,0,2850346.0,712.6865,buy,Alpha144突破
T474,474,002461.SZ,7.83,0,2852469.0,713.2173,buy,Alpha144突破
T475,475,688778.SH,37.26,70400,2623104.0,3305.211,sell,Alpha144卖出
T476,476,600816.SH,2.7,1004600,2712420.0,3417.7492,sell,Alpha144卖出
T477,477,301498.SZ,42.41,67400,2858434.0,3573.1425,sell,Alpha144卖出
T478,478,002461.SZ,7.81,364300,2845183.0,3556.5788,sell,Alpha144卖出
T479,479,600378.SH,28.13,0,2776431.0,721.9721,buy,Alpha144突破
T480,480,688295.SH,27.16,0,2775752.0,721.7955,buy,Alpha144突破
T481,481,300972.SZ,35.05,0,2775960.0,694.09,buy,Alpha144突破
T482,482,600378.SH,26.65,98700,2630355.0,3314.3473,sell,Alpha144卖出
T483,483,688295.SH,26.64,102200,2722608.0,3430.5861,sell,Alpha144卖出
T484,484,300972.SZ,33.09,79200,2620728.0,3276.01,sell,Alpha144卖出
T485,485,688295.SH,25.51,0,2701509.0,702.4923,buy,Alpha144突破
T486,486,603565.SH,7.33,0,2701838.0,702.5779,buy,Alpha144突破
T487,487,688349.SH,26.26,0,2702154.0,702.66,buy,Alpha144突破
T488,488,688475.SH,43.42,0,2700724.0,702.2882,buy,Alpha144突破
T489,489,603786.SH,55.88,0,2699004.0,701.841,buy,Alpha144突破
T490,490,688295.SH,27.77,105900,2940843.0,3705.5622,sell,Alpha144卖出
T491,491,603565.SH,8.05,368600,2967230.0,3738.8098,sell,Alpha144卖出
T492,492,688349.SH,28.81,102900,2964549.0,3735.4317,sell,Alpha144卖出
T493,493,688475.SH,46.19,62200,2873018.0,3620.1027,sell,Alpha144卖出
T494,494,603786.SH,63.82,48300,3082506.0,3884.0576,sell,Alpha144卖出
T495,495,603256.SH,6.81,0,3405.0,5.134,buy,Alpha144突破
T496,496,002265.SZ,10.58,0,3174.0,5.1,buy,Alpha144突破
T497,497,300100.SZ,9.34,0,3736.0,5.1,buy,Alpha144突破
T498,498,000737.SZ,8.1,0,2962170.0,740.6425,buy,Alpha144突破
T499,499,002265.SZ,9.86,300,2958.0,8.058,sell,Alpha144卖出
T500,500,300100.SZ,8.81,400,3524.0,8.624,sell,Alpha144卖出
T501,501,000737.SZ,7.18,365700,2625726.0,3282.2575,sell,Alpha144卖出
T502,502,603256.SH,7.66,500,3830.0,8.9683,sell,Alpha144卖出
T503,503,688295.SH,30.17,0,2896320.0,753.1432,buy,Alpha144突破
T504,504,600350.SH,8.37,0,2894346.0,752.63,buy,Alpha144突破
T505,505,601298.SH,7.33,0,2893884.0,752.5098,buy,Alpha144突破
T506,506,601228.SH,3.36,0,2894304.0,752.619,buy,Alpha144突破
T507,507,688375.SH,67.14,0,2833308.0,736.7601,buy,Alpha144突破
T508,508,688295.SH,24.51,96000,2352960.0,2964.8296,sell,Alpha144卖出
T509,509,301498.SZ,52.74,0,52740.0,13.285,buy,Alpha144突破
T510,510,600350.SH,8.92,345800,3084536.0,3886.6154,sell,Alpha144卖出
T511,511,601298.SH,8.06,394800,3182088.0,4009.5309,sell,Alpha144卖出
T512,512,601228.SH,3.35,861400,2885690.0,3636.0694,sell,Alpha144卖出
T513,513,301200.SZ,34.84,0,2306408.0,576.702,buy,Alpha144突破
T514,514,300140.SZ,6.93,0,2306997.0,576.8492,buy,Alpha144突破
T515,515,688702.SH,39.01,0,2305491.0,599.5277,buy,Alpha144突破
T516,516,688375.SH,73.94,42200,3120268.0,3931.6377,sell,Alpha144卖出
T517,517,301498.SZ,59.26,1000,59260.0,74.175,sell,Alpha144卖出
T518,518,603256.SH,7.27,0,2915997.0,758.2592,buy,Alpha144突破
T519,519,301200.SZ,33.53,66200,2219686.0,2774.7075,sell,Alpha144卖出
T520,520,300140.SZ,6.8,332900,2263720.0,2829.75,sell,Alpha144卖出
T521,521,688702.SH,39.7,59100,2346270.0,2956.4002,sell,Alpha144卖出
T522,522,688018.SH,74.51,0,2898439.0,753.6941,buy,Alpha144突破
T523,523,688819.SH,27.68,0,2900864.0,754.3246,buy,Alpha144突破
T524,524,688331.SH,46.5,0,2864400.0,744.844,buy,Alpha144突破
T525,525,688475.SH,39.78,0,2860182.0,743.7473,buy,Alpha144突破
T526,526,603256.SH,6.47,401100,2595117.0,3269.9474,sell,Alpha144卖出
T527,527,688018.SH,73.89,38900,2874321.0,3621.7445,sell,Alpha144卖出
T528,528,688819.SH,26.24,104800,2749952.0,3465.0395,sell,Alpha144卖出
T529,529,688331.SH,45.66,61600,2812656.0,3544.0466,sell,Alpha144卖出
T530,530,688475.SH,40.98,71900,2946462.0,3712.6421,sell,Alpha144卖出
T531,531,688281.SH,95.05,0,2813480.0,731.6048,buy,Alpha144突破
T532,532,688018.SH,75.72,0,2816784.0,732.4638,buy,Alpha144突破
T533,533,688336.SH,22.81,0,2817035.0,732.5291,buy,Alpha144突破
T534,534,688702.SH,43.69,0,2818005.0,732.7813,buy,Alpha144突破
T535,535,688281.SH,85.9,29600,2542640.0,3203.8264,sell,Alpha144卖出
T536,536,688018.SH,82.81,37200,3080532.0,3881.5703,sell,Alpha144卖出
T537,537,688336.SH,21.81,123500,2693535.0,3393.9541,sell,Alpha144卖出
T538,538,688702.SH,47.49,64500,3063105.0,3859.6123,sell,Alpha144卖出
T539,539,688582.SH,31.63,0,2837211.0,737.7749,buy,Alpha144突破
T540,540,300100.SZ,11.47,0,2838825.0,709.8063,buy,Alpha144突破
T541,541,688582.SH,29.0,89700,2601300.0,3277.738,sell,Alpha144卖出
T542,542,300100.SZ,10.84,247500,2682900.0,3353.725,sell,Alpha144卖出
T543,543,300140.SZ,6.13,0,2756661.0,689.2653,buy,Alpha144突破
T544,544,002265.SZ,8.93,0,2756691.0,689.2728,buy,Alpha144突破
T545,545,688563.SH,53.55,0,2757825.0,717.1345,buy,Alpha144突破
T546,546,300140.SZ,6.14,449700,2761158.0,3451.5475,sell,Alpha144卖出
T547,547,002265.SZ,8.86,308700,2735082.0,3418.9525,sell,Alpha144卖出
T548,548,688563.SH,53.08,51500,2733620.0,3444.4612,sell,Alpha144卖出
T549,549,688582.SH,26.57,0,2747338.0,714.4079,buy,Alpha144突破
T550,550,601869.SH,24.02,0,2745486.0,713.9264,buy,Alpha144突破
T551,551,688172.SH,15.81,0,2747778.0,714.5223,buy,Alpha144突破
T552,552,688582.SH,28.6,103400,2957240.0,3726.2224,sell,Alpha144卖出
T553,553,601869.SH,23.61,114300,2698623.0,3400.365,sell,Alpha144卖出
T554,554,688172.SH,15.74,173800,2735612.0,3446.9711,sell,Alpha144卖出
T555,555,688375.SH,43.5,0,2770950.0,720.547,buy,Alpha144突破
T556,556,002265.SZ,8.69,0,2773848.0,693.562,buy,Alpha144突破
T557,557,300140.SZ,5.93,0,2773461.0,693.4653,buy,Alpha144突破
T558,558,688568.SH,30.8,0,2775080.0,721.6208,buy,Alpha144突破
T559,559,002461.SZ,8.25,0,2720025.0,680.1063,buy,Alpha144突破
T560,560,300140.SZ,4.81,467700,2249637.0,2812.1463,sell,Alpha144卖出
T561,561,688375.SH,42.07,63700,2679859.0,3376.7223,sell,Alpha144卖出
T562,562,002265.SZ,8.33,319200,2658936.0,3323.77,sell,Alpha144卖出
T563,563,688568.SH,30.64,90100,2760664.0,3478.5366,sell,Alpha144卖出
T564,564,002461.SZ,8.06,329700,2657382.0,3321.8275,sell,Alpha144卖出
T565,565,300718.SZ,13.34,0,2609304.0,652.426,buy,Alpha144突破
T566,566,003035.SZ,4.24,0,2608448.0,652.212,buy,Alpha144突破
T567,567,688349.SH,26.85,0,2607135.0,677.9551,buy,Alpha144突破
T568,568,600032.SH,7.26,0,2608518.0,678.3147,buy,Alpha144突破
T569,569,688375.SH,43.66,0,2597770.0,675.5202,buy,Alpha144突破
T570,570,688349.SH,21.59,97100,2096389.0,2641.5501,sell,Alpha144卖出
T571,571,300972.SZ,29.26,0,5852.0,5.1,buy,Alpha144突破
T572,572,003035.SZ,3.97,615200,2442344.0,3053.03,sell,Alpha144卖出
T573,573,600032.SH,6.76,359300,2428868.0,3060.4737,sell,Alpha144卖出
T574,574,688375.SH,39.14,59500,2328830.0,2934.4258,sell,Alpha144卖出
T575,575,300972.SZ,28.52,200,5704.0,10.804,sell,Alpha144卖出
T576,576,300718.SZ,12.91,195600,2525196.0,3156.595,sell,Alpha144卖出
T577,577,600711.SH,3.9,0,2363010.0,614.4826,buy,Alpha144突破
T578,578,300953.SZ,49.07,0,2360267.0,590.1667,buy,Alpha144突破
T579,579,603256.SH,6.54,0,2362902.0,614.4545,buy,Alpha144突破
T580,580,600927.SH,11.41,0,2364152.0,614.7795,buy,Alpha144突破
T581,581,002153.SZ,5.69,0,2315261.0,578.9153,buy,Alpha144突破
T582,582,600711.SH,4.33,605900,2623547.0,3305.7692,sell,Alpha144卖出
T583,583,300953.SZ,60.46,48100,2908126.0,3635.2575,sell,Alpha144卖出
T584,584,603256.SH,7.9,361300,2854270.0,3596.4802,sell,Alpha144卖出
T585,585,600927.SH,15.08,207200,3124576.0,3937.0658,sell,Alpha144卖出
T586,586,603119.SH,16.61,0,44847.0,11.7602,buy,Alpha144突破
T587,587,000537.SZ,9.88,0,45448.0,11.462,buy,Alpha144突破
T588,588,600378.SH,31.77,0,44478.0,11.6643,buy,Alpha144突破
T589,589,000785.SZ,2.93,0,45708.0,11.527,buy,Alpha144突破
T590,590,002153.SZ,7.25,406900,2950025.0,3687.6312,sell,Alpha144卖出
T591,591,688192.SH,44.38,0,2898014.0,753.5836,buy,Alpha144突破
T592,592,603119.SH,20.12,2700,54324.0,68.5482,sell,Alpha144卖出
T593,593,000537.SZ,9.95,4600,45770.0,57.3125,sell,Alpha144卖出
T594,594,600378.SH,34.1,1400,47740.0,60.2524,sell,Alpha144卖出
T595,595,000785.SZ,2.9,15600,45240.0,56.65,sell,Alpha144卖出
T596,596,603119.SH,20.14,0,2936412.0,763.5671,buy,Alpha144突破
T597,597,600378.SH,34.14,0,2936040.0,763.4704,buy,Alpha144突破
T598,598,688778.SH,38.03,0,2935916.0,763.4382,buy,Alpha144突破
T599,599,603565.SH,9.33,0,2735556.0,711.3446,buy,Alpha144突破
T600,600,688192.SH,47.89,65300,3127217.0,3940.3934,sell,Alpha144卖出
T601,601,603119.SH,20.68,145800,3015144.0,3799.1814,sell,Alpha144卖出
T602,602,600378.SH,30.27,86000,2603220.0,3280.1572,sell,Alpha144卖出
T603,603,688778.SH,47.84,77200,3693248.0,4653.5925,sell,Alpha144卖出
T604,604,603565.SH,8.92,293200,2615344.0,3295.4334,sell,Alpha144卖出
T605,605,688295.SH,21.07,0,3019331.0,785.1261,buy,Alpha144突破
T606,606,603256.SH,10.1,0,3020910.0,785.5366,buy,Alpha144突破
T607,607,301377.SZ,19.93,0,3019395.0,754.9488,buy,Alpha144突破
T608,608,688375.SH,52.63,0,3015699.0,784.1817,buy,Alpha144突破
T609,609,688295.SH,20.23,143300,2898959.0,3652.7883,sell,Alpha144卖出
T610,610,603256.SH,8.86,299100,2650026.0,3339.1328,sell,Alpha144卖出
T611,611,301377.SZ,21.94,151500,3323910.0,4154.9875,sell,Alpha144卖出
T612,612,688375.SH,48.4,57300,2773320.0,3494.4832,sell,Alpha144卖出
T613,613,688336.SH,21.86,0,2933612.0,762.8391,buy,Alpha144突破
T614,614,688375.SH,48.44,0,2930620.0,762.0612,buy,Alpha144突破
T615,615,600927.SH,13.93,0,2933658.0,762.8511,buy,Alpha144突破
T616,616,688281.SH,96.0,0,2928000.0,761.38,buy,Alpha144突破
T617,617,688336.SH,21.41,134200,2873222.0,3620.3597,sell,Alpha144卖出
T618,618,688375.SH,49.34,60500,2985070.0,3761.2882,sell,Alpha144卖出
T619,619,600927.SH,13.18,210600,2775708.0,3497.4921,sell,Alpha144卖出
T620,620,688281.SH,93.05,30500,2838025.0,3576.0115,sell,Alpha144卖出
T621,621,688295.SH,18.02,0,2875992.0,747.8579,buy,Alpha144突破
T622,622,301200.SZ,35.66,0,2874196.0,718.649,buy,Alpha144突破
T623,623,300140.SZ,5.78,0,2874394.0,718.6985,buy,Alpha144突破
T624,624,688192.SH,42.18,0,2901984.0,754.6158,buy,Alpha144突破
T625,625,688331.SH,29.02,0,2785920.0,724.4392,buy,Alpha144突破
T626,626,688295.SH,19.14,159600,3054744.0,3849.0774,sell,Alpha144卖出
T627,627,301200.SZ,39.23,80600,3161938.0,3952.5225,sell,Alpha144卖出
T628,628,300140.SZ,5.95,497300,2958935.0,3698.7687,sell,Alpha144卖出
T629,629,688295.SH,19.16,0,53648.0,14.0485,buy,Alpha144突破
T630,630,688336.SH,22.99,0,55176.0,14.4458,buy,Alpha144突破
T631,631,688281.SH,86.05,0,51630.0,13.5238,buy,Alpha144突破
T632,632,688192.SH,46.65,68800,3209520.0,4044.0952,sell,Alpha144卖出
T633,633,688331.SH,33.6,96000,3225600.0,4064.356,sell,Alpha144卖出
T634,634,688331.SH,33.64,0,3135248.0,815.2645,buy,Alpha144突破
T635,635,688295.SH,22.1,2800,61880.0,78.0688,sell,Alpha144卖出
T636,636,688336.SH,29.29,2400,70296.0,88.673,sell,Alpha144卖出
T637,637,688281.SH,89.01,600,53406.0,67.3916,sell,Alpha144卖出
T638,638,002203.SZ,9.68,0,3175040.0,793.86,buy,Alpha144突破
T639,639,688520.SH,39.92,0,3173640.0,825.2464,buy,Alpha144突破
T640,640,600350.SH,9.78,0,3175566.0,825.7472,buy,Alpha144突破
T641,641,301526.SZ,3.51,0,2949453.0,737.4633,buy,Alpha144突破
T642,642,688331.SH,39.78,93200,3707496.0,4671.545,sell,Alpha144卖出
T643,643,688331.SH,40.87,0,3273687.0,851.2586,buy,Alpha144突破
T644,644,600350.SH,10.28,324700,3337916.0,4205.8742,sell,Alpha144卖出
T645,645,688331.SH,40.98,80100,3282498.0,4136.0475,sell,Alpha144卖出
T646,646,002203.SZ,8.78,328000,2879840.0,3599.9,sell,Alpha144卖出
T647,647,688520.SH,36.92,79500,2935140.0,3698.3764,sell,Alpha144卖出
T648,648,301526.SZ,3.2,840300,2688960.0,3361.3,sell,Alpha144卖出
T649,649,603256.SH,8.0,0,3118400.0,810.884,buy,Alpha144突破
T650,650,301200.SZ,38.08,0,3118752.0,779.788,buy,Alpha144突破
T651,651,001389.SZ,47.15,0,3116615.0,779.2538,buy,Alpha144突破
T652,652,688375.SH,56.95,0,3280320.0,852.9832,buy,Alpha144突破
T653,653,603256.SH,9.53,389800,3714794.0,4680.7404,sell,Alpha144卖出
T654,654,301200.SZ,38.3,81900,3136770.0,3921.0625,sell,Alpha144卖出
T655,655,001389.SZ,48.99,66100,3238239.0,4047.8987,sell,Alpha144卖出
T656,656,603786.SH,54.76,0,2896804.0,753.269,buy,Alpha144突破
T657,657,688708.SH,57.08,0,2893956.0,752.5286,buy,Alpha144突破
T658,658,603156.SH,24.7,0,2897310.0,753.4006,buy,Alpha144突破
T659,659,001203.SZ,8.77,0,3234376.0,808.694,buy,Alpha144突破
T660,660,688375.SH,55.03,57600,3169728.0,3993.9573,sell,Alpha144卖出
T661,661,688692.SH,218.41,0,3188786.0,829.1844,buy,Alpha144突破
T662,662,603786.SH,51.09,52900,2702661.0,3405.4529,sell,Alpha144卖出
T663,663,688708.SH,51.94,50700,2633358.0,3318.1311,sell,Alpha144卖出
T664,664,603156.SH,21.4,117300,2510220.0,3162.9772,sell,Alpha144卖出
T665,665,301200.SZ,41.65,0,1062075.0,265.6188,buy,Alpha144突破
T666,666,688568.SH,34.56,0,1060992.0,275.9579,buy,Alpha144突破
T667,667,001389.SZ,58.98,0,1061640.0,265.51,buy,Alpha144突破
T668,668,001203.SZ,9.81,368800,3617928.0,4522.51,sell,Alpha144卖出
T669,669,688188.SH,132.55,0,3154690.0,820.3194,buy,Alpha144突破
T670,670,688692.SH,219.07,14600,3198422.0,4030.1117,sell,Alpha144卖出
T671,671,688702.SH,62.74,0,3174644.0,825.5074,buy,Alpha144突破
T672,672,301200.SZ,46.92,25500,1196460.0,1495.675,sell,Alpha144卖出
T673,673,688568.SH,36.24,30700,1112568.0,1401.9357,sell,Alpha144卖出
T674,674,001389.SZ,66.32,18000,1193760.0,1492.3,sell,Alpha144卖出
T675,675,688295.SH,20.85,0,3210900.0,834.934,buy,Alpha144突破
T676,676,600885.SH,23.33,0,3210208.0,834.7541,buy,Alpha144突破
T677,677,603699.SH,30.47,0,3211538.0,835.0999,buy,Alpha144突破
T678,678,688188.SH,131.22,23800,3123036.0,3935.1254,sell,Alpha144卖出
T679,679,688702.SH,77.96,50600,3944776.0,4970.5178,sell,Alpha144卖出
T680,680,688295.SH,21.87,154000,3367980.0,4243.7548,sell,Alpha144卖出
T681,681,600885.SH,26.24,137600,3610624.0,4549.4862,sell,Alpha144卖出
T682,682,603699.SH,32.73,105400,3449742.0,4346.7749,sell,Alpha144卖出
T683,683,688336.SH,51.47,0,3515401.0,914.1043,buy,Alpha144突破
T684,684,002032.SZ,51.93,0,3510468.0,877.717,buy,Alpha144突破
T685,685,688188.SH,134.27,0,3504447.0,911.2562,buy,Alpha144突破
T686,686,688520.SH,68.48,0,3513024.0,913.4862,buy,Alpha144突破
T687,687,688336.SH,55.17,68300,3768111.0,4747.9199,sell,Alpha144卖出
T688,688,002032.SZ,51.23,67600,3463148.0,4329.035,sell,Alpha144卖出
T689,689,688188.SH,144.33,26100,3767013.0,4746.5364,sell,Alpha144卖出
T690,690,688520.SH,60.09,51300,3082617.0,3884.1974,sell,Alpha144卖出
T691,691,300140.SZ,6.38,0,3431164.0,857.891,buy,Alpha144突破
