start_date,end_date,total_days,initial_value,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,dd_start,dd_end,alpha,beta,information_ratio,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss
2020-01-02,2026-06-16,1561,10000000.0,8607230.555289999,-0.13927694447100014,-0.023921649280420287,0.060726390867924515,-0.8879442448291708,-0.17787708295478993,-17.787708295478993,2020-08-31,2021-02-04,-0.11219830253565788,0.044320334678463594,-0.5397421621156698,38,0.3157894736842105,0.5266671464092009,127403.34779166663,-111648.40171923071,335363.2237000001,-230008.945
