total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_start,max_drawdown_end,alpha,beta,benchmark_return,total_trades,win_rate,profit_factor,avg_win,avg_loss,final_value,initial_value
140.72%,22.80%,20.51%,0.965,-27.96%,2023-11-07 00:00:00,2024-09-23 00:00:00,19.74%,0.436,20.59%,270,47.4%,1.63,289519,-160574,24072278.14,10000000.0
