code,date,direction,shares,price,commission,stamp_tax,pnl
600487.SH,2025-07-24,buy,188700,15.906,750.36,0.0,0.0
600487.SH,2025-07-31,sell,188700,15.914,750.75,3002.99,-2210.17
600487.SH,2025-08-07,buy,186700,16.076,750.35,0.0,0.0
600487.SH,2025-08-08,sell,186700,16.953,791.28,3165.13,159773.89
600487.SH,2025-08-22,buy,162600,18.749,762.14,0.0,0.0
600487.SH,2025-08-26,sell,162600,19.341,786.2,3144.79,92313.58
600487.SH,2025-09-02,buy,151800,20.26,768.88,0.0,0.0
600487.SH,2025-09-04,sell,151800,19.271,731.32,2925.29,-153867.27
600487.SH,2025-09-11,buy,143300,20.971,751.28,0.0,0.0
600487.SH,2025-10-10,sell,143300,22.537,807.4,3229.62,220441.0
600487.SH,2025-12-25,buy,121300,25.525,774.06,0.0,0.0
600487.SH,2026-01-13,sell,121300,24.026,728.59,2914.35,-185538.35
600487.SH,2026-01-23,buy,106900,28.438,760.02,0.0,0.0
600487.SH,2026-01-29,sell,106900,31.798,849.81,3399.22,354909.31
600487.SH,2026-02-05,buy,72600,34.765,630.98,0.0,0.0
600487.SH,2026-02-13,sell,72600,38.462,698.08,2792.3,264895.12
600487.SH,2026-03-03,buy,46900,47.568,557.73,0.0,0.0
600487.SH,2026-03-09,sell,46900,45.674,535.53,2142.12,-91470.61
600487.SH,2026-03-16,buy,46900,47.277,554.33,0.0,0.0
600487.SH,2026-03-17,sell,46900,43.177,506.25,2024.99,-194842.34
600487.SH,2026-04-07,buy,53400,58.759,784.43,0.0,0.0
600487.SH,2026-04-10,sell,53400,55.924,746.59,2986.34,-155104.84
600487.SH,2026-04-17,buy,55500,55.706,772.92,0.0,0.0
600487.SH,2026-04-29,sell,55500,67.313,933.96,3735.85,639517.02
600487.SH,2026-05-11,buy,38300,75.065,718.75,0.0,0.0
600487.SH,2026-05-15,sell,38300,69.73,667.67,2670.67,-207660.79
600487.SH,2026-05-22,buy,41000,73.123,749.51,0.0,0.0
600487.SH,2026-05-26,sell,41000,69.341,710.74,2842.96,-158634.57
600487.SH,2026-06-10,buy,27200,106.987,727.51,0.0,0.0
600487.SH,2026-06-12,sell,27200,96.903,658.94,2635.76,-277576.24
