start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-17,1562,10000000,10294131.5141275,0.029413151412750027,0.004687777197961873,0.04287818843412741,-0.5903286432197247,-0.0784627608388875,-7.84627608388875,2020-01-02,2026-06-12,15,0.4,1.2137822251158443,288640.66,-158535.11666666667,639518.69,-277579.5,3,7.2,21716.3299185,43612.389954,43252929.71999999,43612389.953999996
