start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-16,1557,10000000,6414061.082246888,-0.3585938917753082,-0.06935393239596233,0.1982285528003789,-0.50120898827332,-0.6792022830530354,-67.92022830530354,2020-01-02,2024-09-18,1514,0.35535006605019814,0.8536939316919375,35816.97228624536,-23126.99116803279,715336.26,-334169.08,15,10.198811096433289,593634.1389432511,1183379.6258099999,1191156929.9630008,1183379625.8100026
