code,date,direction,shares,price,commission,stamp_tax,pnl
600519.SH,2020-09-14,sell,700,1764.234,308.74,1234.96,19107.0
000002.SZ,2020-09-15,sell,48700,27.842,338.98,1355.91,-10746.76
601166.SH,2020-09-15,sell,110700,16.074,444.85,1779.38,-10218.98
601088.SH,2020-09-16,sell,99800,16.234,405.03,1620.13,-6267.66
600048.SH,2020-09-16,buy,70800,16.857,298.37,0.0,0.0
601318.SH,2020-09-16,buy,21800,78.679,428.8,0.0,0.0
000651.SZ,2020-09-16,buy,31800,55.105,438.09,0.0,0.0
600031.SH,2020-09-16,buy,34000,24.074,204.63,0.0,0.0
600104.SH,2020-09-16,buy,57600,19.91,286.7,0.0,0.0
600048.SH,2020-09-17,sell,70800,16.623,294.23,1176.93,-18001.55
601318.SH,2020-09-17,sell,21800,78.921,430.12,1720.48,3133.72
601398.SH,2020-09-18,buy,462900,4.985,576.89,0.0,0.0
601288.SH,2020-09-18,buy,638900,3.203,511.63,0.0,0.0
601398.SH,2020-09-21,sell,462900,4.955,573.42,2293.69,-16726.34
601288.SH,2020-09-21,sell,638900,3.187,509.01,2036.05,-13016.64
600104.SH,2020-09-22,sell,57600,19.72,283.97,1135.89,-12342.55
000651.SZ,2020-09-22,sell,31800,55.444,440.78,1763.14,8590.59
600031.SH,2020-09-23,sell,34000,24.975,212.29,849.15,29570.86
601668.SH,2020-09-23,buy,433700,5.145,557.86,0.0,0.0
600025.SH,2020-09-23,buy,335000,4.224,353.78,0.0,0.0
002013.SZ,2020-09-23,buy,55600,11.511,160.01,0.0,0.0
000001.SZ,2020-09-23,buy,85600,15.646,334.82,0.0,0.0
000333.SZ,2020-09-23,buy,17700,71.141,314.8,0.0,0.0
601668.SH,2020-09-24,sell,433700,5.065,549.17,2196.66,-37532.9
600025.SH,2020-09-24,sell,335000,4.116,344.7,1378.82,-38017.42
002013.SZ,2020-09-25,sell,55600,11.349,157.75,630.98,-9843.75
000001.SZ,2020-09-25,sell,85600,15.175,324.74,1298.96,-41925.9
000333.SZ,2020-09-28,sell,17700,70.829,313.42,1253.68,-7088.96
300274.SZ,2020-09-28,buy,12200,27.768,84.69,0.0,0.0
000625.SZ,2020-09-28,buy,48700,13.824,168.3,0.0,0.0
300124.SZ,2020-09-28,buy,14900,55.896,208.21,0.0,0.0
600188.SH,2020-09-28,buy,104900,9.65,253.06,0.0,0.0
601888.SH,2020-09-28,buy,3400,225.125,191.36,0.0,0.0
300274.SZ,2020-09-29,sell,12200,26.823,81.81,327.24,-11933.05
000625.SZ,2020-09-29,sell,48700,13.377,162.86,651.44,-22592.94
600188.SH,2020-09-30,sell,104900,9.251,242.6,970.4,-43057.61
601888.SH,2020-09-30,sell,3400,222.717,189.31,757.24,-9133.2
300124.SZ,2020-10-09,sell,14900,61.688,229.79,919.15,85157.97
601615.SH,2020-10-09,buy,47100,18.268,215.11,0.0,0.0
002007.SZ,2020-10-09,buy,12000,61.411,184.23,0.0,0.0
300750.SZ,2020-10-09,buy,4100,225.095,230.72,0.0,0.0
002475.SZ,2020-10-09,buy,16900,61.501,259.84,0.0,0.0
002050.SZ,2020-10-09,buy,39200,23.844,233.67,0.0,0.0
601012.SH,2020-10-19,sell,9600,71.428,171.43,685.71,80893.1
300122.SZ,2020-10-19,buy,7000,158.558,277.48,0.0,0.0
601615.SH,2020-10-21,sell,47100,17.453,205.5,822.01,-39447.93
000001.SZ,2020-10-21,buy,121600,17.928,545.01,0.0,0.0
002007.SZ,2020-10-22,sell,12000,53.576,160.73,642.92,-94823.41
002304.SZ,2020-10-22,buy,9400,167.988,394.77,0.0,0.0
300122.SZ,2020-10-26,sell,7000,142.278,248.99,995.94,-115210.67
002304.SZ,2020-10-26,sell,9400,167.333,393.23,1572.93,-8126.16
002050.SZ,2020-10-26,sell,39200,22.178,217.34,869.37,-66394.7
002475.SZ,2020-10-27,sell,16900,57.562,243.2,972.8,-67786.12
002415.SZ,2020-10-28,buy,45000,44.254,497.86,0.0,0.0
601238.SH,2020-10-28,buy,128100,11.912,381.48,0.0,0.0
002460.SZ,2020-10-28,buy,25100,63.644,399.36,0.0,0.0
000963.SZ,2020-10-28,buy,700,28.388,4.97,0.0,0.0
002460.SZ,2020-10-30,sell,25100,60.759,381.26,1525.06,-74304.76
000963.SZ,2020-10-30,sell,700,27.862,4.88,19.5,-392.75
300274.SZ,2020-11-02,buy,25600,45.375,290.4,0.0,0.0
300124.SZ,2020-11-02,buy,4900,77.167,94.53,0.0,0.0
002594.SZ,2020-11-11,sell,7300,164.186,299.64,1198.56,530631.29
600104.SH,2020-11-11,buy,100,26.276,0.66,0.0,0.0
000001.SZ,2020-11-13,sell,121600,17.163,521.75,2087.0,-95643.69
300014.SZ,2020-11-13,buy,16800,67.467,283.36,0.0,0.0
300750.SZ,2020-11-18,sell,4100,240.26,246.27,985.06,60943.65
000625.SZ,2020-11-18,buy,55500,22.352,310.14,0.0,0.0
600104.SH,2020-11-26,sell,100,24.925,0.62,2.49,-138.24
600111.SH,2020-11-26,buy,109400,14.314,391.5,0.0,0.0
300124.SZ,2020-11-27,sell,4900,77.722,95.21,380.84,2243.99
600188.SH,2020-11-27,buy,27400,11.371,77.89,0.0,0.0
600809.SH,2020-11-30,sell,3900,240.439,234.43,937.71,202295.69
002415.SZ,2020-11-30,sell,45000,45.624,513.27,2053.09,59089.03
600025.SH,2020-11-30,buy,81800,4.615,94.37,0.0,0.0
601088.SH,2020-11-30,buy,19200,19.64,94.27,0.0,0.0
601238.SH,2020-12-02,sell,128100,13.447,430.63,1722.5,194434.26
300014.SZ,2020-12-02,sell,16800,62.118,260.89,1043.58,-91177.42
600733.SH,2020-12-02,buy,107300,9.59,257.24,0.0,0.0
600000.SH,2020-12-02,buy,228800,10.26,586.89,0.0,0.0
000625.SZ,2020-12-07,sell,55500,23.816,330.45,1321.8,79590.32
600031.SH,2020-12-07,buy,59900,31.962,478.63,0.0,0.0
601088.SH,2020-12-08,sell,19200,18.382,88.23,352.93,-24595.14
601888.SH,2020-12-08,buy,6400,208.238,333.18,0.0,0.0
600733.SH,2020-12-09,sell,107300,8.162,218.94,875.76,-154292.28
002049.SZ,2020-12-09,buy,3700,112.703,104.25,0.0,0.0
600111.SH,2020-12-10,sell,109400,12.438,340.17,1360.67,-207017.28
002304.SZ,2020-12-10,buy,4200,200.7,210.74,0.0,0.0
600188.SH,2020-12-14,sell,27400,10.2,69.87,279.47,-32450.36
000538.SZ,2020-12-14,buy,11800,113.503,334.84,0.0,0.0
600000.SH,2020-12-22,sell,228800,9.6,549.14,2196.57,-153721.68
601012.SH,2020-12-22,buy,3800,87.988,83.59,0.0,0.0
300274.SZ,2020-12-29,sell,25600,66.234,423.9,1695.58,531854.79
600809.SH,2020-12-29,buy,4100,360.36,369.37,0.0,0.0
600025.SH,2021-01-11,sell,81800,4.316,88.26,353.02,-24893.75
002304.SZ,2021-01-11,sell,4200,228.012,239.41,957.65,113510.23
002460.SZ,2021-01-11,buy,8900,126.376,281.19,0.0,0.0
002594.SZ,2021-01-11,buy,6700,235.095,393.78,0.0,0.0
600031.SH,2021-01-14,sell,59900,41.259,617.85,2471.4,553787.28
601888.SH,2021-01-14,sell,6400,280.269,448.43,1793.72,458758.93
002049.SZ,2021-01-14,sell,3700,131.149,121.31,485.25,67644.12
601012.SH,2021-01-14,sell,3800,100.889,95.84,383.38,48545.0
300433.SZ,2021-01-14,buy,24500,40.12,245.74,0.0,0.0
300274.SZ,2021-01-14,buy,10800,88.889,240.0,0.0,0.0
000725.SZ,2021-01-14,buy,140100,7.027,246.12,0.0,0.0
300413.SZ,2021-01-14,buy,11700,83.864,245.3,0.0,0.0
000538.SZ,2021-01-15,sell,11800,132.887,392.02,1568.07,226766.28
002415.SZ,2021-01-15,buy,24900,58.959,367.02,0.0,0.0
600809.SH,2021-01-19,sell,4100,357.642,366.58,1466.33,-12976.72
600036.SH,2021-01-19,buy,38900,51.902,504.75,0.0,0.0
300433.SZ,2021-01-28,sell,24500,32.967,201.92,807.69,-176260.07
000725.SZ,2021-01-28,sell,140100,6.374,223.24,892.94,-92657.52
600111.SH,2021-01-28,buy,56000,17.648,247.07,0.0,0.0
300014.SZ,2021-01-28,buy,9300,109.109,253.68,0.0,0.0
002460.SZ,2021-01-29,sell,8900,119.68,266.29,1065.15,-60926.29
000001.SZ,2021-01-29,buy,61300,23.113,354.21,0.0,0.0
002415.SZ,2021-02-03,sell,24900,59.84,372.5,1490.02,20079.36
300122.SZ,2021-02-03,buy,6000,179.8,269.7,0.0,0.0
300413.SZ,2021-02-08,sell,11700,80.979,236.86,947.45,-34936.94
002714.SZ,2021-02-08,buy,12600,116.516,367.03,0.0,0.0
300014.SZ,2021-02-19,sell,9300,97.403,226.46,905.84,-110002.75
601888.SH,2021-02-19,buy,2600,372.272,241.98,0.0,0.0
002594.SZ,2021-02-22,sell,6700,239.28,400.79,1603.18,26039.68
300274.SZ,2021-02-22,sell,10800,92.258,249.1,996.38,35138.1
000001.SZ,2021-02-22,sell,61300,22.358,342.63,1370.52,-48023.46
300122.SZ,2021-02-22,sell,6000,172.487,258.73,1034.92,-45167.34
000963.SZ,2021-02-22,buy,26800,34.034,228.03,0.0,0.0
601288.SH,2021-02-22,buy,280100,3.263,228.51,0.0,0.0
601398.SH,2021-02-22,buy,170000,5.375,228.45,0.0,0.0
600028.SH,2021-02-22,buy,196300,4.655,228.43,0.0,0.0
600036.SH,2021-02-26,sell,38900,51.049,496.45,1985.8,-35662.01
601888.SH,2021-02-26,sell,2600,307.602,199.94,799.77,-169141.21
000963.SZ,2021-02-26,sell,26800,31.808,213.11,852.46,-60718.09
601288.SH,2021-02-26,sell,280100,3.257,228.05,912.21,-2966.52
300418.SZ,2021-03-01,buy,54300,26.647,361.73,0.0,0.0
600188.SH,2021-03-01,buy,194600,10.46,508.9,0.0,0.0
000002.SZ,2021-03-01,buy,64200,33.383,535.8,0.0,0.0
600048.SH,2021-03-01,buy,75100,16.096,302.2,0.0,0.0
300418.SZ,2021-03-02,sell,54300,26.204,355.72,1422.86,-25825.34
600188.SH,2021-03-02,sell,194600,11.379,553.57,2214.28,175906.09
601328.SH,2021-03-03,buy,555400,4.625,642.13,0.0,0.0
003816.SZ,2021-03-03,buy,384400,2.773,266.46,0.0,0.0
600048.SH,2021-03-04,sell,75100,15.604,292.97,1171.89,-38391.53
601328.SH,2021-03-04,sell,555400,4.605,639.46,2557.83,-13877.63
000002.SZ,2021-03-05,sell,64200,31.508,505.71,2022.84,-122896.49
600028.SH,2021-03-05,sell,196300,4.495,220.62,882.47,-32344.23
002714.SZ,2021-03-08,sell,12600,110.09,346.78,1387.13,-82709.07
003816.SZ,2021-03-08,sell,384400,2.837,272.65,1090.6,23388.26
601857.SH,2021-03-08,buy,308600,4.515,348.29,0.0,0.0
600900.SH,2021-03-08,buy,84500,20.22,427.15,0.0,0.0
600016.SH,2021-03-08,buy,478400,5.205,622.54,0.0,0.0
601318.SH,2021-03-08,buy,12700,85.035,269.99,0.0,0.0
601668.SH,2021-03-08,buy,371600,4.995,464.03,0.0,0.0
601088.SH,2021-03-08,buy,31900,18.028,143.77,0.0,0.0
601857.SH,2021-03-09,sell,308600,4.466,344.52,1378.06,-16837.81
600900.SH,2021-03-09,sell,84500,20.23,427.35,1709.41,-1329.79
600016.SH,2021-03-10,sell,478400,5.185,620.1,2480.41,-12855.09
601318.SH,2021-03-10,sell,12700,83.197,264.15,1056.6,-24666.27
601668.SH,2021-03-11,sell,371600,4.985,463.11,1852.43,-6024.11
600025.SH,2021-03-11,buy,271700,5.155,350.16,0.0,0.0
601238.SH,2021-03-11,buy,96900,11.051,267.71,0.0,0.0
002555.SZ,2021-03-11,buy,24000,30.42,182.52,0.0,0.0
688981.SH,2021-03-11,buy,16400,57.848,237.18,0.0,0.0
600000.SH,2021-03-11,buy,139100,10.911,379.43,0.0,0.0
600025.SH,2021-03-12,sell,271700,5.664,384.75,1539.0,136420.46
601238.SH,2021-03-12,sell,96900,10.879,263.55,1054.19,-17977.75
002555.SZ,2021-03-15,sell,24000,26.284,157.7,630.81,-100069.31
688981.SH,2021-03-15,sell,16400,55.684,228.31,913.22,-36623.42
600000.SH,2021-03-16,sell,139100,11.099,385.96,1543.86,24219.59
600188.SH,2021-03-16,buy,44800,12.603,141.15,0.0,0.0
601288.SH,2021-03-16,buy,595200,3.413,507.92,0.0,0.0
000963.SZ,2021-03-16,buy,13600,36.947,125.62,0.0,0.0
600585.SH,2021-03-16,buy,22500,54.054,304.05,0.0,0.0
000651.SZ,2021-03-16,buy,21500,60.06,322.82,0.0,0.0
600188.SH,2021-03-17,sell,44800,12.687,142.1,568.39,3084.52
601288.SH,2021-03-17,sell,595200,3.397,505.41,2021.66,-12532.38
600111.SH,2021-03-18,sell,56000,20.01,280.14,1120.56,130890.34
600585.SH,2021-03-18,sell,22500,52.897,297.55,1190.18,-27519.1
000651.SZ,2021-03-19,sell,21500,59.94,322.18,1288.71,-4190.89
600690.SH,2021-03-19,buy,29300,29.7,217.55,0.0,0.0
600690.SH,2021-03-22,sell,29300,29.94,219.31,877.24,5945.99
003816.SZ,2021-03-22,buy,416200,2.993,311.42,0.0,0.0
601328.SH,2021-03-22,buy,526300,4.665,613.75,0.0,0.0
600733.SH,2021-03-22,buy,71900,8.989,161.58,0.0,0.0
300122.SZ,2021-03-22,buy,2500,176.676,110.42,0.0,0.0
000725.SZ,2021-03-22,buy,139100,6.336,220.35,0.0,0.0
003816.SZ,2021-03-23,sell,416200,2.917,303.52,1214.09,-33111.35
601328.SH,2021-03-23,sell,526300,4.675,615.16,2460.62,2534.58
601088.SH,2021-03-24,sell,31900,17.762,141.65,566.61,-9186.97
600733.SH,2021-03-24,sell,71900,8.472,152.28,609.1,-37966.75
000963.SZ,2021-03-25,sell,13600,35.285,119.97,479.87,-23206.17
000725.SZ,2021-03-25,sell,139100,6.034,209.83,839.32,-43108.82
600900.SH,2021-03-25,buy,53100,21.081,279.85,0.0,0.0
601668.SH,2021-03-25,buy,334100,5.175,432.26,0.0,0.0
600809.SH,2021-03-25,buy,1600,319.119,127.65,0.0,0.0
300418.SZ,2021-03-25,buy,31300,24.494,191.67,0.0,0.0
000538.SZ,2021-03-25,buy,8100,126.386,255.93,0.0,0.0
300760.SZ,2021-03-25,buy,1800,382.752,172.24,0.0,0.0
600900.SH,2021-03-26,sell,53100,20.809,276.24,1104.97,-15818.57
601668.SH,2021-03-26,sell,334100,5.135,428.89,1715.56,-15612.02
300418.SZ,2021-03-29,sell,31300,24.276,189.96,759.83,-7797.29
300760.SZ,2021-03-29,sell,1800,392.397,176.58,706.31,16477.82
300122.SZ,2021-03-30,sell,2500,174.935,109.33,437.34,-4900.7
600025.SH,2021-03-30,buy,90300,5.656,127.68,0.0,0.0
600016.SH,2021-03-30,buy,455000,5.275,600.06,0.0,0.0
000568.SZ,2021-03-30,buy,2700,229.129,154.66,0.0,0.0
600030.SH,2021-03-30,buy,74500,24.284,452.29,0.0,0.0
600000.SH,2021-03-30,buy,143200,11.021,394.55,0.0,0.0
000538.SZ,2021-03-31,sell,8100,120.389,243.79,975.15,-49792.78
600016.SH,2021-03-31,sell,455000,5.045,573.86,2295.45,-107664.92
600025.SH,2021-03-31,sell,90300,5.784,130.58,522.31,10956.08
000568.SZ,2021-03-31,sell,2700,224.795,151.74,606.95,-12460.27
600030.SH,2021-04-01,sell,74500,24.136,449.53,1798.12,-13304.94
600188.SH,2021-04-01,buy,41800,13.524,141.32,0.0,0.0
601288.SH,2021-04-01,buy,634700,3.383,536.86,0.0,0.0
601888.SH,2021-04-01,buy,2100,322.272,169.19,0.0,0.0
002049.SZ,2021-04-01,buy,8300,110.61,229.52,0.0,0.0
002230.SZ,2021-04-01,buy,18200,48.629,221.26,0.0,0.0
600000.SH,2021-04-02,sell,143200,10.749,384.82,1539.29,-40841.58
600188.SH,2021-04-02,sell,41800,13.377,139.79,559.14,-6839.35
601288.SH,2021-04-06,sell,634700,3.337,529.44,2117.78,-32300.41
002230.SZ,2021-04-06,sell,18200,48.841,222.23,888.91,2756.91
002049.SZ,2021-04-07,sell,8300,108.701,225.55,902.22,-16975.05
601328.SH,2021-04-07,buy,464000,4.935,572.45,0.0,0.0
600690.SH,2021-04-07,buy,31900,32.232,257.05,0.0,0.0
300124.SZ,2021-04-07,buy,7000,93.403,163.46,0.0,0.0
603986.SH,2021-04-07,buy,5100,182.402,232.56,0.0,0.0
002007.SZ,2021-04-07,buy,30500,41.131,313.62,0.0,0.0
601328.SH,2021-04-08,sell,464000,4.925,571.31,2285.23,-7431.58
600690.SH,2021-04-08,sell,31900,32.338,257.89,1031.57,2073.75
300124.SZ,2021-04-09,sell,7000,81.369,142.39,569.58,-84955.29
603986.SH,2021-04-09,sell,5100,181.818,231.82,927.27,-4138.61
601888.SH,2021-04-12,sell,2100,295.095,154.92,619.7,-57847.04
002007.SZ,2021-04-12,sell,30500,40.909,311.93,1247.73,-8331.88
600733.SH,2021-04-12,buy,59200,10.21,151.11,0.0,0.0
601668.SH,2021-04-12,buy,415800,5.215,542.12,0.0,0.0
600900.SH,2021-04-12,buy,81700,21.211,433.24,0.0,0.0
300413.SZ,2021-04-12,buy,16400,60.861,249.53,0.0,0.0
601238.SH,2021-04-12,buy,144700,10.5,379.86,0.0,0.0
000725.SZ,2021-04-12,buy,166300,6.436,267.59,0.0,0.0
600733.SH,2021-04-13,sell,59200,10.08,149.18,596.73,-8459.08
601668.SH,2021-04-13,sell,415800,5.175,537.92,2151.69,-19483.77
600900.SH,2021-04-14,sell,81700,20.739,423.6,1694.4,-40676.31
300413.SZ,2021-04-14,sell,16400,60.819,249.36,997.43,-1930.34
601238.SH,2021-04-15,sell,144700,10.489,379.46,1517.83,-3487.54
600025.SH,2021-04-15,buy,111200,6.026,167.52,0.0,0.0
002050.SZ,2021-04-15,buy,49300,21.672,267.1,0.0,0.0
688981.SH,2021-04-15,buy,24300,57.117,346.99,0.0,0.0
002415.SZ,2021-04-15,buy,15400,56.416,217.2,0.0,0.0
600028.SH,2021-04-15,buy,530200,4.374,579.82,0.0,0.0
600025.SH,2021-04-16,sell,111200,5.924,164.69,658.76,-12160.29
002050.SZ,2021-04-16,sell,49300,21.429,264.11,1056.43,-13305.36
688981.SH,2021-04-19,sell,24300,56.993,346.23,1384.93,-4747.03
002415.SZ,2021-04-19,sell,15400,61.149,235.42,941.69,71702.31
600028.SH,2021-04-20,sell,530200,4.396,582.64,2330.55,8342.96
000625.SZ,2021-04-20,buy,44200,18.028,199.21,0.0,0.0
300750.SZ,2021-04-20,buy,2100,359.359,188.66,0.0,0.0
601012.SH,2021-04-20,buy,8100,92.492,187.3,0.0,0.0
300760.SZ,2021-04-20,buy,2200,413.563,227.46,0.0,0.0
002714.SZ,2021-04-20,buy,7800,112.012,218.42,0.0,0.0
000625.SZ,2021-04-21,sell,44200,16.763,185.23,740.93,-56829.89
300750.SZ,2021-04-21,sell,2100,355.334,186.55,746.2,-9384.6
002714.SZ,2021-04-22,sell,7800,109.88,214.27,857.06,-17700.07
601012.SH,2021-04-22,sell,8100,90.519,183.3,733.21,-16897.89
300760.SZ,2021-04-23,sell,2200,434.865,239.18,956.7,45667.53
000963.SZ,2021-04-23,buy,13900,44.945,156.18,0.0,0.0
300274.SZ,2021-04-23,buy,7700,79.019,152.11,0.0,0.0
300014.SZ,2021-04-23,buy,8700,85.686,186.37,0.0,0.0
000001.SZ,2021-04-23,buy,48300,23.313,281.51,0.0,0.0
300433.SZ,2021-04-23,buy,33400,28.478,237.8,0.0,0.0
601398.SH,2021-04-26,sell,170000,5.265,223.75,895.0,-19927.56
000963.SZ,2021-04-26,sell,13900,45.644,158.61,634.46,8928.73
300274.SZ,2021-04-26,sell,7700,80.949,155.83,623.31,14082.1
300014.SZ,2021-04-27,sell,8700,82.258,178.91,715.64,-30717.63
000001.SZ,2021-04-28,sell,48300,23.327,281.67,1126.68,-763.06
600733.SH,2021-04-28,buy,27200,14.374,97.75,0.0,0.0
300122.SZ,2021-04-28,buy,3300,218.238,180.05,0.0,0.0
300413.SZ,2021-04-28,buy,13800,70.611,243.61,0.0,0.0
603986.SH,2021-04-28,buy,4500,195.966,220.46,0.0,0.0
002007.SZ,2021-04-28,buy,22200,44.815,248.72,0.0,0.0
600733.SH,2021-04-30,sell,27200,13.796,93.81,375.26,-16195.29
300122.SZ,2021-04-30,sell,3300,225.225,185.81,743.24,22126.5
002007.SZ,2021-05-06,sell,22200,39.67,220.17,880.68,-115308.31
300413.SZ,2021-05-06,sell,13800,66.334,228.85,915.4,-60166.03
000725.SZ,2021-05-07,sell,166300,6.603,274.54,1098.14,26392.77
300433.SZ,2021-05-07,sell,33400,24.965,208.46,833.83,-118391.19
603986.SH,2021-05-07,sell,4500,177.772,199.99,799.97,-82871.71
002304.SZ,2021-05-07,buy,4000,186.286,186.29,0.0,0.0
002049.SZ,2021-05-07,buy,6700,121.621,203.72,0.0,0.0
