start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2026-06-16,1561,10000000,15179879.94932981,0.5179879949329835,0.06970259634345988,0.19831512863535095,0.200199534027797,-0.277196386872982,-27.719638687298197,2020-01-02,2024-09-18,399,0.44360902255639095,1.1796950856588866,198546.36389830508,-134187.62292792794,2277254.63,-666204.35,9,22.037593984962406,399682.9338632499,796118.2778070001,802613457.6460006,796118277.8070003
