date,S1_MA_Cross,S2_Bollinger,S3_Vol_Break,S4_TrendTrail,S5_MACD,S6_Composite,S7_FundFlow,Buy_Hold
2026-03-25,2139583.4329723706,1084100.9611674796,5708777.340267458,3457853.128561949,4092128.9867929444,2896039.9065857073,1855236.2836109458,6707438.189326224
2026-03-26,2138973.6516939737,1084100.9611674796,5978662.917904902,3457853.128561949,4092128.9867929444,3031776.847267632,1939677.1039067132,7027337.828655062
2026-03-27,2179631.6787046995,1084100.9611674796,6097289.095003714,3456867.6404203093,4090962.7300317087,3091438.9992993926,1976792.4317818135,7167947.310647639
2026-03-30,2386927.158426672,1084100.9611674796,6702106.202405274,3785313.0346116107,4479655.039443884,3395627.257706679,2166025.4138662005,7884846.584078197
2026-03-31,2445873.7403381346,1084100.9611674796,6874092.109723253,3878709.8291683793,4590183.658234077,3482126.2885333956,2219835.7405252685,8088704.197375987
2026-04-01,2434613.4317422267,1084100.9611674796,6841238.39153046,3860868.6466184324,4569069.857978001,3465602.7557216254,2209556.588381421,8049762.166117819
2026-04-02,2619690.584436034,1084100.9611674796,7381230.041558321,4154110.6336306445,4916101.380307719,3737187.5332788415,2378507.2165712365,8689822.80068998
2026-04-03,2770911.2388012055,1084100.9611674796,7822440.042254828,4393709.333512815,5199649.79851179,3959090.8162073796,2516551.4007312288,9212795.985573154
2026-04-07,2805674.607620786,1084100.9611674796,7923867.628621842,4448789.494405269,5264833.342926519,4010103.065156469,2548285.6959404224,9333019.706235953
2026-04-08,2843460.8780768504,1084100.9611674796,8034115.005107726,4508659.2345057605,5335685.021638179,4065551.161840262,2582779.49508085,9463697.663478125
2026-04-09,3117109.0487196743,1084100.9611674796,8832526.505618498,4942235.892313527,5848792.878868032,4467106.278024288,2832583.588455829,10410067.429825937
2026-04-10,3011836.4992290763,1084100.9611674796,8525377.314728824,4775438.796393555,5651400.101977343,4312627.880663241,2736483.8640505965,10045998.640949244
2026-04-13,2896966.2370426385,1084100.9611674796,8190225.290211738,4593434.786488058,5436010.998693893,4144065.666744512,2631622.714663696,9648737.65093304
2026-04-14,2861598.2878957624,1084100.9611674796,8087033.74582095,4537396.709753997,5369693.8274197765,4092166.248248482,2599336.5186682553,9526423.082954368
2026-04-15,2817086.0612985175,1084100.9611674796,7957162.336320579,4466870.155915617,5286230.54989744,4026848.390354974,2557960.634002247,9372484.449323088
