date,version,slip,failure,bars,orders,turnover,initial_equity,final_equity,account_gross,hold_gross,excess_gross,final_position,position_gap,short_unclosed,long_unclosed,mom_unclosed,state,cycles,strategy_reported_gross,max_drawdown
20260507,v39,0.0,,241,4,150825.0,176022.0,177917.0,1895.0,1817.999999999995,77.0,200,0,0,0,0,IDLE,2,76.99999999999818,0.018991940061300894
20260507,v39,0.01,,241,4,150825.0,176022.0,177913.0,1891.0,1817.999999999995,73.0,200,0,0,0,0,IDLE,2,76.99999999999818,0.01900896810080599
20260508,v51,0.0,,241,4,155536.0,174676.0,176062.0,1386.0,4770.000000000005,-3384.0,200,0,0,0,0,FORCED,2,-3384.000000000003,0.0029177779297453466
20260508,v51,0.01,,241,4,155534.0,174676.0,176060.0,1384.0,4770.000000000005,-3386.0,200,0,0,0,0,FORCED,2,-3386.0000000000014,0.0029234767147644503
20260508,v39,0.0,,241,3,115806.0,174676.0,176069.0,1393.0,4770.000000000005,-3377.0,100,-100,100,0,0,SOLD,1,0.0,0.0029177779297453466
20260508,v39,0.01,,241,3,115804.0,174676.0,176067.0,1391.0,4770.000000000005,-3379.0,100,-100,100,0,0,SOLD,1,0.0,0.0029234767147644503
20260511,v51,0.0,,241,4,159017.0,180880.0,181035.0,155.0,-817.999999999995,973.0,200,0,0,0,0,DONE,2,972.9999999999961,0.024148365805256145
20260511,v51,0.01,,241,4,159017.0,180880.0,181031.0,151.0,-817.999999999995,969.0,200,0,0,0,0,DONE,2,968.9999999999998,0.02415959476350238
20260511,v39,0.0,,241,4,159017.0,180880.0,181035.0,155.0,-817.999999999995,973.0,200,0,0,0,0,IDLE,2,972.9999999999961,0.024148365805256145
20260511,v39,0.01,,241,4,159017.0,180880.0,181031.0,151.0,-817.999999999995,969.0,200,0,0,0,0,IDLE,2,972.9999999999961,0.02415959476350238
20260512,v51,0.0,,241,3,169138.0,181210.0,181430.0,220.0,1081.9999999999936,-862.0,200,0,0,0,0,DONE,1,-862.0000000000005,0.02461957461525155
20260512,v51,0.01,,241,3,169136.0,181210.0,181428.0,218.0,1081.9999999999936,-864.0,200,0,0,0,0,DONE,1,-863.9999999999986,0.024619840695148443
20260512,v39,0.0,,241,4,169749.0,181210.0,183101.0,1891.0,1081.9999999999936,809.0,200,0,0,0,0,BT_DIPPING,2,809.0000000000032,0.019204470813726893
20260512,v39,0.01,,241,4,169747.0,181210.0,183099.0,1889.0,1081.9999999999936,807.0,200,0,0,0,0,BT_DIPPING,2,809.0000000000032,0.019204677606926013
20260513,v51,0.0,,241,2,80230.0,178600.0,181562.0,2962.0,2791.999999999996,170.0,200,0,0,0,0,IDLE,1,169.99999999999886,0.014207781964770794
20260513,v51,0.01,,241,2,80229.0,178600.0,181561.0,2961.0,2791.999999999996,169.0,200,0,0,0,0,IDLE,1,168.99999999999977,0.014207859783650578
20260513,v39,0.0,,241,4,162694.0,178600.0,182234.0,3634.0,2791.999999999996,842.0,200,0,0,0,0,IDLE,2,842.0000000000016,0.008074602303894673
20260513,v39,0.01,,241,4,162692.0,178600.0,182232.0,3632.0,2791.999999999996,840.0,200,0,0,0,0,IDLE,2,842.0000000000016,0.008085573230938059
20260514,v51,0.0,,241,3,122560.0,182164.0,179516.0,-2648.0,-1224.000000000001,-1424.0,300,100,0,100,0,BT_DIPPING,1,-791.0000000000025,0.03595905265897459
20260514,v51,0.01,,241,3,122561.0,182164.0,179513.0,-2651.0,-1224.000000000001,-1427.0,300,100,0,100,0,BT_DIPPING,1,-793.0000000000007,0.03597009179584776
20260514,v39,0.0,,241,5,204792.0,182164.0,181396.0,-768.0,-1224.000000000001,456.0,300,100,0,100,0,BT_DIPPING,2,1088.9999999999986,0.02163319712431444
20260514,v39,0.01,,241,5,204791.0,182164.0,181393.0,-771.0,-1224.000000000001,453.0,300,100,0,100,0,BT_DIPPING,2,1088.9999999999986,0.021638778263981084
20260515,v51,0.0,,241,4,157037.0,180002.0,173407.0,-6595.0,-5112.0,-1483.0,200,0,0,0,0,IDLE,2,-1482.9999999999984,0.04868965669890879
20260515,v51,0.01,,241,4,157037.0,180002.0,173403.0,-6599.0,-5112.0,-1487.0,200,0,0,0,0,IDLE,2,-1487.0000000000005,0.04871179087629207
20260515,v39,0.0,,241,5,193427.0,180002.0,171650.0,-8352.0,-5112.0,-3240.0,300,100,0,100,0,BT_DIPPING,2,-838.9999999999986,0.060669780207618595
20260515,v39,0.01,,241,5,193427.0,180002.0,171646.0,-8356.0,-5112.0,-3244.0,300,100,0,100,0,BT_DIPPING,2,-838.9999999999986,0.06068638084065603
20260518,v51,0.0,,241,3,116299.0,173600.0,178293.0,4693.0,6296.000000000004,-1603.0,100,-100,100,0,0,IDLE,1,345.00000000000455,0.0037982342132388824
20260518,v51,0.01,,241,3,116297.0,173600.0,178291.0,4691.0,6296.000000000004,-1605.0,100,-100,100,0,0,IDLE,1,343.9999999999998,0.003798276770008213
20260518,v39,0.0,,241,3,154786.0,173600.0,179754.0,6154.0,6296.000000000004,-142.0,200,0,0,0,0,IDLE,1,-141.9999999999959,0.00752597460261073
20260518,v39,0.01,,241,3,154784.0,173600.0,179752.0,6152.0,6296.000000000004,-144.0,200,0,0,0,0,IDLE,1,-141.9999999999959,0.0075260581437943674
20260519,v51,0.0,,241,4,155446.0,179098.0,179230.0,132.0,481.99999999999363,-350.0,200,0,0,0,0,DONE,2,-350.0,0.03076071922544954
20260519,v51,0.01,,241,4,155446.0,179098.0,179226.0,128.0,481.99999999999363,-354.0,200,0,0,0,0,DONE,2,-353.99999999999636,0.030766762380565083
20260519,v39,0.0,,241,4,155446.0,179098.0,179230.0,132.0,481.99999999999363,-350.0,200,0,0,0,0,IDLE,2,-350.0,0.03076071922544954
20260519,v39,0.01,,241,4,155446.0,179098.0,179226.0,128.0,481.99999999999363,-354.0,200,0,0,0,0,IDLE,2,-350.0,0.030766762380565083
20260520,v51,0.0,,241,4,156241.0,179380.0,180455.0,1075.0,210.00000000000227,865.0,200,0,0,0,0,DONE,2,865.0000000000034,0.015445712057212901
20260520,v51,0.01,,241,4,156241.0,179380.0,180451.0,1071.0,210.00000000000227,861.0,200,0,0,0,0,DONE,2,861.000000000007,0.015446051424585105
