date,open,close,high,low,vol,ret,ret_1d,vol_ma5,vol_ma20,vol_ratio,vol_ratio_5,ma5,ma10,ma20,ma60,pct_ma5,pct_ma20,ma5_slope,ma10_slope,ma20_slope,atr,atr_pct,rsi,macd,macd_signal,macd_hist,macd_hist_chg,k,d,j,bb_mid,bb_std,bb_upper,bb_lower,bb_width,bb_pos,obv,mfi,upper_shadow,lower_shadow,body_pct,amplitude,hl_spread,cumret_5d,cumret_10d,cumret_20d,ret_accel,consec_up,consec_down,gap,intraday_rev
2026-04-01,54.388,51.688,54.428,50.308,1287396.0,,2.7665995975855173,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.07738740133106166,2.669865345921689,5.223649589846764,7.575200411855552,7.970902337099515,,,,,0,0,,-4.964330366992711
2026-04-02,51.758,53.118,55.528,51.758,1469875.0,2.7665995975855173,8.772920667193794,,,,,,,,,,,,,,,,,0.11407407407407533,0.022814814814815065,0.09125925925926026,0.09125925925926026,,,,,,,,,,1469875.0,,4.537068413720389,0.0,2.5603373620994754,7.283898141350122,7.097405775819865,,,,,1,0,0.13542795232936133,2.627613122609064
2026-04-03,54.178,57.778,58.458,53.738,1698326.0,8.772920667193794,1.124995673093565,,,,,,,,,,,,,,,,,0.5738862509232874,0.13302910203650953,0.44085714888677785,0.3495978896275176,,,,,,,,,,3168201.0,,1.1769185503132675,0.7615355325556401,6.230745266364362,8.712023330503154,8.16919934923327,,,,6.006321069608277,2,0,1.9955570616363476,6.644763557163428
2026-04-07,58.078,58.428,61.228,57.728,1668754.0,1.124995673093565,-0.2396111453412786,,,,,,,,,,,,,,,,,0.9794497940282412,0.30231324043485586,0.6771365535933853,0.23627940470660747,,,,,,,,,,4836955.0,,4.7922229068255024,0.5990278633531892,0.5990278633531771,6.026378318812631,5.990278633531869,,,,-7.647924994100229,3,0,0.5192287721970374,0.6026378318812533
2026-04-08,60.528,58.288,60.598,56.278,1951079.0,-0.2396111453412786,1.6813066154268475,1615086.0,,,1.2080341232603093,55.86,,,,4.346580737558177,,,,,,,,1.2748690965289526,0.49682441165367525,0.7780446848752773,0.10090813128189202,,,,,,,,,,2885876.0,,0.12009332967334663,3.448394180620365,3.8429865495470805,7.137192704203015,7.411474059840792,,,,-1.3646068184348437,0,1,3.5941671801191233,-3.7007665873645292
2026-04-09,56.938,59.268,60.528,55.838,1941819.0,1.6813066154268475,-6.0066140244314,1745970.6,,,1.1121716482511217,57.376,,,,3.297546012269944,,1.5159999999999982,,,,,,1.5699711814337434,0.7114537656096889,0.8585174158240545,0.08047273094877716,,,,,,,,,,4827695.0,,2.125936424377401,1.8559762435040854,3.931295133967737,8.237029751659696,7.913207801849223,14.106211407958448,,,1.920917760768126,1,0,-2.3160856437002377,4.092170430995115
2026-04-10,58.938,55.708,58.938,55.438,2089276.0,-6.0066140244314,-4.469735047030943,1869850.8,,,1.117349041966343,57.89399999999999,,,,-3.7758662382975663,,0.5179999999999936,,,,,,1.4992965051462264,0.8690223135169964,0.6302741916292299,-0.22824322419482457,,,,,,,,,,2738419.0,,0.0,0.48467006534069795,5.798090040927701,5.938443788387797,6.282760106268399,5.3329977859415285,,,-7.687920639858247,0,1,-0.556792873051222,-5.480335267569317
2026-04-13,54.728,53.218,55.678,52.828,2035119.0,-4.469735047030943,-1.5408320493066285,1937209.4,,,1.050541567679777,56.98199999999999,,,,-6.605594749219032,,-0.911999999999999,,,,,,1.228206129078842,0.9408590766293656,0.28734705244947634,-0.3429271391797536,,,,,,,,,,703300.0,,1.7851103010259606,0.7328347551580303,2.837385846893904,5.207571992398761,5.355330903077895,-7.909657928283209,,,1.5368789774004572,0,2,-1.7591728297551463,-2.759099546849872
2026-04-14,53.238,52.398,54.138,51.878,1569564.0,-1.5408320493066285,-1.0305736860185655,1917371.4,,,0.8186019672557961,55.775999999999996,,,,-6.056368330464704,,-1.205999999999996,,,,,,0.9364036278399652,0.9399679868714855,-0.0035643590315203033,-0.29091141148099664,19.139194139194167,19.139194139194167,19.139194139194167,,,,,,,-866264.0,,1.7176228100309145,0.9924042902400914,1.6031146226955155,4.245088094969755,4.313141722966521,-10.575485650683403,,,2.928902997724314,0,3,0.03758126949527607,-1.5778203538825581
2026-04-15,52.588,51.858,53.718,51.458,1301525.0,-1.0305736860185655,1.9476262100351027,1787460.6,,,0.7281419237996071,54.489999999999995,55.175,,,-4.830244081482837,,-1.2860000000000014,,,,,,0.6540352450705882,0.8827814385113061,-0.2287461934407179,-0.2251818344091976,14.124184697367927,17.46752432525209,7.437505441599605,,,,,,,-2167789.0,,2.179027343900657,0.7713371128851838,1.407690231015473,4.297558378337273,4.358054687801314,-11.36644819136069,,,0.5102583632880631,0,4,0.3626092598954115,-1.3881493876930173
