date,open,close,high,low,vol,ret,ret_1d,vol_ma5,vol_ma20,vol_ratio,vol_ratio_5,ma5,ma10,ma20,ma60,pct_ma5,pct_ma20,ma5_slope,ma10_slope,ma20_slope,atr,atr_pct,rsi,macd,macd_signal,macd_hist,macd_hist_chg,k,d,j,bb_mid,bb_std,bb_upper,bb_lower,bb_width,bb_pos,obv,mfi,upper_shadow,lower_shadow,body_pct,amplitude,hl_spread,cumret_5d,cumret_10d,cumret_20d,ret_accel,consec_up,consec_down,gap,intraday_rev
2026-04-01,320.0,308.0,320.0,291.0,182901.0,,7.951298701298715,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,0.0,,0.0,5.51948051948052,3.896103896103896,9.0625,9.415584415584416,,,,,0,0,,-3.75
2026-04-02,304.9,332.49,338.8,304.9,192142.0,7.951298701298715,6.018226112063507,,,,,,,,,,,,,,,,,1.953618233618272,0.3907236467236544,1.5628945868946176,1.5628945868946176,,,,,,,,,,192142.0,,1.8978014376372228,0.0,8.29799392462932,11.118399475237794,10.195795362266544,,,,,1,0,-1.0064935064935139,9.048868481469345
2026-04-03,339.13,352.5,363.63,330.0,186519.0,6.018226112063507,1.304964539007103,,,,,,,,,,,,,,,,,5.058206670400466,1.3242202514590167,3.7339864189414493,2.171091832046832,,,,,,,,,,378661.0,,3.157446808510637,2.5900709219858142,3.792907801418441,9.916551175065608,9.540425531914892,,,,-1.9330725892352074,2,0,1.9970525429336181,3.9424409518473755
2026-04-07,351.5,357.1,368.0,346.0,172365.0,1.304964539007103,1.400168020162429,,,,,,,,,,,,,,,,,7.799884714370478,2.619353144041309,5.180531570329169,1.4465451513877197,,,,,,,,,,551026.0,,3.052366283954068,1.5401848221786612,1.5681881825819162,6.258890469416785,6.160739288714645,,,,-4.713261573056404,3,0,-0.28368794326241137,1.5931721194879154
2026-04-08,362.2,362.1,365.1,341.5,218783.0,1.400168020162429,9.999999999999986,190542.0,,,1.1482140420484723,342.438,,,,5.741769312985134,,,,,,,,10.257895891676071,4.147061693568261,6.11083419810781,0.9303026277786408,,,,,,,,,,769809.0,,0.8008837337752097,5.6890361778514285,0.027616680474997483,6.515737161789073,6.517536592101636,,,,0.09520348115532595,4,0,1.4281713805656582,-0.027609055770283244
2026-04-09,354.86,398.31,398.31,353.0,214583.0,9.999999999999986,-3.497275991062243,196878.4,,,1.0899265739664687,360.5,,,,10.488210818307907,,18.062000000000012,,,,,,14.955336034674247,6.308716561789458,8.646619472884788,2.5357852747769787,,,,,,,,,,984392.0,,0.0,0.466972960759211,10.908588787627723,12.768415713239023,11.375561748386936,26.67465737253174,,,8.599831979837557,5,0,-1.999447666390502,12.24426534407935
2026-04-10,392.0,384.38,396.53,370.0,248833.0,-3.497275991062243,-3.954420105104317,208216.6,,,1.195068020513254,370.87800000000004,,,,3.6405502618111485,,10.378000000000043,,,,,,17.3540103799329,8.517775325418146,8.836235054514756,0.18961558162996717,,,,,,,,,,735559.0,,1.1785212550080577,3.7410895468026424,1.9824132369009844,6.767857142857137,6.902024038711685,15.226082680170784,,,-13.497275991062228,0,1,-1.5841932163390329,-1.9438775510204094
2026-04-13,372.0,369.18,375.88,360.0,230442.0,-3.954420105104317,-1.2676743052169703,217001.2,,,1.061938827988048,374.21400000000006,,,,-1.3452195802401963,,3.3360000000000127,,,,,,17.823011529295854,10.378822566193689,7.444188963102166,-1.39204609141259,,,,,,,,,,505117.0,,1.0509778427867151,2.48659190638713,0.7638550300666322,4.268817204301074,4.301424779240478,5.253436463002958,,,-0.457144114042074,0,2,-3.2207711119204943,-0.7580645161290305
2026-04-14,369.99,364.5,376.76,360.01,174594.0,-1.2676743052169703,-1.6159122085047994,217447.0,,,0.8029266901819754,375.6940000000001,,,,-2.979552508158254,,1.4800000000000182,,,,,,17.614017996411633,11.825861652237277,5.7881563441743555,-1.65603261892781,68.4931506849315,68.4931506849315,68.49315068493152,,,,,,,330523.0,,1.8573388203017782,1.2318244170096047,1.5061728395061753,4.527149382415741,4.595336076817558,2.680797618778885,,,2.6867457998873467,0,3,0.21940516821062958,-1.4838238871320872
2026-04-15,360.12,358.61,371.8,352.0,170899.0,-1.6159122085047994,2.763447756615811,207870.2,,,0.822142856455615,374.996,358.717,,,-4.369646609563827,,-0.6980000000000928,,,,,,16.77968952481956,12.816627226753734,3.963062298065825,-1.8250940461085303,64.82849948598975,67.27160028528426,59.94229788740071,,,,,,,159624.0,,3.257020161177883,1.8432280192967327,0.4210702434399461,5.4981672775741455,5.521318423914562,-0.33528260988834324,,,-0.3482379032878291,0,4,-1.2016460905349782,-0.41930467621903555
2026-04-16,350.0,368.52,373.05,346.0,180799.0,2.763447756615811,-0.713665472701619,201113.4,,,0.8989903208836408,369.038,364.769,,,-0.14036494886706222,,-5.95799999999997,6.052000000000021,,,,,16.725333149357766,13.598368411274542,3.126964738083224,-0.8360975599826013,62.01566193224964,65.51962083427273,55.007744128203456,,,,,,,340423.0,,1.2292412894822615,1.0854227721697602,5.025507435145984,7.728571428571432,7.340171496798006,-7.571834853272518,19.10282251925922,,4.37935996512061,1,0,-2.4009369510052743,5.2914285714285665
2026-04-17,367.44,365.89,372.64,360.35,152231.0,-0.713665472701619,5.22288119380141,181793.0,,,0.8373864780272068,365.34,368.109,,,0.15054469808945403,,-3.698000000000036,3.339999999999975,,,,,16.282343588533195,14.135163446726274,2.1471801418069205,-0.9797845962763034,55.654635385449765,62.231292351331746,42.50132145368582,,,,,,,188192.0,,1.4211921615786134,1.5141162644510546,0.4236245866243984,3.344763770955792,3.3589330126540666,-4.788224334911894,10.437858345258888,,-3.47711322931743,0,1,-0.2930641484858309,-0.42183757892445334
2026-04-20,374.23,385.0,401.98,374.23,210116.0,5.22288119380141,-0.8883116883116937,177727.8,,,1.1822348557738296,368.504,371.35900000000004,,,4.476477867268736,,3.164000000000044,3.250000000000057,,,,,17.274162666650284,14.762963290711077,2.5111993759392064,0.3640192341322859,61.07795798183423,61.846847561499246,59.5401788225042,,,,,,,398308.0,,4.410389610389616,0.0,2.7974025974025927,7.415225930577451,7.207792207792208,4.3890769639938325,9.642513426996791,,5.936546666503029,1,0,2.2793735822241747,2.8779093071105954
