date,open,close,high,low,vol
2023-05-18,14.128,14.518,14.618,14.088,698777.0
2023-05-19,14.388,14.428,14.468,14.228,359781.0
2023-05-22,14.438,14.158,14.438,13.998,411413.0
2023-05-23,14.138,13.838,14.148,13.798,366219.0
2023-05-24,13.778,13.738,13.968,13.708,256192.0
2023-05-25,13.758,13.848,13.998,13.658,295779.0
2023-05-26,13.808,13.768,13.888,13.628,252317.0
2023-05-29,13.778,13.848,14.008,13.718,307680.0
2023-05-30,13.748,13.768,13.828,13.398,534990.0
2023-05-31,13.688,13.728,13.808,13.618,285702.0
2023-06-01,13.768,13.858,14.038,13.708,433508.0
2023-06-02,13.918,14.228,14.518,13.888,683649.0
2023-06-05,14.238,14.148,14.298,14.068,359102.0
2023-06-06,14.108,13.718,14.118,13.638,407919.0
2023-06-07,13.738,13.458,13.848,13.368,611784.0
2023-06-08,13.408,12.768,13.488,12.718,1031087.0
2023-06-09,12.788,13.168,13.208,12.518,822751.0
2023-06-12,12.998,12.968,13.068,12.838,394227.0
2023-06-13,13.008,13.228,13.268,12.898,475382.0
2023-06-14,13.238,13.448,13.558,13.128,587129.0
2023-06-15,13.468,14.338,14.768,13.448,1777412.0
2023-06-16,14.128,14.748,14.818,14.018,1289424.0
2023-06-19,14.918,14.938,15.058,14.608,1341967.0
2023-06-20,14.868,14.878,15.318,14.718,966997.0
2023-06-21,14.868,14.218,14.878,14.208,849468.0
2023-06-26,14.148,14.088,14.418,13.928,746995.0
2023-06-27,14.088,13.898,14.108,13.648,588887.0
2023-06-28,13.928,13.678,13.928,13.178,624531.0
2023-06-29,13.608,13.698,13.898,13.568,460925.0
2023-06-30,13.628,13.928,14.068,13.548,534382.0
2023-07-03,13.948,14.138,14.238,13.818,559377.0
2023-07-04,14.138,14.358,14.648,14.088,662959.0
2023-07-05,14.348,13.968,14.358,13.918,501629.0
2023-07-06,13.888,13.928,14.148,13.868,292857.0
2023-07-07,13.868,13.658,13.928,13.528,327947.0
2023-07-10,13.808,13.708,13.918,13.658,246746.0
2023-07-11,13.708,13.748,13.898,13.648,280507.0
2023-07-12,13.738,13.448,13.738,13.428,429216.0
2023-07-13,13.568,13.728,13.778,13.508,334158.0
2023-07-14,14.338,15.168,15.168,14.338,2208959.0
2023-07-17,15.298,15.238,15.328,15.028,1705154.0
2023-07-18,15.158,14.698,15.158,14.648,948861.0
2023-07-19,14.828,14.708,14.978,14.678,724220.0
2023-07-20,14.768,14.388,14.798,14.358,689836.0
2023-07-21,14.348,14.308,14.538,14.258,543938.0
2023-07-24,14.278,14.378,14.578,14.138,497295.0
2023-07-25,14.588,14.658,14.678,14.428,630716.0
2023-07-26,14.578,14.498,14.598,14.328,433243.0
2023-07-27,14.438,14.318,14.578,14.258,361036.0
2023-07-28,14.368,14.608,14.668,14.288,483732.0
2023-07-31,14.608,14.718,14.748,14.538,488299.0
2023-08-01,14.658,14.648,14.688,14.458,383272.0
2023-08-02,14.748,14.518,14.868,14.448,386125.0
2023-08-03,14.408,14.438,14.488,14.308,284598.0
2023-08-04,14.468,14.518,14.638,14.438,360513.0
2023-08-07,14.548,14.308,14.628,14.248,414183.0
2023-08-08,14.248,14.178,14.368,14.118,347119.0
2023-08-09,14.148,13.878,14.218,13.848,421020.0
2023-08-10,13.878,13.988,14.018,13.858,218901.0
2023-08-11,13.978,13.738,14.048,13.728,289988.0
2023-08-14,13.528,13.828,13.868,13.498,223449.0
2023-08-15,13.818,13.748,13.988,13.608,222287.0
2023-08-16,13.648,13.518,13.688,13.458,200604.0
2023-08-17,13.468,13.668,13.708,13.408,228383.0
2023-08-18,13.638,13.508,13.778,13.508,197703.0
2023-08-21,13.598,13.528,13.728,13.508,191577.0
2023-08-22,13.568,13.668,13.678,13.268,302317.0
2023-08-23,13.648,13.408,13.648,13.368,164192.0
2023-08-24,13.488,13.538,13.618,13.308,221020.0
2023-08-25,13.378,13.138,13.418,12.978,415037.0
2023-08-28,13.958,13.278,13.968,13.228,383273.0
2023-08-29,13.278,13.608,13.658,13.218,325817.0
2023-08-30,13.618,13.608,13.828,13.528,335242.0
2023-08-31,13.598,13.488,13.628,13.448,216892.0
2023-09-01,13.508,13.468,13.558,13.398,191027.0
2023-09-04,13.538,13.668,13.678,13.448,279421.0
2023-09-05,13.688,13.528,13.708,13.478,231337.0
2023-09-06,13.478,13.618,13.648,13.368,236454.0
2023-09-07,13.608,13.398,13.608,13.348,235018.0
2023-09-08,13.338,13.408,13.478,13.308,167354.0
2023-09-11,13.498,13.658,13.788,13.428,363129.0
2023-09-12,13.648,13.658,13.738,13.608,231527.0
2023-09-13,13.708,13.388,13.708,13.308,324818.0
2023-09-14,13.378,13.448,13.578,13.378,190517.0
2023-09-15,13.488,13.238,13.508,13.218,274986.0
2023-09-18,13.198,13.238,13.328,13.098,210302.0
2023-09-19,13.168,12.958,13.228,12.898,282574.0
2023-09-20,12.878,12.908,13.068,12.868,156079.0
2023-09-21,12.878,12.848,13.008,12.838,159342.0
2023-09-22,12.798,13.168,13.188,12.798,298329.0
2023-09-25,13.188,13.118,13.268,13.098,198341.0
2023-09-26,13.128,13.158,13.328,13.088,216283.0
2023-09-27,13.078,13.418,13.528,13.058,376374.0
2023-09-28,13.398,13.468,13.598,13.358,263888.0
2023-10-09,13.468,13.558,13.598,13.388,288880.0
2023-10-10,13.598,13.478,13.638,13.458,178345.0
2023-10-11,13.558,13.498,13.598,13.448,223297.0
2023-10-12,13.588,13.668,13.798,13.508,381728.0
2023-10-13,13.558,13.518,13.628,13.468,228560.0
2023-10-16,13.488,13.378,13.548,13.258,248488.0
2023-10-17,13.478,13.388,13.538,13.338,166607.0
2023-10-18,13.348,13.168,13.368,13.068,197934.0
2023-10-19,13.088,12.928,13.208,12.908,227601.0
2023-10-20,12.898,12.748,13.018,12.708,271625.0
2023-10-23,12.698,12.268,12.708,12.148,369024.0
2023-10-24,12.268,12.318,12.378,11.988,271042.0
2023-10-25,12.498,12.318,12.538,12.278,250704.0
2023-10-26,12.218,12.428,12.488,12.118,222716.0
2023-10-27,12.348,12.598,12.688,12.268,272343.0
2023-10-30,12.598,12.878,12.888,12.518,309530.0
2023-10-31,12.778,12.528,12.778,12.418,405667.0
2023-11-01,12.538,12.438,12.588,12.348,241670.0
2023-11-02,12.508,12.278,12.548,12.268,234447.0
2023-11-03,12.278,12.478,12.528,12.278,238681.0
2023-11-06,12.548,12.668,12.748,12.548,342191.0
2023-11-07,12.648,12.658,12.728,12.518,339714.0
2023-11-08,12.678,12.638,12.728,12.528,330137.0
2023-11-09,12.568,12.618,12.698,12.558,214368.0
2023-11-10,12.558,12.488,12.558,12.418,210087.0
2023-11-13,12.508,12.588,12.648,12.498,214859.0
2023-11-14,12.648,12.728,12.788,12.608,271805.0
2023-11-15,12.848,12.748,12.868,12.708,234295.0
2023-11-16,12.718,12.608,12.728,12.598,164948.0
2023-11-17,12.598,12.748,12.788,12.558,214115.0
2023-11-20,12.748,12.728,12.778,12.638,205093.0
2023-11-21,12.748,12.548,12.768,12.518,274016.0
2023-11-22,12.548,12.308,12.548,12.298,279989.0
2023-11-23,12.268,12.368,12.378,12.148,240951.0
2023-11-24,12.348,12.178,12.358,12.118,225539.0
2023-11-27,12.098,12.048,12.198,11.958,262000.0
2023-11-28,12.048,12.038,12.098,11.928,183768.0
2023-11-29,11.998,11.758,12.038,11.738,294613.0
2023-11-30,11.768,11.798,11.868,11.708,175969.0
2023-12-01,11.798,11.908,11.948,11.718,194944.0
2023-12-04,11.948,12.028,12.138,11.888,299687.0
2023-12-05,11.978,11.758,11.988,11.748,190440.0
2023-12-06,11.768,11.628,11.788,11.568,241968.0
2023-12-07,11.628,11.458,11.628,11.418,289441.0
2023-12-08,11.478,11.438,11.588,11.308,464316.0
2023-12-11,11.308,11.478,11.488,11.118,364993.0
2023-12-12,11.428,11.408,11.488,11.318,217745.0
2023-12-13,11.368,11.208,11.368,11.208,178049.0
2023-12-14,11.258,11.178,11.368,11.178,167595.0
2023-12-15,11.178,11.128,11.278,11.098,175254.0
2023-12-18,11.108,10.908,11.118,10.828,228157.0
2023-12-19,10.908,10.918,10.968,10.808,150144.0
2023-12-20,10.918,10.898,11.308,10.748,359206.0
2023-12-21,10.798,10.948,11.008,10.758,253678.0
2023-12-22,10.888,11.048,11.128,10.798,278336.0
2023-12-25,10.988,11.008,11.058,10.948,160550.0
2023-12-26,10.998,10.638,11.008,10.538,292561.0
2023-12-27,10.638,10.728,10.768,10.538,237677.0
2023-12-28,10.838,11.288,11.398,10.818,644444.0
2023-12-29,11.248,11.288,11.498,11.218,402175.0
2024-01-02,11.248,11.098,11.278,11.058,303699.0
2024-01-03,11.078,11.048,11.158,10.918,222131.0
2024-01-04,11.028,10.898,11.028,10.848,216092.0
2024-01-05,10.908,10.728,10.948,10.658,263683.0
2024-01-08,10.718,10.518,10.728,10.478,254037.0
2024-01-09,10.528,10.428,10.608,10.358,254817.0
2024-01-10,10.398,10.298,10.478,10.178,207614.0
2024-01-11,10.298,10.498,10.538,10.268,195557.0
2024-01-12,10.488,10.428,10.548,10.408,146448.0
2024-01-15,10.378,10.398,10.488,10.308,112453.0
2024-01-16,10.548,10.548,10.688,10.368,304727.0
2024-01-17,10.528,10.308,10.528,10.308,166668.0
2024-01-18,10.258,10.418,10.458,10.058,347412.0
2024-01-19,10.428,10.438,10.548,10.388,218018.0
2024-01-22,10.428,10.018,10.448,9.888,264312.0
2024-01-23,9.928,10.258,10.338,9.868,243075.0
2024-01-24,10.368,10.468,10.498,10.108,274184.0
2024-01-25,10.478,10.668,10.688,10.388,325091.0
2024-01-26,10.658,10.628,10.778,10.548,231466.0
2024-01-29,10.648,10.568,10.748,10.478,243659.0
2024-01-30,10.518,10.228,10.518,10.188,215377.0
2024-01-31,10.338,10.338,10.658,10.328,325477.0
2024-02-01,10.238,10.438,10.578,10.058,269827.0
2024-02-02,10.428,10.298,10.568,9.878,304528.0
2024-02-05,10.188,9.988,10.308,9.458,416888.0
2024-02-06,9.828,10.538,10.648,9.678,376717.0
2024-02-07,10.608,10.678,10.828,10.508,403024.0
2024-02-08,10.848,11.068,11.088,10.758,541207.0
2024-02-19,11.248,11.198,11.298,10.968,464797.0
2024-02-20,11.138,11.118,11.158,11.008,288324.0
2024-02-21,11.028,11.168,11.388,10.998,473628.0
2024-02-22,11.138,11.268,11.328,11.138,349436.0
2024-02-23,11.288,11.278,11.328,11.158,373793.0
2024-02-26,11.248,11.248,11.348,11.178,333555.0
2024-02-27,11.208,11.768,11.778,11.178,790949.0
2024-02-28,11.818,11.208,11.878,11.208,799891.0
2024-02-29,11.178,11.588,11.618,11.168,541360.0
2024-03-01,11.568,11.868,11.888,11.558,683640.0
2024-03-04,11.918,11.998,11.998,11.658,663226.0
2024-03-05,11.858,11.738,11.978,11.688,496316.0
2024-03-06,11.728,12.208,12.438,11.658,1057011.0
2024-03-07,12.128,11.768,12.128,11.748,659364.0
2024-03-08,11.758,12.378,12.428,11.758,994320.0
2024-03-11,12.348,12.498,12.498,12.198,685556.0
2024-03-12,12.498,12.388,12.718,12.328,681235.0
2024-03-13,12.518,12.728,12.928,12.418,944790.0
2024-03-14,12.628,12.578,12.718,12.348,615516.0
2024-03-15,12.498,12.438,12.548,12.238,515898.0
2024-03-18,12.498,12.568,12.588,12.378,601853.0
2024-03-19,12.538,12.378,12.538,12.378,407444.0
2024-03-20,12.388,12.288,12.448,12.168,478087.0
2024-03-21,12.258,12.448,12.478,12.238,474633.0
2024-03-22,12.368,12.508,12.518,12.228,539290.0
2024-03-25,12.488,12.238,12.708,12.218,525696.0
2024-03-26,12.038,11.958,12.168,11.738,584860.0
2024-03-27,11.948,11.438,11.998,11.428,424762.0
2024-03-28,11.348,11.588,11.748,11.338,587183.0
2024-03-29,11.638,11.698,11.718,11.448,338902.0
2024-04-01,11.898,12.148,12.308,11.898,501564.0
2024-04-02,12.128,11.898,12.148,11.848,305276.0
2024-04-03,11.928,11.708,11.928,11.668,241625.0
2024-04-08,11.638,11.378,11.738,11.358,319104.0
2024-04-09,11.448,11.468,11.518,11.318,291276.0
2024-04-10,11.478,11.218,11.478,11.108,332546.0
2024-04-11,11.148,11.238,11.388,11.108,218210.0
2024-04-12,11.258,11.858,12.168,11.248,993905.0
2024-04-15,11.868,12.198,12.268,11.668,758532.0
2024-04-16,12.198,12.178,12.648,12.128,1037562.0
2024-04-17,12.178,12.488,12.568,12.178,586517.0
2024-04-18,12.408,12.638,12.838,12.288,790314.0
2024-04-19,12.548,12.278,12.698,12.208,617447.0
2024-04-22,12.218,12.388,12.428,12.028,364514.0
2024-04-23,12.358,12.128,12.428,12.078,301757.0
2024-04-24,12.148,12.788,12.798,12.128,693856.0
2024-04-25,12.728,12.888,12.918,12.558,607723.0
2024-04-26,12.898,13.178,13.348,12.468,1255561.0
2024-04-29,13.288,13.568,13.798,13.248,1134950.0
2024-04-30,13.358,13.508,13.718,13.308,553950.0
2024-05-06,13.678,13.448,13.748,13.378,540689.0
2024-05-07,13.408,13.198,13.418,13.028,765728.0
2024-05-08,13.188,13.188,13.308,13.058,347775.0
2024-05-09,13.208,13.528,13.598,13.148,714752.0
2024-05-10,13.498,13.858,14.048,13.458,770848.0
2024-05-13,13.718,14.798,15.148,13.698,1830219.0
2024-05-14,14.758,14.798,14.928,14.598,657095.0
2024-05-15,14.698,14.598,14.878,14.448,447146.0
2024-05-16,14.638,14.528,15.248,14.458,981219.0
2024-05-17,14.258,14.348,14.498,14.248,526190.0
2024-05-20,14.308,14.588,14.738,14.218,478589.0
2024-05-21,14.598,14.378,14.598,14.328,280892.0
2024-05-22,14.398,14.248,14.528,14.188,338623.0
2024-05-23,14.148,14.028,14.238,13.948,392349.0
2024-05-24,13.948,14.118,14.568,13.938,396667.0
2024-05-27,14.098,14.798,14.858,14.078,703903.0
2024-05-28,14.838,14.588,15.208,14.558,547419.0
2024-05-29,14.608,14.628,14.848,14.408,289089.0
2024-05-30,14.528,14.608,14.828,14.398,259440.0
2024-05-31,14.578,14.308,14.658,14.248,334340.0
2024-06-03,14.018,13.918,14.178,13.778,669237.0
2024-06-04,14.008,14.378,14.448,13.858,411843.0
2024-06-05,14.438,14.058,14.458,14.028,224422.0
2024-06-06,14.118,13.988,14.308,13.938,303693.0
2024-06-07,14.048,13.728,14.118,13.598,332922.0
2024-06-11,13.698,13.978,14.078,13.618,265653.0
2024-06-12,13.898,13.868,14.028,13.768,190834.0
2024-06-13,13.798,13.878,14.128,13.768,268029.0
2024-06-14,13.788,14.108,14.168,13.698,373822.0
2024-06-17,14.078,14.348,14.538,13.978,403254.0
2024-06-18,14.328,14.508,14.648,14.328,330112.0
2024-06-19,14.728,14.898,15.098,14.668,744914.0
2024-06-20,14.948,14.618,15.008,14.568,396229.0
2024-06-21,14.548,15.048,15.088,14.478,473189.0
2024-06-24,15.008,14.828,15.348,14.768,565972.0
2024-06-25,14.688,14.528,14.828,14.388,369790.0
2024-06-26,14.568,14.598,14.838,14.398,287046.0
2024-06-27,14.518,14.528,14.678,14.188,298255.0
2024-06-28,14.438,15.118,15.308,14.398,652748.0
2024-07-01,15.298,15.258,15.338,14.928,352640.0
2024-07-02,15.208,14.688,15.328,14.188,625779.0
2024-07-03,14.648,14.598,14.748,14.448,224132.0
2024-07-04,14.568,14.628,14.998,14.568,316081.0
2024-07-05,14.558,14.748,14.808,14.158,314255.0
2024-07-08,14.648,14.938,15.208,14.558,433433.0
2024-07-09,14.918,15.788,15.848,14.898,750925.0
2024-07-10,15.748,15.598,15.848,15.478,372949.0
2024-07-11,15.748,15.678,15.818,15.378,487315.0
2024-07-12,15.538,15.588,15.698,15.258,312840.0
2024-07-15,15.578,15.378,15.578,15.268,232405.0
2024-07-16,15.388,14.998,15.388,14.708,482700.0
2024-07-17,14.978,14.588,14.978,14.548,338628.0
2024-07-18,14.478,14.468,14.598,14.008,390804.0
2024-07-19,14.408,14.548,14.858,14.358,261645.0
2024-07-22,14.488,15.228,15.418,14.458,429361.0
2024-07-23,15.238,14.898,15.238,14.648,359553.0
2024-07-24,14.938,15.068,15.378,14.918,298214.0
2024-07-25,14.938,15.388,15.488,14.708,421924.0
2024-07-26,15.278,15.638,15.768,15.228,400757.0
2024-07-29,15.698,14.998,15.928,14.938,455782.0
2024-07-30,15.028,14.888,15.178,14.848,164458.0
2024-07-31,14.888,15.048,15.168,14.548,276027.0
2024-08-01,14.898,15.228,15.458,14.848,259266.0
2024-08-02,15.098,14.898,15.218,14.778,236079.0
2024-08-05,14.728,14.328,15.138,14.308,267413.0
2024-08-06,14.488,13.798,14.668,13.618,577358.0
2024-08-07,13.938,13.918,14.358,13.908,406257.0
2024-08-08,14.008,13.738,14.068,13.578,280619.0
2024-08-09,13.708,13.628,14.028,13.498,254629.0
2024-08-12,13.608,13.458,13.748,13.378,211851.0
2024-08-13,13.498,13.538,13.598,13.328,152511.0
2024-08-14,13.538,13.078,13.568,13.008,318950.0
2024-08-15,13.018,13.228,13.328,12.988,189081.0
2024-08-16,13.298,13.188,13.518,13.168,182844.0
2024-08-19,13.098,12.958,13.358,12.888,245940.0
2024-08-20,12.978,12.838,13.008,12.698,184174.0
2024-08-21,12.748,12.628,12.878,12.598,169420.0
2024-08-22,12.698,12.398,12.748,12.358,229824.0
2024-08-23,12.388,12.338,12.458,12.198,230701.0
2024-08-26,12.368,12.128,12.398,12.068,269742.0
2024-08-27,12.098,11.828,12.098,11.678,326429.0
2024-08-28,11.798,12.388,12.398,11.718,349490.0
2024-08-29,12.818,13.678,13.678,12.808,789660.0
2024-08-30,13.678,13.638,13.838,13.358,674073.0
2024-09-02,13.588,13.628,13.838,13.508,349020.0
2024-09-03,13.618,14.058,14.148,13.578,433160.0
2024-09-04,13.908,14.078,14.248,13.858,321966.0
2024-09-05,14.148,13.988,14.188,13.888,235502.0
2024-09-06,14.028,13.658,14.068,13.598,242195.0
2024-09-09,13.698,13.868,13.988,13.628,242329.0
2024-09-10,13.788,13.828,13.918,13.658,154691.0
2024-09-11,13.768,14.268,14.458,13.718,403102.0
2024-09-12,14.338,14.068,14.568,14.018,270368.0
2024-09-13,14.158,14.168,14.548,14.078,269840.0
2024-09-18,14.148,14.398,14.458,13.928,244484.0
2024-09-19,14.458,14.298,14.488,14.218,213771.0
2024-09-20,14.348,14.128,14.398,14.018,224737.0
2024-09-23,14.178,13.928,14.328,13.858,231437.0
2024-09-24,14.008,14.228,14.288,13.758,348712.0
2024-09-25,14.248,14.168,14.708,14.098,444695.0
2024-09-26,14.058,14.248,14.248,13.768,586065.0
2024-09-27,14.448,15.058,15.068,14.448,467567.0
2024-09-30,15.848,16.408,16.498,15.188,1029210.0
2024-10-08,18.098,17.498,18.098,16.508,1169547.0
2024-10-09,17.148,16.418,17.568,16.418,820920.0
2024-10-10,16.498,16.648,17.278,16.338,673655.0
2024-10-11,16.798,16.548,16.878,16.118,417705.0
2024-10-14,16.538,16.828,16.938,16.388,459947.0
2024-10-15,16.728,16.088,16.728,16.078,478000.0
2024-10-16,15.888,15.858,16.118,15.688,393488.0
2024-10-17,15.928,16.018,16.318,15.838,345486.0
2024-10-18,15.908,16.568,16.868,15.878,608013.0
2024-10-21,16.718,16.848,17.198,16.588,557739.0
2024-10-22,17.048,17.438,17.618,16.748,890645.0
2024-10-23,17.418,16.978,18.048,16.878,955202.0
2024-10-24,16.798,17.138,17.358,16.718,437453.0
2024-10-25,17.138,17.328,17.448,16.988,408493.0
2024-10-28,17.548,17.368,17.568,16.888,539585.0
2024-10-29,17.478,17.378,17.798,17.268,624053.0
2024-10-30,17.378,17.408,17.868,17.238,455663.0
2024-10-31,17.338,16.808,17.348,16.638,715506.0
2024-11-01,16.738,16.528,16.898,16.438,439082.0
2024-11-04,16.558,16.648,16.928,16.498,365480.0
2024-11-05,16.648,17.408,17.598,16.448,666895.0
2024-11-06,17.498,18.198,18.248,17.348,953594.0
2024-11-07,18.208,18.398,18.408,17.918,639603.0
2024-11-08,18.498,18.078,18.598,17.978,526923.0
2024-11-11,18.048,18.668,18.668,17.648,713054.0
2024-11-12,18.598,18.198,18.948,18.028,565094.0
2024-11-13,18.078,18.148,18.268,17.838,295149.0
2024-11-14,18.188,17.238,18.188,17.158,504483.0
2024-11-15,17.358,16.918,17.388,16.898,355716.0
2024-11-18,16.918,17.058,17.498,16.918,472063.0
2024-11-19,17.038,17.108,17.298,16.708,288176.0
2024-11-20,17.078,17.028,17.178,16.828,234165.0
2024-11-21,17.038,16.778,17.128,16.618,306056.0
2024-11-22,16.778,16.248,16.938,16.198,353423.0
2024-11-25,16.258,16.248,16.538,16.008,325583.0
2024-11-26,16.278,16.218,16.498,16.198,218530.0
2024-11-27,16.218,16.948,16.948,16.168,430894.0
2024-11-28,16.928,16.628,17.048,16.448,312055.0
2024-11-29,16.758,17.158,17.228,16.588,435090.0
2024-12-02,17.378,18.228,18.398,17.258,873439.0
2024-12-03,18.098,18.098,18.458,17.928,340291.0
2024-12-04,17.978,17.818,18.078,17.408,340132.0
2024-12-05,17.738,17.598,17.788,17.328,289805.0
2024-12-06,17.628,17.618,17.778,17.428,263063.0
2024-12-09,17.598,17.458,17.608,17.238,295994.0
2024-12-10,17.858,17.238,17.948,17.198,430169.0
2024-12-11,17.298,17.228,17.518,17.118,264150.0
2024-12-12,17.268,17.388,17.558,17.168,365136.0
2024-12-13,17.228,17.528,17.898,17.208,1131384.0
2024-12-16,17.498,17.588,17.738,17.198,576518.0
2024-12-17,17.598,17.748,18.178,17.518,573762.0
2024-12-18,17.848,17.688,17.878,17.408,349524.0
2024-12-19,17.488,17.978,18.038,17.368,512790.0
2024-12-20,17.998,17.808,18.348,17.738,504306.0
2024-12-23,17.688,17.678,17.948,17.618,293001.0
2024-12-24,17.658,17.848,17.868,17.478,291409.0
2024-12-25,17.778,17.428,17.848,17.328,280315.0
2024-12-26,17.388,18.178,18.178,17.298,595935.0
2024-12-27,18.098,17.468,18.118,17.368,748916.0
2024-12-30,17.368,16.758,17.488,16.668,672340.0
2024-12-31,16.888,16.718,17.148,16.558,420955.0
2025-01-02,16.638,16.108,16.728,15.938,467795.0
2025-01-03,16.188,15.818,16.448,15.798,348904.0
2025-01-06,15.868,15.538,15.938,15.388,456396.0
2025-01-07,15.618,15.748,15.788,15.278,440003.0
2025-01-08,15.698,15.318,15.698,14.998,556366.0
2025-01-09,15.148,15.138,15.418,15.018,424659.0
2025-01-10,15.148,14.898,15.218,14.798,458606.0
2025-01-13,14.798,14.678,14.978,14.548,409045.0
2025-01-14,14.748,15.448,15.488,14.598,539547.0
2025-01-15,15.448,15.078,15.448,14.988,369152.0
2025-01-16,15.148,15.258,15.528,15.108,334225.0
2025-01-17,15.298,15.688,15.838,15.268,543541.0
2025-01-20,15.498,14.948,15.548,14.628,1000465.0
2025-01-21,15.128,15.328,15.498,14.918,567019.0
2025-01-22,15.208,15.358,15.648,15.098,495194.0
2025-01-23,15.568,15.208,15.738,15.198,460632.0
2025-01-24,15.208,15.948,16.208,15.148,1086474.0
2025-01-27,15.918,15.148,15.938,15.148,823758.0
2025-02-05,15.288,14.798,15.388,14.608,683549.0
2025-02-06,14.798,15.018,15.128,14.578,703878.0
2025-02-07,15.058,15.528,15.778,15.008,863183.0
2025-02-10,15.528,15.518,15.598,15.398,538911.0
2025-02-11,15.498,15.558,15.648,15.358,554577.0
2025-02-12,15.528,15.648,15.648,15.398,538688.0
2025-02-13,15.668,15.278,15.668,15.148,617973.0
2025-02-14,15.208,15.498,15.718,15.188,700525.0
2025-02-17,15.588,15.398,15.678,15.278,712477.0
2025-02-18,15.398,14.958,15.438,14.898,565859.0
2025-02-19,14.928,15.278,15.338,14.928,488253.0
2025-02-20,15.338,15.168,15.348,15.008,471694.0
2025-02-21,15.178,15.998,16.098,15.148,1407752.0
2025-02-24,16.098,16.348,16.488,15.858,1099910.0
2025-02-25,16.098,15.978,16.298,15.918,714501.0
2025-02-26,16.098,16.198,16.298,15.928,584930.0
2025-02-27,16.198,15.758,16.238,15.538,806688.0
2025-02-28,15.648,15.058,15.668,15.048,799936.0
2025-03-03,15.098,15.068,15.348,14.958,491473.0
2025-03-04,14.968,15.218,15.218,14.908,326862.0
2025-03-05,15.348,15.338,15.458,15.188,400509.0
2025-03-06,15.448,15.798,15.878,15.368,806003.0
2025-03-07,15.758,15.548,15.848,15.448,590029.0
2025-03-10,15.498,15.368,15.538,15.208,452210.0
2025-03-11,15.198,15.418,15.418,15.108,359432.0
2025-03-12,15.508,15.578,15.738,15.398,557677.0
2025-03-13,15.598,15.648,15.848,15.448,565159.0
2025-03-14,15.838,16.398,16.618,15.838,1581335.0
2025-03-17,17.048,16.418,17.098,16.368,1362948.0
2025-03-18,16.358,16.438,16.928,16.298,773550.0
2025-03-19,16.458,16.228,16.468,16.128,561509.0
2025-03-20,16.198,16.538,16.748,16.098,950393.0
2025-03-21,16.798,17.088,17.778,16.718,2108044.0
2025-03-24,17.438,17.498,17.548,16.688,1611538.0
2025-03-25,17.238,16.708,17.478,16.608,1242973.0
2025-03-26,16.588,16.528,16.958,16.508,693127.0
2025-03-27,16.538,16.398,16.688,16.118,653381.0
2025-03-28,16.358,16.628,16.898,16.318,669984.0
2025-03-31,16.478,16.138,16.608,15.998,582428.0
2025-04-01,16.248,15.958,16.298,15.948,518413.0
2025-04-02,15.928,15.998,16.208,15.898,356599.0
2025-04-03,15.838,15.588,15.988,15.438,531290.0
2025-04-07,14.488,13.978,14.798,13.978,691227.0
2025-04-08,13.848,14.088,14.218,13.788,652974.0
2025-04-09,13.808,14.478,14.618,13.358,658894.0
2025-04-10,14.848,14.768,15.008,14.668,562391.0
2025-04-11,14.598,14.718,14.888,14.538,383381.0
