time,open,high,low,close,volume,amount
20240902,38.72113100000001,38.88113100000001,37.70113100000001,38.051131000000005,554869,2148528239.0
20240903,37.84113100000001,38.661131000000005,37.661131000000005,38.13113100000001,371640,1437278502.0
20240904,37.301131000000005,37.50113100000001,36.00113100000001,37.34113100000001,651365,2430239363.0
20240905,37.051131000000005,37.441131000000006,36.50113100000001,36.731131000000005,483297,1806366229.0
20240906,36.71113100000001,36.731131000000005,35.40113100000001,35.40113100000001,542166,1966184557.0
20240909,35.301131000000005,36.04113100000001,35.121131000000005,35.39113100000001,445378,1606088449.0
20240910,35.18113100000001,36.38113100000001,34.60113100000001,36.011131000000006,512348,1853396928.0
20240911,35.88113100000001,36.18113100000001,35.31113100000001,35.64113100000001,316465,1144664789.0
20240912,35.71113100000001,36.28113100000001,35.31113100000001,35.99113100000001,375116,1362558039.0
20240913,35.981131000000005,37.38113100000001,35.831131000000006,36.65113100000001,483313,1802034490.0
20240918,36.10113100000001,36.301131000000005,34.34113100000001,35.40113100000001,617626,2202235564.0
20240919,35.411131000000005,35.661131000000005,34.95113100000001,35.28113100000001,441887,1584574838.0
20240920,35.661131000000005,36.49113100000001,35.52113100000001,36.10113100000001,604534,2213207425.0
20240923,35.661131000000005,36.92113100000001,35.52113100000001,35.981131000000005,313803,1153690715.0
20240924,36.50113100000001,38.29113100000001,35.79113100000001,38.27113100000001,712381,2692513678.0
20240925,38.831131000000006,39.191131000000006,37.78113100000001,37.96113100000001,678746,2654197117.0
20240926,37.90113100000001,38.20113100000001,36.85113100000001,37.92113100000001,1003994,3816399170.0
20240927,37.93113100000001,40.691131000000006,37.90113100000001,39.981131000000005,1205144,4810204420.0
20240930,41.50113100000001,43.45113100000001,40.511131000000006,42.96113100000001,1604892,6841666995.0
20241008,47.31113100000001,47.31113100000001,42.731131000000005,45.831131000000006,2046554,9363148070.0
20241009,44.50113100000001,44.60113100000001,41.29113100000001,41.581131000000006,1501811,6533912049.0
20241010,41.60113100000001,44.191131000000006,41.60113100000001,42.95113100000001,1170367,5121025719.0
20241011,42.89113100000001,42.95113100000001,41.011131000000006,41.70113100000001,710843,3008618404.0
20241014,41.35113100000001,43.551131000000005,41.35113100000001,43.49113100000001,827991,3593805898.0
20241015,43.49113100000001,44.50113100000001,42.801131000000005,43.10113100000001,729663,3228800891.0
20241016,42.38113100000001,42.50113100000001,41.28113100000001,41.81113100000001,656478,2779632344.0
20241017,41.82113100000001,42.59113100000001,41.45113100000001,41.46113100000001,542293,2303664924.0
20241018,41.50113100000001,44.71113100000001,41.50113100000001,43.95113100000001,1222074,5381693425.0
20241021,44.371131000000005,46.65113100000001,43.411131000000005,44.92113100000001,1260193,5778409421.0
20241022,44.92113100000001,46.49113100000001,43.92113100000001,45.551131000000005,665568,3045018324.0
20241023,45.27113100000001,45.831131000000006,44.43113100000001,44.71113100000001,534754,2437777061.0
20241024,44.00113100000001,44.06113100000001,43.121131000000005,43.45113100000001,732181,3219872263.0
20241025,43.45113100000001,43.65113100000001,42.10113100000001,42.85113100000001,785824,3392614768.0
20241028,43.10113100000001,43.47113100000001,41.831131000000006,43.13113100000001,603622,2613416856.0
20241029,43.13113100000001,43.90113100000001,42.72113100000001,42.92113100000001,656411,2873779547.0
20241030,42.60113100000001,43.36113100000001,42.301131000000005,42.481131000000005,586563,2536235915.0
20241031,42.481131000000005,42.691131000000006,41.411131000000005,41.72113100000001,758899,3220955107.0
20241101,41.731131000000005,42.801131000000005,41.581131000000006,41.691131000000006,594388,2533553742.0
20241104,41.691131000000006,42.75113100000001,41.61113100000001,42.31113100000001,490870,2096422339.0
20241105,42.21113100000001,43.051131000000005,41.621131000000005,42.70113100000001,859137,3698184436.0
20241106,42.71113100000001,42.75113100000001,40.59113100000001,40.831131000000006,1870470,7817062351.0
20241107,40.051131000000005,40.45113100000001,39.50113100000001,40.43113100000001,1459966,5888382813.0
20241108,41.00113100000001,41.051131000000005,39.64113100000001,39.801131000000005,1270298,5178888518.0
20241111,39.52113100000001,40.32113100000001,39.011131000000006,40.20113100000001,1372196,5520264021.0
20241112,40.25113100000001,42.191131000000006,39.60113100000001,41.04113100000001,1991681,8259616975.0
20241113,40.50113100000001,41.18113100000001,40.00113100000001,41.09113100000001,1043251,4287516984.0
20241114,41.081131000000006,41.081131000000006,39.50113100000001,39.60113100000001,828706,3378252844.0
20241115,39.40113100000001,39.82113100000001,38.801131000000005,38.801131000000005,770599,3071696125.0
20241118,38.801131000000005,39.31113100000001,37.82113100000001,38.011131000000006,801792,3125441187.0
20241119,38.10113100000001,38.39113100000001,37.24113100000001,38.03113100000001,868379,3319633660.0
20241120,38.04113100000001,38.22113100000001,37.68113100000001,38.09113100000001,802781,3085803304.0
20241121,38.011131000000006,39.13113100000001,37.50113100000001,38.731131000000005,970589,3767308387.0
20241122,38.50113100000001,39.13113100000001,37.10113100000001,37.15113100000001,902723,3483981189.0
20241125,37.161131000000005,37.301131000000005,35.81113100000001,36.161131000000005,987550,3640404673.0
20241126,36.31113100000001,37.38113100000001,36.161131000000005,36.661131000000005,755554,2826202313.0
20241127,36.53113100000001,39.00113100000001,36.40113100000001,38.63113100000001,1495365,5771038359.0
20241128,38.36113100000001,38.441131000000006,37.64113100000001,37.70113100000001,729523,2804772468.0
20241129,37.551131000000005,38.78113100000001,37.551131000000005,38.18113100000001,901146,3495824651.0
20241202,38.691131000000006,40.35113100000001,38.68113100000001,40.06113100000001,1366204,5524834212.0
20241203,40.06113100000001,40.24113100000001,39.42113100000001,39.81113100000001,700547,2828060681.0
20241204,39.85113100000001,40.00113100000001,38.831131000000006,39.09113100000001,571380,2269379054.0
20241205,39.00113100000001,39.301131000000005,38.411131000000005,38.871131000000005,524039,2060728937.0
20241206,39.20113100000001,40.00113100000001,39.00113100000001,39.71113100000001,885410,3558019205.0
20241209,39.71113100000001,40.09113100000001,39.15113100000001,39.38113100000001,425672,1705033837.0
