start_date,end_date,total_days,initial_capital,final_value,total_return,annual_return,volatility,sharpe_ratio,max_drawdown,max_drawdown_pct,max_drawdown_start,max_drawdown_end,total_trades,win_rate,profit_factor,avg_win,avg_loss,max_win,max_loss,max_consecutive_losses,avg_hold_days,total_commission,total_stamp_tax,total_buy_amount,total_sell_amount
2020-01-02,2025-12-31,1454,10000000,17727243.112171583,0.772724311217154,0.10431570364105558,0.16298503091721436,0.4559664358305583,-0.19397954305265175,-19.397954305265174,2020-01-02,2025-06-05,362,0.3729281767955801,1.4948189457304701,176190.0305185185,-70097.19643171807,980337.86,-490567.75,13,17.72099447513812,359576.9484624997,715096.8213660006,723210972.4839997,715096821.366
